learn_rate,num_hidden_nodes,weight_range,beta,c,error
2.25,11,2.25,420,440,0.139978453
1.5,12,2,260,420,0.139990235
2.375,9,2.25,400,400,0.140044581
2.25,8,2.25,480,420,0.140109033
2.25,11,2.125,460,480,0.140176456
2.25,10,2.375,400,460,0.140178216
2,11,2.125,420,440,0.140184224
2.5,8,2.5,480,460,0.140198546
2.25,10,2.125,400,420,0.140224346
2.5,10,2.25,460,460,0.140257754
2,12,2,180,420,0.140289081
2,8,2.25,480,420,0.140311565
2,10,2.375,480,440,0.140312906
2,9,2.125,480,400,0.140356057
2,6,2.5,260,420,0.140420641
2.125,9,2.125,440,460,0.140538281
1.75,14,2,100,340,0.140550957
2.25,6,2.5,420,180,0.140557505
1.75,10,2.5,260,260,0.14056233
1.5,8,2.25,260,180,0.140567735
2.125,8,2.25,480,420,0.140570879
2,10,2.5,340,420,0.140600406
2,8,2.25,460,480,0.140626497
2.25,8,2.25,480,480,0.14063875
2.125,11,2.125,480,480,0.140641326
2.375,8,2.25,480,480,0.14068254
2,11,2.25,420,440,0.140692369
2.125,8,2.375,400,400,0.140704077
2,8,2.375,460,400,0.140725595
2.125,11,2.125,480,440,0.140749837
2.125,11,2.125,440,460,0.140763062
2.375,11,2.5,420,400,0.140773588
2.375,8,2.375,460,440,0.140804249
2,10,2.125,420,440,0.140829193
2.125,10,2.25,440,480,0.140835401
2.25,10,2.375,460,420,0.140885954
2.5,9,2.25,400,400,0.140889307
1.75,12,2.25,100,260,0.140898256
2.125,10,2.5,460,460,0.140924077
2.375,10,2.5,420,420,0.140966622
2.125,10,2.125,420,420,0.140972044
2.5,11,2.5,420,400,0.140977822
2.5,11,2.25,460,440,0.141050666
2,10,2.25,440,400,0.141079577
2.5,10,2.5,440,420,0.141097309
2.125,11,2.125,440,480,0.141114761
2.375,9,2.375,420,440,0.141132661
2.5,8,2.5,340,260,0.141132972
2,8,2.25,420,260,0.141141278
2.375,9,2.125,440,440,0.141159091
2.375,9,2.5,420,400,0.141159771
2,12,2.25,420,420,0.141179665
2.5,9,2.5,440,440,0.141185458
2.375,10,2.375,460,420,0.141207983
2.25,11,2.125,420,440,0.141216302
2,10,2.125,460,400,0.141234494
2.125,11,2,440,480,0.141264377
2.125,9,2.25,400,480,0.141266714
2.25,6,2.5,100,420,0.141307147
2.5,9,2.5,440,420,0.141316604
2.25,10,2.125,440,400,0.141317563
2.375,11,2.125,420,440,0.14136574
2.5,6,2.5,100,420,0.141389111
2.25,9,2.125,440,440,0.141458057
2.25,11,2.375,480,480,0.141469716
2,11,2.125,480,440,0.141542671
2,10,2.375,440,400,0.141558627
2,6,2.25,100,260,0.14156429
2.375,11,2.25,420,420,0.141572774
2.5,10,2.25,440,480,0.141629772
2.5,10,2.5,460,480,0.141648877
2,8,2.25,440,460,0.141674448
2.125,9,2.5,480,480,0.141695826
2.5,8,2.25,440,480,0.141713077
2.5,8,2.5,420,340,0.141735649
2,11,2,440,480,0.141743588
2.25,6,2.25,100,260,0.141797485
2.5,9,2.375,460,480,0.141824308
1.5,14,2,100,340,0.141824899
2.125,9,2.375,480,480,0.141836683
2.375,9,2.25,400,480,0.141846382
2.125,10,2.125,440,420,0.141852947
2.25,10,2.25,420,260,0.141879115
2.5,9,2.375,440,460,0.141902299
2,9,2.25,460,420,0.141903488
2.25,8,2.5,480,460,0.141924131
2.25,11,2.5,400,460,0.141972305
2.5,8,2.5,260,260,0.141973643
2.25,9,2.25,400,480,0.142008024
2.25,8,2.5,100,340,0.142028849
2.5,10,2.375,400,400,0.142029631
2.375,11,2.25,420,440,0.142031944
1.5,14,2,260,340,0.1421137
2.25,8,2.375,460,440,0.142205217
2.25,10,2.125,400,480,0.14222128
2.5,8,2.375,460,440,0.142222255
2.375,11,2.375,480,480,0.142268344
2.25,11,2.25,420,420,0.142281345
2.25,10,2.25,440,420,0.142330115
2.125,9,2.375,440,460,0.142358844
2.25,10,2.375,400,440,0.142374999
2,8,2.5,440,440,0.142378822
2.5,11,2.25,420,440,0.142381234
2.25,8,2.125,480,440,0.142386933
2.5,11,2.25,400,440,0.142426813
1.75,10,2.25,180,180,0.142434378
2.5,8,2.5,480,420,0.142437331
2,14,2,100,340,0.142455222
2.375,11,2.375,400,480,0.142470513
2.5,11,2.375,400,480,0.142475109
2.375,10,2.375,460,400,0.142476501
2.25,8,2.5,420,180,0.142506958
2,10,2.25,440,460,0.142598578
2.25,12,2.25,100,260,0.142644125
2.125,9,2.125,480,400,0.142648564
2.25,8,2.5,340,260,0.142651774
2.375,8,2.5,400,440,0.142678625
2.5,10,2.125,480,420,0.142690466
2,9,2.25,400,480,0.142700711
2.25,8,2.5,260,260,0.142709348
2.375,10,2.5,400,400,0.142726673
2.125,11,2.125,420,420,0.142744962
2.125,10,2.25,440,460,0.142755435
2.25,8,2.5,260,420,0.142772397
2,8,2.5,420,180,0.142801083
2.375,9,2.25,480,420,0.142817122
2.25,6,2.5,340,340,0.142871765
2,8,2.25,100,340,0.142914565
2.375,9,2.375,460,480,0.142921472
2.375,10,2.375,420,460,0.142948101
2.125,9,2.5,420,400,0.142956489
2.5,8,2.25,460,480,0.142991397
2.25,10,2.25,440,480,0.142998451
2,10,2.25,180,420,0.143011403
2.375,11,2.125,400,420,0.143034209
2.375,10,2.375,480,480,0.14305705
1.75,6,2.5,100,260,0.143066389
2.125,10,2.125,420,440,0.143101012
2,12,2,420,340,0.143127855
2,10,2.25,440,480,0.143191517
1.75,12,2,180,420,0.14320067
2.5,10,2.375,400,420,0.143243447
2,10,2.25,440,420,0.143266648
2.25,11,2.375,400,480,0.143298805
2.375,11,2.125,460,480,0.143308846
2.375,10,2.25,440,400,0.143327692
2.125,9,2.375,460,480,0.143351429
1.75,12,2.25,340,340,0.143357647
2.25,12,2,180,420,0.143369593
2,10,2.5,420,440,0.14337412
2.5,10,2.5,400,400,0.143376123
2.125,10,2.25,440,420,0.143413326
2.375,9,2.25,420,480,0.143415401
2.375,11,2.5,400,460,0.143455766
2,12,2.25,260,340,0.143543883
2.5,9,2.25,420,480,0.143548783
2.5,9,2.25,480,420,0.143556752
1.75,8,2.25,100,340,0.143565323
2.125,8,2.125,480,440,0.143571099
2,14,2,100,420,0.143593947
2.125,11,2.375,480,420,0.143656932
2,9,2.5,440,400,0.143659319
1.75,10,2.25,260,340,0.143679383
2.125,11,2.25,400,420,0.143681813
2.5,8,2.375,440,400,0.143684073
2,8,2.25,460,460,0.143713468
2.375,11,2.375,460,420,0.143733556
2.5,8,2.5,420,180,0.143747086
2,8,2.5,460,420,0.143756603
2.5,9,2.25,400,480,0.143759717
2.5,9,2.375,420,440,0.143763951
2.25,9,2.375,460,480,0.143768895
2,11,2.25,440,400,0.143769823
2.125,8,2.5,400,420,0.143773431
1.75,14,2,260,420,0.14378099
2.25,10,2.25,340,180,0.143782169
2.25,11,2.125,440,460,0.143808866
2.125,11,2.375,420,460,0.143814044
2,12,2.25,100,180,0.143824044
2.25,11,2.125,400,480,0.143833934
2,10,2.25,180,180,0.1438458
2.5,9,2.25,440,400,0.143858894
2.25,10,2.125,420,420,0.143863433
2.125,9,2.125,440,440,0.143890172
2,8,2.125,480,440,0.143895201
2.375,10,2.5,420,400,0.143902656
2.5,10,2.5,460,400,0.14391263
2.125,11,2.25,440,400,0.143916253
2.25,9,2.125,440,460,0.143917893
2.125,10,2.5,440,420,0.143918462
2.25,9,2.5,440,440,0.143936542
2.5,10,2.375,420,440,0.143940816
2.25,9,2.375,420,440,0.143946668
1.75,14,2,100,420,0.143955886
2.25,9,2.375,460,440,0.143961198
2.375,8,2.25,480,420,0.143987954
2.5,9,2.125,440,440,0.143997789
2,10,2.125,400,480,0.144017809
2.5,10,2.5,440,460,0.144026368
2.375,10,2.125,480,420,0.144055062
2,8,2.25,340,260,0.144072561
2.5,11,2.125,460,440,0.144076092
2.375,10,2.5,440,480,0.144152065
2.5,8,2.25,100,420,0.144169703
2.25,11,2.5,420,400,0.144197508
2,12,2.25,420,260,0.144222209
2.25,8,2.5,420,340,0.144230514
2,11,2.25,440,480,0.144307337
2.25,8,2.25,100,420,0.144324077
2.125,11,2.125,400,400,0.144329387
2.5,8,2.25,100,340,0.144360198
2.125,8,2.5,480,400,0.144392802
2,14,2.25,420,420,0.144393202
2.5,11,2.5,400,460,0.144425112
2.375,8,2.5,480,420,0.144454035
2.25,11,2.125,440,480,0.144464602
2.5,8,2.25,440,400,0.144472305
2.125,11,2.25,420,440,0.14451784
1.5,10,2,100,340,0.144528767
2.5,8,2.25,480,480,0.144553338
2,9,2.25,480,420,0.144579918
1.75,8,2.25,420,260,0.144593049
2,9,2.125,440,440,0.144608394
2.375,10,2.5,460,480,0.144621117
2.375,11,2.5,400,480,0.144644376
2,11,2.25,420,420,0.144651779
2.125,10,2.5,400,400,0.144663122
2.25,12,2.25,420,260,0.144664865
2.375,9,2.125,480,400,0.144668356
2.375,10,2.375,400,400,0.14472615
2.5,11,2.125,420,440,0.144770979
2.5,10,2.5,400,460,0.144801672
2.375,11,2.125,480,440,0.144803709
2,14,2,260,420,0.144808341
2.5,11,2.125,400,420,0.144811706
1.5,12,2.25,420,340,0.144830222
2.125,10,2.375,400,460,0.144852765
2,10,2.125,420,460,0.144864834
2,8,2.375,440,420,0.144865956
2.25,10,2.375,420,440,0.144869822
2.375,11,2,440,480,0.144885496
2,9,2.375,480,480,0.144900515
2.375,10,2.125,400,480,0.144936777
2,10,2.5,420,340,0.144944952
2.375,8,2.375,440,400,0.144946921
2.125,9,2.25,480,420,0.144948779
2.25,11,2.375,460,420,0.14499942
1.75,10,2.25,420,260,0.145010623
2.125,8,2.25,400,400,0.145018588
2,11,2.125,480,460,0.145029639
2.125,10,2.125,400,480,0.145039776
2.5,11,2.375,400,440,0.145050776
2.25,10,2.375,480,480,0.145056753
2.5,8,2.25,100,260,0.145057307
2.125,8,2.375,460,440,0.145066347
2,8,2.375,460,440,0.145104182
2.375,11,2.25,400,400,0.14511043
2.5,8,2.25,420,420,0.145116177
2.375,11,2.25,400,440,0.145120125
2.125,8,2.25,440,460,0.145123697
2.25,11,2,440,480,0.145143839
1.75,12,2,260,260,0.145184638
2.25,10,2.5,400,460,0.145192682
2,9,2.375,400,420,0.14520331
2.5,6,2.25,100,260,0.145208635
1.75,14,2,340,340,0.145211981
2.25,10,2.5,400,400,0.145241324
2.375,10,2.375,420,440,0.145254544
2.25,11,2.25,400,420,0.145257287
2.25,10,2.5,440,420,0.145260793
2.125,11,2.125,420,480,0.14527365
2.5,11,2.125,440,460,0.145288831
2.375,10,2,460,440,0.145292556
2.25,11,2.125,420,480,0.145306854
2,11,2.125,400,480,0.145313856
2.5,9,2.375,420,480,0.145360639
2.375,10,2.125,400,460,0.145391914
2.125,10,2.125,420,460,0.145401562
1.75,6,2.25,260,100,0.145412078
2.25,8,2.25,480,400,0.145423302
2.25,10,2.25,440,460,0.14542884
2.375,11,2.125,440,460,0.145435605
2.375,11,2.125,400,480,0.145487984
2.5,10,2.125,400,480,0.145495773
2.125,10,2.25,440,400,0.145514078
2.125,9,2.375,420,440,0.14551415
2.5,10,2.375,480,480,0.145539389
2,11,2.25,400,420,0.145560043
2.125,8,2.25,460,460,0.145577765
2.375,8,2.125,480,440,0.145579198
2.375,10,2.25,480,420,0.145585177
2.25,10,2.125,440,420,0.145605764
2.5,12,2.25,420,340,0.14563613
2.5,11,2.125,400,480,0.145648403
2.375,8,2.25,440,400,0.145675654
2.375,10,2.375,400,440,0.145683525
2,9,2.125,420,400,0.145705899
2.125,10,2.5,460,400,0.145733572
2.25,10,2.375,400,400,0.145752005
2.375,10,2.5,400,460,0.14575625
2,11,2.125,480,420,0.145760375
2.5,11,2.5,400,480,0.145787086
2.125,8,2.25,480,400,0.145806523
2.125,10,2.125,460,400,0.145830341
2.125,10,2.375,480,480,0.145847224
2,12,2,420,420,0.145859709
2.375,11,2.375,400,440,0.145915689
2,10,2.25,480,420,0.14594172
2.25,6,2.5,340,100,0.145943287
2.125,8,2.25,420,420,0.145962388
2.375,11,2.25,480,460,0.14596244
2,10,2.25,260,180,0.145981731
2.25,10,2.25,440,400,0.146000299
2.5,8,2.5,340,340,0.146003636
2.25,10,2.125,460,400,0.146012561
2.125,11,2.125,480,420,0.146022852
2.375,9,2.375,420,480,0.146078792
2.125,11,2.25,420,400,0.146096084
2.375,10,2.25,440,480,0.146126001
2.125,9,2.25,420,480,0.146130376
2.5,11,2.375,480,480,0.146133957
2.375,10,2.25,440,460,0.146161922
2.125,8,2.25,440,400,0.146183499
2,10,2.25,180,260,0.146194016
2,8,2.25,340,340,0.146210454
2.25,9,2.25,480,420,0.146210655
2.125,11,2.25,460,420,0.146233961
2.5,10,2.5,440,480,0.14626763
2,10,2.5,440,420,0.146297856
2.375,10,2.125,420,420,0.146334252
2.375,9,2.125,440,460,0.146373315
2,9,2.25,420,480,0.146407042
2,8,2.25,440,440,0.146442211
2.5,10,2.125,420,420,0.146480353
2.125,9,2.25,460,420,0.146481945
2.125,10,2.375,400,440,0.146486522
2.5,9,2.5,460,480,0.146491097
2.5,11,2.375,480,440,0.146507354
2.125,11,2.375,480,480,0.146542089
2.5,11,2.25,400,400,0.146571124
2.25,11,2.125,420,420,0.146616882
2.25,11,2.125,400,400,0.146675052
2.25,12,2.25,100,180,0.146698657
2.5,8,2.125,480,440,0.146704902
2.125,8,2.25,440,440,0.146721335
2.5,10,2.25,340,340,0.146727461
2.25,14,2,260,340,0.146746059
2.375,10,2.125,460,400,0.146749882
2.5,11,2.375,440,420,0.146760949
2.125,10,2.375,400,400,0.146768507
2.375,11,2.125,460,440,0.146783492
2.25,8,2.5,480,420,0.146797141
2.25,10,2.375,440,420,0.146798654
2.25,11,2.25,460,420,0.146799265
1.75,12,2,260,340,0.146847641
2.125,11,2.375,460,420,0.14684838
2.25,10,2.125,400,460,0.146854608
2.125,11,2.5,400,460,0.146868173
2,9,2.125,440,480,0.146903557
1.75,10,2.25,260,180,0.146912204
1.5,12,2,260,340,0.14693109
1.75,8,2.5,420,180,0.146939823
2.25,8,2.25,420,420,0.146940523
2.25,8,2.25,460,460,0.146941242
2.5,6,2.5,340,260,0.146943026
2,9,2.125,400,400,0.1469525
2.375,9,2.5,440,420,0.146969596
2.5,11,2.375,460,420,0.146970068
2,11,2.125,420,480,0.14699969
2.25,8,2.25,440,400,0.14700068
1.75,10,2.5,180,420,0.14700432
2,14,2.25,340,340,0.147034847
1.5,8,2.5,340,100,0.147041007
2.25,9,2.25,420,480,0.147049278
2.5,10,2.25,480,420,0.1470621
2.125,8,2.5,480,420,0.147063267
1.75,14,2.25,340,340,0.147093069
1.5,10,2.25,180,180,0.147099016
2.375,9,2.375,420,420,0.147105419
2,12,2,260,420,0.147123089
1.75,8,2.5,420,260,0.14712833
2.25,8,2.375,440,400,0.147177176
2,10,2.125,420,480,0.147196054
2.25,11,2.25,400,440,0.147197398
2.125,11,2.125,400,480,0.147220055
2.375,8,2.25,460,460,0.147227964
2.375,10,2.5,440,460,0.147253547
2.5,10,2.25,180,420,0.147276334
2.375,8,2.25,420,420,0.147276651
2.125,10,2.375,460,440,0.147292105
2,6,2.25,260,100,0.147298192
2,10,2.125,480,400,0.147305074
2,10,2.375,460,420,0.147323083
1.75,10,2.25,180,260,0.147366986
2.25,12,2.25,260,340,0.147373537
2.375,11,2.125,440,480,0.147378232
1.75,8,2.25,340,340,0.147390255
2.125,9,2.125,400,400,0.147396954
2.5,10,2.5,180,260,0.147398502
2.25,9,2.125,440,400,0.147431925
2.5,8,2.5,100,340,0.147432748
2.375,10,2.375,400,480,0.147474065
2.5,10,2.5,420,400,0.14749212
2.25,10,2.125,420,480,0.14752509
1.75,8,2.25,340,260,0.147544326
2.125,10,2.375,420,440,0.147565075
2,11,2,460,400,0.147571259
2.375,9,2.375,480,460,0.147578569
2,11,2.125,460,440,0.14758045
2.125,10,2.25,480,420,0.147592286
2.125,9,2.375,400,440,0.147612157
2.5,9,2.125,440,460,0.147612433
1.75,6,2.25,100,260,0.147625508
2.125,9,2.375,420,420,0.147643456
2.25,11,2.375,480,440,0.147644929
2.5,10,2.125,420,440,0.14767374
2,11,2.125,400,400,0.14767661
1.75,14,2.25,420,420,0.147678411
2.25,11,2.25,400,400,0.14768966
2.25,10,2.5,440,480,0.147699649
2.25,10,2.375,420,460,0.147745066
2.375,8,2.25,480,400,0.147780139
2,8,2.5,480,400,0.147844778
2.25,8,2.25,400,400,0.147854598
1.75,10,2.25,420,180,0.147864128
2.125,11,2.25,480,460,0.147885198
2.5,11,2.375,440,460,0.147891632
2,10,2.25,460,440,0.147906019
2,8,2.25,440,400,0.147914532
2,10,2.375,480,480,0.147921602
2.5,9,2.5,400,460,0.147924941
2.125,8,2.5,480,460,0.147928914
1.5,10,2.25,100,340,0.147953262
2,10,2.375,460,440,0.147972671
2,9,2.5,420,400,0.147974
2.25,9,2.375,400,440,0.147998983
2.25,9,2.375,420,420,0.14800306
2,10,2.25,340,180,0.148007802
2.5,9,2.375,480,460,0.148013864
2.375,9,2.25,460,420,0.148024018
2.375,11,2.125,480,460,0.148024346
2.25,10,2.5,460,480,0.148030158
2,9,2.125,440,400,0.148051459
2,10,2.25,260,340,0.148089426
1.5,14,2,180,340,0.148091
2.125,9,2.5,440,440,0.148120711
2.375,10,2.125,440,400,0.148121529
2.5,9,2.125,480,400,0.148140675
2,10,2.25,340,340,0.148184731
2.5,8,2.25,480,420,0.148185315
2.125,10,2.125,480,400,0.148192157
2,8,2.25,480,400,0.148215446
2.375,10,2.125,420,440,0.148224133
2.25,10,2.25,340,340,0.148225657
2.25,10,2.125,420,440,0.148230028
2.375,11,2.375,400,400,0.148250587
1.75,10,2,100,340,0.1482639
2.25,14,2.25,420,420,0.148291593
2.5,8,2.5,460,440,0.148308983
2.125,11,2.25,420,420,0.148314104
2.25,11,2.125,460,440,0.148345628
2.5,10,2.5,440,400,0.14836517
2.5,11,2,440,480,0.148372893
2,11,2.375,480,420,0.148381948
2.125,10,2.125,400,460,0.148385066
2.5,10,2.125,400,460,0.148436019
2.375,10,2.5,420,480,0.148437257
1.5,12,2.25,100,180,0.148437344
2.375,10,2.25,420,400,0.148449125
1.75,12,2.25,420,180,0.148456375
1.75,14,2,340,420,0.14848907
2.375,10,2.25,460,440,0.148502004
2.5,8,2.5,480,440,0.148516255
2.125,10,2.25,420,440,0.148518662
2.25,10,2.5,420,400,0.14852303
2,10,2.375,400,400,0.148550373
2.25,8,2.5,400,440,0.148564857
2.5,10,2.25,400,460,0.148574286
2,9,2.375,460,480,0.148583853
2.375,10,2.125,420,480,0.148619152
2.5,12,2.25,100,420,0.148645829
1.75,14,2,180,340,0.148683099
2.25,12,2.25,340,180,0.148691813
2.5,10,2.25,440,460,0.148711032
2.375,11,2.375,440,420,0.148727684
2.375,8,2.5,480,440,0.148755688
2,6,2.5,420,260,0.148786096
2.375,11,2.375,480,440,0.148804735
2.375,10,2.125,420,460,0.148871816
2.125,11,2.125,460,440,0.148876901
2.5,10,2.5,400,480,0.148880134
1.75,12,2,420,420,0.14888447
2.25,9,2.375,420,480,0.148886096
2.125,11,2.375,400,400,0.148899135
2.25,10,2.375,400,480,0.14890101
1.75,8,2.25,180,260,0.148912758
2.25,12,2,260,420,0.148931856
2.25,11,2.375,400,440,0.148935601
2.375,10,2.5,440,400,0.14895293
2,10,2.25,420,440,0.148958963
2.25,8,2.5,400,480,0.148966839
1.75,12,2.25,260,340,0.148970253
2.25,8,2.5,480,440,0.148971698
2.5,9,2.375,400,440,0.148991874
2.125,9,2.125,420,400,0.148993071
2.125,11,2.375,400,480,0.14899427
2.375,11,2.125,400,400,0.148998973
2.375,10,2.25,420,440,0.149005389
2.25,6,2.5,340,260,0.149021379
2.5,11,2.25,460,420,0.149034743
2.125,9,2.125,440,480,0.149036653
2.5,10,2.125,440,400,0.149064441
1.75,12,2.25,420,260,0.149066093
2,9,2.5,480,480,0.149084797
2.5,10,2.125,480,440,0.149107139
2.25,11,2.375,400,400,0.149125919
2.375,9,2.125,400,400,0.149126995
2.375,10,2.375,400,420,0.149134389
2.25,10,2.125,420,460,0.149143555
2.25,10,2.25,100,420,0.149189527
2,9,2.375,420,440,0.14919246
2,12,2.25,420,180,0.149202798
2.25,10,2.125,480,400,0.149211692
2,14,2,340,340,0.149218339
2.375,9,2.375,400,440,0.149234551
2.375,8,2.5,460,440,0.149266199
2.375,9,2.5,400,460,0.149284889
2.125,10,2.375,400,480,0.149319346
2,10,2.375,400,440,0.149340082
1.5,8,2.25,100,260,0.149350788
2,10,2.5,460,460,0.149351598
2.25,9,2.125,400,400,0.149358533
2.375,11,2.25,460,420,0.149362979
2.25,8,2.25,480,440,0.149378947
2,11,2.375,480,480,0.149422936
2.125,11,2.25,440,480,0.149435476
2,9,2.375,460,440,0.149459584
2.125,9,2.375,460,440,0.149471015
2.5,9,2.5,400,400,0.149476156
2.5,10,2.375,400,480,0.149480261
2.25,10,2.25,460,440,0.14949552
2.375,11,2.125,420,480,0.14949979
2.5,11,2.125,460,480,0.149565769
2.375,10,2.125,440,420,0.149577427
2.25,10,2.375,400,420,0.149583691
2.25,10,2.5,420,340,0.149602089
2.25,10,2.25,480,420,0.149628743
2.25,10,2.5,440,460,0.149648536
2.125,9,2.125,400,480,0.149651467
2.375,8,2.5,400,480,0.14965463
2,8,2.25,180,260,0.149733284
2,8,2.125,480,400,0.149745266
2,10,2.25,420,180,0.149753319
2.125,9,2.125,440,400,0.149755477
2.25,12,2.25,180,420,0.149773798
2.25,8,2.375,400,440,0.149784946
2,10,2.125,440,480,0.149803248
2.5,10,2.25,420,260,0.149816872
2,11,2.25,460,420,0.149822761
2.5,8,2.25,420,480,0.149827795
2,11,2.375,400,480,0.149867724
2.25,10,2.5,420,420,0.149884274
2.25,14,2.25,340,340,0.149904814
1.5,12,2,260,260,0.149908505
2,6,2.5,100,180,0.149950629
2.125,11,2.375,480,440,0.149957444
2.375,10,2.125,400,420,0.149981735
2.25,10,2.25,180,260,0.15005434
2.375,11,2.125,420,420,0.150076171
2.25,12,2,420,420,0.150134432
2,11,2.125,460,400,0.150164576
2.25,9,2.25,460,420,0.150171673
2.125,10,2.375,420,460,0.150223691
2.125,10,2.5,440,480,0.150236133
2,6,2.5,100,420,0.1502525
2.5,10,2.5,480,440,0.150258161
2.375,10,2.125,480,440,0.150269362
2.125,10,2.125,440,480,0.150278295
1.75,10,2.25,180,420,0.150283846
2,8,2.25,100,420,0.150302393
2.5,8,2.5,100,420,0.150312862
2.5,8,2.5,400,480,0.150341297
2.25,8,2.25,340,260,0.150363947
2.25,11,2.5,400,480,0.150407823
2.25,10,2.25,180,420,0.150422206
2,8,2.5,400,420,0.150427746
2.125,10,2.125,420,480,0.150449537
2.25,11,2.125,480,460,0.150481511
2.375,11,2.5,400,420,0.150493372
1.5,14,2,260,420,0.150534329
2,11,2.375,420,460,0.150539643
2.125,11,2,400,420,0.150597163
2,14,2.25,100,340,0.150615159
2,11,2.25,420,400,0.150634648
2.5,10,2,460,440,0.150637553
2.25,11,2.25,440,460,0.150653065
2.125,10,2.25,460,440,0.150655864
2.25,10,2.5,180,180,0.150660624
2.25,9,2.125,440,480,0.150662733
2.125,11,2.25,400,440,0.150699018
1.75,8,2.5,180,340,0.150705212
2.25,10,2.5,180,260,0.150766983
2.25,8,2.25,440,460,0.150808655
2.25,8,2.25,440,440,0.150827107
2,11,2.375,400,400,0.150829616
2,12,2.25,340,180,0.150833293
2.25,10,2.125,440,480,0.150844425
2,8,2.25,400,400,0.150846349
2,8,2.25,180,340,0.150846888
1.75,8,2.25,260,420,0.150885488
2.375,8,2.375,400,440,0.150930164
2.5,11,2.375,400,400,0.150970322
2,9,2.375,440,460,0.150989992
2.25,10,2.375,460,440,0.151042617
2.25,9,2.125,400,480,0.151046343
2,10,2.25,180,340,0.151062887
2,8,2.25,420,420,0.151066917
2.5,9,2.125,400,400,0.151074753
2,11,2.125,400,440,0.15107982
1.75,10,2.25,340,340,0.151111042
2.5,11,2.5,400,420,0.151123
2.25,8,2.5,340,340,0.151126061
2.25,11,2.25,440,400,0.15113619
2.375,10,2.375,440,420,0.151137904
2.5,12,2.25,260,340,0.151138622
2.25,9,2.5,440,420,0.15116123
2.5,9,2.5,480,420,0.151172738
2,10,2.5,460,400,0.151187396
2.25,11,2.375,440,460,0.151188239
1.5,14,2,180,260,0.151206807
2.375,11,2.375,440,460,0.151233511
2.25,10,2.25,260,340,0.151253131
2.5,10,2.125,440,420,0.151266767
2.5,8,2.5,420,460,0.151274242
2.375,11,2.25,400,420,0.151280561
2.25,11,2.125,480,420,0.151288675
2.125,10,2.5,400,460,0.151303618
2.25,8,2.25,180,260,0.151303675
2.375,8,2.125,480,480,0.151308492
2.5,10,2.25,420,440,0.151338525
2.125,11,2.25,400,400,0.151349392
2.125,11,2.125,480,460,0.151363719
2,11,2.25,440,460,0.151389147
2.5,11,2.125,480,440,0.151421984
2.5,11,2.125,440,480,0.151431717
1.5,10,2.25,420,420,0.15145983
2.5,6,2.5,180,260,0.15146278
2,10,2.125,400,460,0.151462931
2.5,11,2.25,420,420,0.151469795
2.125,8,2.5,400,480,0.151505776
2.5,8,2.25,440,440,0.151532063
2.5,8,2.5,100,260,0.15153599
2,8,2.5,480,420,0.151538732
2.5,8,2.5,180,260,0.151566084
2.375,10,2.5,400,480,0.151568089
2.125,10,2.375,400,420,0.151575258
2.125,9,2.125,460,460,0.151582643
2.5,11,2.25,400,420,0.151648604
2.25,11,2.25,440,480,0.151703936
2.25,8,2.5,100,260,0.151713882
2.5,10,2.5,420,480,0.151728073
2.5,10,2.125,420,480,0.151742033
2.5,10,2.25,100,420,0.151759164
2.125,11,2.25,440,460,0.151796369
2.375,9,2.5,480,420,0.151807784
2,10,2,100,340,0.151823307
2,8,2.25,400,440,0.151826899
2.5,11,2.25,440,480,0.151838292
2,8,2.5,420,420,0.151897835
2.375,10,2.125,440,480,0.151905605
2.5,8,2.25,480,440,0.151907273
2,10,2.25,100,420,0.151973877
2.25,10,2.25,180,340,0.151979798
2.375,9,2.125,400,480,0.15198358
2.25,11,2.25,420,400,0.151986481
2.125,8,2.375,480,440,0.151999494
2.5,10,2.25,420,400,0.152001792
2.25,10,2.25,420,440,0.152004223
2,9,2.125,420,480,0.152049324
2,9,2.375,400,440,0.15209742
2,11,2.25,480,460,0.152102525
2.25,14,2,260,420,0.152130081
1.5,12,2,180,420,0.152146947
2.375,9,2.5,460,480,0.152153315
2.5,10,2.25,260,340,0.152155272
2.5,10,2.375,440,420,0.152176303
2.125,11,2.125,400,440,0.152190431
2.25,8,2.125,480,480,0.152195556
2.5,6,2.5,260,340,0.152200325
2.125,8,2.375,440,400,0.152212247
2,9,2.125,480,480,0.152222104
2.125,11,2.5,400,480,0.152240444
2,9,2.125,460,460,0.152260749
2.25,9,2.5,400,400,0.152280771
2.25,12,2.25,100,340,0.152300301
2.5,10,2.125,460,400,0.152305665
2.5,8,2.25,480,400,0.152321952
2.375,9,2.25,420,420,0.152326633
2.25,9,2.375,480,460,0.15233812
