,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
47,2.549257285,"[2.6786965930435738, 18, 1.6761551364937102, 464, 462]"
43,2.556588508,"[1.9223218429623024, 12, 1.4247797106514368, 525, 498]"
377,2.572182715,"[2.190569235713901, 13, 1.097925119012813, 515, 495]"
399,2.575748788,"[1.1849426171768027, 11, 2.25327491933717, 503, 530]"
274,2.591711799,"[1.108033059480241, 19, 1.722342108499578, 451, 460]"
444,2.600000245,"[2.4417555566139098, 14, 2.2172288031700997, 492, 526]"
459,2.600084555,"[2.361750479416983, 14, 2.946910547825285, 497, 528]"
424,2.600643975,"[1.6870731297078656, 14, 1.6328000293190557, 515, 460]"
35,2.608837407,"[2.9212484997568495, 19, 1.357555181648467, 503, 453]"
302,2.618284521,"[1.1914402480322457, 14, 1.211270151076471, 480, 472]"
50,2.627334869,"[1.2649723012111835, 15, 1.3269728985558036, 474, 537]"
428,2.635161935,"[1.0080670221108978, 11, 1.749936779909464, 545, 452]"
361,2.635634124,"[2.6893960716509877, 10, 2.5335393477058745, 548, 461]"
350,2.638379019,"[2.2441608787198817, 14, 1.4821925871270203, 542, 502]"
163,2.638593561,"[1.3170253614830596, 13, 1.459430266702328, 506, 489]"
178,2.64508301,"[1.2096843253741567, 15, 1.7399607234623802, 524, 451]"
320,2.645691165,"[1.516335707328743, 17, 1.9847638835996142, 546, 511]"
338,2.645882648,"[1.1202092479008139, 15, 1.1152617147849326, 549, 499]"
0,2.660292353,"[2.894466232471049, 17, 1.7273383386008772, 522, 489]"
370,2.662442811,"[1.2598475685752741, 13, 1.6429419371404577, 488, 455]"
304,2.664800003,"[2.6811473552576346, 18, 1.6972032320985573, 502, 505]"
108,2.665089498,"[1.7708699713495621, 19, 2.097018924811797, 533, 471]"
355,2.66598329,"[1.0691555146389113, 15, 2.0129611064550375, 532, 479]"
77,2.666382342,"[1.2405629163315983, 13, 2.2649781557977313, 508, 536]"
455,2.669479414,"[2.290670968867551, 18, 1.145459671368254, 547, 507]"
397,2.678361386,"[2.6576967626676122, 15, 2.364877681004084, 483, 461]"
158,2.685228848,"[2.1501719629128013, 13, 1.0012241103076234, 513, 477]"
348,2.688180401,"[1.9932585164336503, 12, 1.053565449794464, 481, 521]"
393,2.690111491,"[1.5044978866532066, 11, 1.7775184397079156, 453, 500]"
318,2.705399682,"[1.457967146538878, 13, 1.7854753182552974, 507, 464]"
9,2.706411517,"[2.649875426087813, 19, 1.020242511451434, 493, 507]"
300,2.714136894,"[1.790547758039909, 11, 2.0374201784099952, 512, 507]"
94,2.727159069,"[2.3924778230825385, 18, 1.5987973296614375, 537, 495]"
217,2.733994981,"[2.029069776425411, 17, 1.0111051710356405, 489, 508]"
359,2.743440411,"[2.1553522281884794, 14, 2.791898650744765, 512, 462]"
439,2.784552475,"[2.5027925745189608, 16, 1.327654354788993, 469, 459]"
479,2.785667806,"[1.6566970280529114, 19, 2.2802016394658207, 513, 504]"
429,2.786996251,"[1.441213849778939, 15, 1.7727514369293371, 519, 472]"
240,2.822712537,"[1.5458847495255799, 15, 1.518366421655534, 470, 502]"
141,2.837809111,"[2.6928287358508083, 15, 1.297629982823851, 530, 489]"
283,2.840277967,"[2.728678611518902, 16, 1.9806779352718504, 516, 531]"
482,2.85151081,"[2.862228675768487, 16, 1.8038995501200283, 478, 478]"
227,2.853010902,"[1.643822214326165, 13, 1.2075447666299697, 469, 482]"
289,2.853431083,"[2.8437642968063885, 18, 1.0491784432229088, 518, 486]"
316,2.855714902,"[1.9520194364389123, 16, 2.1067610776594483, 503, 491]"
41,2.859793638,"[2.4893449427712335, 17, 1.6116982686730035, 545, 499]"
233,2.859930242,"[2.066211592122021, 13, 1.0196239540216732, 532, 473]"
314,2.861022863,"[1.9969033140001355, 12, 1.7775714850070332, 477, 484]"
386,2.865427191,"[2.9312790652212235, 18, 2.900708331453195, 504, 469]"
39,2.868794449,"[1.009330899297477, 17, 1.840115828140772, 470, 499]"
258,2.870588971,"[2.81188681505302, 11, 1.3655698412153683, 470, 464]"
124,2.878544792,"[1.1027963473915663, 11, 2.3588760651839618, 480, 451]"
225,2.910777543,"[1.8830633244901946, 13, 1.0249234602643849, 543, 539]"
87,2.922997305,"[1.0608347224801427, 14, 1.7784299359658757, 483, 509]"
332,2.930104036,"[1.9815509803576992, 19, 1.7872488273762257, 531, 505]"
155,2.957796753,"[1.2848529710820118, 11, 1.6513985188268911, 466, 499]"
194,2.96247462,"[2.0255969902027506, 13, 2.1473726465782947, 465, 473]"
164,2.969753207,"[1.4420778988170029, 19, 1.8576514701882574, 454, 549]"
321,2.977288511,"[2.0732151287253897, 11, 1.8032828057369619, 506, 533]"
305,2.980497974,"[1.1644760894669035, 16, 1.1155509979386038, 461, 470]"
301,3.001037221,"[1.5410471370077574, 19, 1.1923411719296226, 531, 510]"
226,3.013567522,"[2.349985411958187, 15, 2.302597238283387, 500, 519]"
13,3.015303314,"[2.6279336494743384, 19, 1.5539057605960034, 528, 487]"
31,3.025740855,"[2.9891891277428204, 12, 2.9131411839238623, 526, 549]"
110,3.035680249,"[1.5910697016516568, 11, 1.4118232273649522, 520, 549]"
26,3.037882951,"[2.6114799184845694, 12, 2.261034836495063, 492, 486]"
325,3.050602973,"[1.4263907888459912, 19, 1.7782446557400924, 532, 480]"
411,3.053404888,"[1.2122221165740934, 13, 2.0629818232616675, 515, 527]"
65,3.05380605,"[1.677089880532265, 18, 2.2052820754187126, 506, 532]"
21,3.054856063,"[1.4914754581976397, 15, 1.2417876730171051, 462, 535]"
221,3.056682301,"[2.4666534346295137, 19, 1.369579006282334, 465, 455]"
495,3.06975966,"[2.428828757419433, 12, 2.241628969703922, 501, 453]"
34,3.073460289,"[1.486839087597572, 11, 1.6597287475209606, 463, 535]"
236,3.078923114,"[1.9159562990225028, 17, 2.4433927082248994, 510, 471]"
187,3.080491352,"[1.173029955457627, 19, 2.0674508610856868, 527, 537]"
19,3.085397694,"[2.88129267356482, 19, 1.573215921733464, 531, 457]"
90,3.085515408,"[1.6653674934512646, 17, 1.75174102389879, 480, 533]"
272,3.089026049,"[1.4509250678504833, 17, 2.0763939611517785, 488, 511]"
184,3.091293325,"[1.3769951709248183, 10, 1.1105134633579508, 507, 507]"
235,3.102377439,"[1.0370817964937664, 14, 1.8713736198820818, 462, 512]"
260,3.114034513,"[1.5543559369701119, 16, 1.6570317169781856, 464, 465]"
169,3.11582594,"[1.0115936751096806, 16, 2.812834157835183, 538, 480]"
83,3.116525778,"[2.7258020374847454, 11, 2.3524413654909897, 476, 504]"
299,3.119156875,"[2.3411267261248088, 19, 1.5235536294194811, 509, 544]"
113,3.119371738,"[1.0590619242542518, 13, 1.5337993467397983, 493, 534]"
119,3.146712982,"[1.7746792433590872, 19, 1.6700203616039078, 488, 504]"
62,3.147122184,"[1.041141374822382, 15, 1.7556093200465863, 509, 514]"
290,3.155699334,"[2.7262905762679415, 14, 1.6791120868005014, 462, 476]"
49,3.159978554,"[1.1466370426656172, 19, 1.016178120170661, 530, 483]"
475,3.160953382,"[1.1124805953118562, 17, 1.9193978374905754, 545, 472]"
153,3.166890958,"[2.9560998377786776, 11, 2.171624968683718, 477, 544]"
117,3.172497603,"[1.2747974443372854, 19, 1.2349584276599628, 532, 494]"
130,3.195066595,"[1.6018921339955723, 15, 2.4155331604853574, 461, 473]"
218,3.197525005,"[1.1012483994940605, 19, 1.497319831467971, 511, 484]"
435,3.2405735,"[1.4663920501190542, 12, 1.3266512188171649, 496, 465]"
111,3.240748057,"[2.6693467742257564, 13, 2.700371591039225, 538, 485]"
254,3.244395712,"[1.5906818981330404, 14, 2.6908411701069896, 524, 532]"
266,3.246705547,"[1.050751457048127, 16, 2.739810538636358, 524, 493]"
402,3.252398898,"[2.503182115161792, 10, 2.84317233368833, 463, 501]"
395,3.255707071,"[1.7034128696763045, 18, 1.3526358850769686, 478, 453]"
202,3.258358352,"[1.2341277743243333, 19, 1.1963939371329066, 457, 493]"
128,3.267895205,"[2.1263563683687408, 18, 2.678837441151936, 528, 463]"
293,3.320637021,"[1.0855604921514341, 16, 2.2715702587094717, 519, 548]"
333,3.324864321,"[2.9885865497829016, 18, 1.6901277902522724, 538, 471]"
93,3.326634697,"[1.7887082649315078, 14, 2.4054670891159606, 479, 545]"
238,3.32866049,"[1.0937165732625354, 11, 1.8426646115415233, 490, 503]"
237,3.32990752,"[2.758988307524206, 10, 2.9759103922358903, 544, 503]"
452,3.342181802,"[1.8201215830030697, 12, 2.0827419368817988, 528, 462]"
322,3.342815687,"[1.4599629332892716, 11, 1.5889718982377086, 526, 532]"
179,3.377873223,"[1.2866318555784504, 12, 1.0166726299106754, 487, 471]"
24,3.384050287,"[1.0925693161728451, 15, 1.3240525218889359, 488, 460]"
437,3.393675595,"[2.630830386190354, 18, 2.4120754238486377, 538, 521]"
200,3.397135894,"[2.236689293044482, 17, 2.541393076662597, 550, 537]"
174,3.432718804,"[2.6323240524058056, 17, 1.050296222390054, 478, 487]"
493,3.441230055,"[1.0711045522948024, 11, 1.1044050431375882, 517, 460]"
286,3.448634749,"[1.171634217183679, 15, 1.621915363486751, 550, 539]"
140,3.453063117,"[1.6486431657433016, 20, 1.773619940042349, 503, 485]"
273,3.456426503,"[1.6942256435802014, 17, 2.56119104809631, 474, 517]"
416,3.464786177,"[2.4958375336738143, 11, 2.617293186853293, 484, 462]"
369,3.473917729,"[2.49529596556596, 18, 1.5949227831860928, 515, 534]"
81,3.502520416,"[1.1023938531435022, 14, 2.382211847804061, 455, 476]"
469,3.505087723,"[1.3193494590542525, 13, 1.3909501717717112, 506, 541]"
357,3.508571721,"[1.786469529279435, 17, 1.6466091772801104, 476, 510]"
185,3.51522806,"[1.9863736866056776, 19, 2.0442078838126556, 482, 458]"
456,3.521340788,"[2.2327549998320957, 14, 1.1698682515845527, 457, 505]"
71,3.535678076,"[1.4063968605168164, 11, 1.055306080603356, 516, 542]"
175,3.536629695,"[1.2591479615566954, 13, 2.7655401154107007, 541, 455]"
292,3.543117239,"[1.7414313754225086, 19, 1.0943058050803132, 503, 467]"
210,3.568110276,"[2.223213544921895, 20, 2.048388525217713, 474, 521]"
245,3.570666614,"[1.0658678337946768, 13, 2.7001394588799164, 458, 458]"
465,3.571906389,"[1.8725144945991614, 17, 2.839118361697332, 510, 465]"
372,3.578684998,"[1.8499912713483513, 17, 1.0291739101540163, 457, 481]"
347,3.585137507,"[1.2236564035191453, 12, 1.2313054625310988, 505, 527]"
257,3.598839175,"[1.986053970865703, 19, 1.4343910536124365, 464, 486]"
392,3.599831164,"[2.7236875325848535, 16, 1.6365374003543178, 503, 514]"
403,3.60939381,"[1.10715131546431, 15, 1.3313825268768655, 549, 521]"
341,3.618455144,"[1.0183408220951367, 11, 1.7603232269952718, 518, 512]"
354,3.631720749,"[1.126144903541473, 19, 1.601017744938988, 469, 544]"
309,3.636335075,"[1.5316615000937532, 10, 1.0972159363059844, 535, 547]"
67,3.663399058,"[1.2316849820401983, 17, 1.6842885115527775, 548, 507]"
173,3.663957168,"[1.212437082636485, 16, 2.775441278203316, 529, 458]"
410,3.687703034,"[1.0875489592906562, 15, 1.8174143167960841, 499, 472]"
453,3.711915442,"[2.0476462059659997, 19, 1.9069972816438818, 477, 485]"
189,3.714612639,"[2.7940600189770493, 19, 1.6946945134109317, 503, 463]"
