,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
378,1.433566738,"[2.294565173430562, 12, 2.122165824555331, 461, 512]"
3,1.434243052,"[1.3684244607260942, 16, 2.2235178843882792, 461, 482]"
366,1.466808231,"[1.682572209669515, 16, 1.831251947247524, 531, 538]"
355,1.471067704,"[1.8974938867214708, 15, 1.3215547812606412, 459, 474]"
244,1.478628917,"[2.6187471253818866, 11, 1.552626803357021, 514, 451]"
344,1.4912647,"[1.8262545341917953, 13, 1.5769282955153794, 463, 465]"
402,1.501022667,"[2.5066284984686744, 14, 1.1569081073511187, 526, 453]"
299,1.509152662,"[1.3571258828223312, 11, 1.7678193236949853, 461, 503]"
421,1.559426809,"[2.776577906850126, 14, 1.2856281697985306, 517, 463]"
52,1.565213063,"[2.0833776865455915, 13, 2.293848712118419, 504, 535]"
101,1.567405049,"[2.2521377516945185, 15, 2.2010092161716788, 499, 463]"
428,1.569292371,"[2.9351831243837787, 12, 1.6550037288544543, 516, 516]"
277,1.575650064,"[1.7157412821060447, 11, 1.5401608132929523, 520, 490]"
147,1.588765937,"[1.4109721704706648, 15, 2.019900743934685, 473, 500]"
4,1.590539422,"[1.5354253186121842, 12, 1.5240104437028599, 505, 548]"
425,1.592716837,"[2.259144895317697, 16, 1.1883951180123762, 473, 546]"
485,1.595965496,"[1.7990107087565914, 19, 1.543476120267473, 526, 452]"
403,1.604216175,"[2.3082978504806357, 12, 1.0187065018658974, 505, 507]"
319,1.605968973,"[2.1901093819977486, 10, 2.1682232234622587, 485, 467]"
337,1.607380119,"[2.0316528857835547, 13, 1.0578530722871866, 475, 526]"
339,1.614772235,"[1.7260747513843984, 12, 1.9545988201785025, 539, 485]"
231,1.615232585,"[2.9046680972490937, 12, 1.9412597127840028, 546, 482]"
482,1.625670522,"[1.5550982999952967, 14, 1.6050336193668997, 472, 454]"
104,1.626125877,"[1.9792171207281513, 19, 1.82473593506523, 482, 491]"
495,1.630843738,"[2.3617241540190648, 13, 1.4936730290400373, 520, 518]"
96,1.639032312,"[1.9968442861881421, 11, 2.7233237115077333, 465, 473]"
143,1.639388699,"[2.67026508383245, 17, 1.4564356442389883, 500, 509]"
79,1.645846494,"[2.0913674328734673, 12, 1.8948296503228486, 549, 461]"
389,1.649277954,"[1.193153914759332, 13, 2.288641868779453, 451, 510]"
216,1.656973919,"[1.6484480355139373, 14, 2.3198814024522103, 489, 523]"
250,1.677528,"[1.8756694152568196, 14, 1.6001380843468134, 464, 513]"
135,1.689913623,"[2.7146489298720704, 14, 2.1956636911091083, 524, 505]"
437,1.699375313,"[1.812231042428392, 13, 2.0113321413539884, 460, 496]"
354,1.707148685,"[2.76600325732458, 10, 2.55596226692572, 519, 462]"
258,1.712474787,"[2.6922443468009876, 10, 1.9826805663213407, 500, 530]"
185,1.717944788,"[1.524350732311634, 20, 2.209211510135428, 496, 458]"
6,1.741278226,"[1.4782465758177743, 11, 1.8180747522625695, 458, 545]"
329,1.743628263,"[2.4008904769295225, 10, 2.24748792516895, 527, 477]"
386,1.743861207,"[2.57413669950452, 14, 1.1726115427719337, 502, 547]"
121,1.749067852,"[1.2647185892061792, 13, 2.3238702113287797, 455, 545]"
54,1.770350043,"[1.7269773939516084, 15, 1.783172087494309, 489, 478]"
230,1.770374478,"[2.0344422794565684, 13, 1.3432386517851875, 461, 525]"
483,1.776401651,"[2.9887323937310373, 13, 1.9302374668913056, 484, 493]"
459,1.795593647,"[1.873327097019032, 18, 1.7114170888800633, 547, 528]"
44,1.799203832,"[2.735935463480522, 11, 2.8812700451458837, 528, 531]"
260,1.802873134,"[2.4890644888911835, 17, 1.9043717061322418, 463, 546]"
376,1.805576081,"[2.4446773213672586, 13, 2.4437329791851417, 505, 491]"
11,1.81783479,"[1.8508894774462097, 15, 1.630306416400031, 504, 512]"
50,1.828275015,"[1.6211317224078279, 15, 1.419272289336019, 457, 460]"
394,1.832544269,"[1.8927118931302696, 12, 1.6396011065838154, 485, 477]"
498,1.842961143,"[2.094199994188023, 14, 2.2598682691133893, 487, 455]"
15,1.84881528,"[1.8020140305039551, 20, 1.0081203070609812, 530, 472]"
212,1.84958438,"[1.5603812647636577, 15, 2.2911434099567165, 467, 519]"
274,1.855301945,"[2.0269727413102956, 20, 1.4714717835339872, 530, 493]"
149,1.867159043,"[1.205929997715398, 18, 1.5347775309123617, 515, 491]"
447,1.873523086,"[1.8879210083745441, 13, 2.459741486531867, 509, 463]"
106,1.87730972,"[1.346037740886504, 15, 1.9484620494587146, 457, 539]"
59,1.897498661,"[2.1342381368619403, 17, 1.3964192861758544, 515, 502]"
130,1.91867658,"[2.9395444161446074, 11, 2.6123700038853643, 532, 535]"
232,1.922276437,"[1.631985891631504, 12, 1.9389797236786714, 480, 480]"
379,1.922745034,"[2.852397804344696, 13, 1.1996691757857643, 510, 473]"
496,1.924514257,"[1.7960373835525651, 15, 1.3570860508646718, 538, 523]"
259,1.926015693,"[1.9965318137944188, 20, 1.5861989178906644, 472, 528]"
251,1.931799424,"[1.6363944764545502, 19, 1.9069956264733556, 538, 476]"
2,1.934587486,"[2.5087208614929257, 14, 2.6754744575790728, 536, 515]"
351,1.935156214,"[1.5723600970020555, 19, 2.1488157750667503, 519, 529]"
220,1.941676744,"[2.9934524853072424, 14, 2.010866671850831, 509, 456]"
477,1.947895622,"[2.5826178840446032, 10, 2.7389736341212565, 543, 483]"
63,1.954811585,"[2.819118962787079, 12, 1.4449802412003665, 521, 467]"
451,1.957257974,"[1.6487756237760025, 19, 1.8916591899764899, 515, 455]"
431,1.958382473,"[2.2742271947844315, 18, 1.1659121787129125, 534, 532]"
238,1.961225303,"[1.1551203400208059, 18, 1.6945940027184765, 512, 508]"
26,1.961796138,"[2.8745188994792326, 16, 1.1915833653504282, 495, 492]"
34,1.966090237,"[2.234061585672813, 15, 1.3809642142213008, 548, 522]"
404,1.98175641,"[2.424642074868649, 13, 1.1897975241777108, 516, 509]"
257,1.985436189,"[2.4502916911943684, 14, 1.657082706629489, 457, 461]"
275,1.996532716,"[1.8405388071983104, 12, 1.741221559891267, 509, 508]"
440,2.00043513,"[2.241150972352389, 18, 2.1532307106789874, 455, 514]"
108,2.010977495,"[2.2200206146412436, 19, 1.4956132673975455, 499, 526]"
139,2.015010112,"[2.7774503774210064, 12, 2.3070551873548832, 476, 528]"
356,2.033743905,"[1.1450596396781376, 15, 2.4421685888510476, 514, 511]"
254,2.044529152,"[1.0643231704527605, 19, 2.4312198943291436, 468, 511]"
245,2.050599037,"[1.469395920680745, 12, 2.275651796421683, 530, 499]"
467,2.061071575,"[1.8429599596058226, 20, 1.6794041093881846, 519, 468]"
377,2.062235034,"[2.357614694929244, 11, 2.7040175894942133, 524, 490]"
189,2.08633266,"[2.0918625714355374, 14, 2.440856131882846, 493, 541]"
152,2.09493752,"[2.471469135644277, 18, 1.4795854235103878, 476, 495]"
289,2.108689116,"[1.2780194286239561, 20, 2.268133588042235, 462, 535]"
164,2.109382987,"[1.7398655840131938, 13, 1.2668093631685706, 491, 527]"
464,2.109401743,"[2.532333934201456, 16, 1.2936898349578005, 532, 531]"
22,2.115995614,"[2.769482900247624, 13, 1.3838933293284361, 534, 531]"
487,2.120820666,"[1.9965744774028438, 11, 1.617340715813822, 495, 530]"
401,2.128717329,"[1.6806661952510082, 19, 2.139912484576233, 532, 456]"
328,2.133289243,"[1.9983291010914237, 18, 1.0797803344974182, 509, 482]"
253,2.141889466,"[1.747762919852164, 11, 2.1343643596798456, 470, 524]"
13,2.145921073,"[2.1750679816859657, 10, 2.66621591123743, 522, 492]"
182,2.148659666,"[2.504282947427227, 11, 2.677696903405745, 469, 488]"
454,2.16313425,"[1.5205439475536329, 18, 1.085259183987907, 515, 518]"
296,2.16366552,"[1.6128378781559856, 10, 2.4185858275521768, 474, 514]"
133,2.164637842,"[1.477146932353818, 13, 1.5019577648636857, 500, 550]"
290,2.16536286,"[2.769164095285373, 18, 2.111311272551153, 502, 453]"
423,2.168816282,"[1.4958163615941902, 13, 1.564064519819003, 485, 530]"
494,2.169360497,"[2.4385907627959957, 17, 1.01537887990557, 523, 458]"
334,2.170773522,"[1.6450882760516135, 15, 1.899756394415133, 454, 483]"
213,2.179106126,"[1.7174847350805265, 17, 1.319611566879331, 546, 492]"
486,2.192904327,"[1.7655362232419012, 13, 2.146082972570012, 476, 493]"
279,2.195842769,"[2.5599168254774627, 13, 1.4426634679439663, 538, 459]"
84,2.201169013,"[1.3141385982669622, 16, 1.8988515362835976, 544, 538]"
12,2.20370012,"[2.902613083283038, 19, 1.6985284068402997, 501, 458]"
281,2.208414393,"[2.178608874088325, 11, 2.3131590340995962, 503, 495]"
479,2.211742542,"[1.8239419468280629, 16, 2.3155584083858125, 501, 507]"
55,2.215609304,"[1.5483070917348631, 13, 1.1292240739848252, 463, 457]"
111,2.222287139,"[2.708686315371203, 14, 2.0942192052278132, 462, 460]"
119,2.22878477,"[2.3845724544499043, 20, 1.173638485899726, 474, 486]"
80,2.231414926,"[2.3092743703542324, 11, 2.193120388326755, 521, 519]"
349,2.234243167,"[1.919842187066457, 19, 1.0909176912392715, 534, 508]"
235,2.235892987,"[1.665212906386094, 16, 1.4937931829343487, 476, 525]"
46,2.237279131,"[2.1240875880120322, 17, 1.5772989905842798, 547, 468]"
264,2.237969835,"[1.8488987273692354, 11, 2.546406327800329, 474, 533]"
20,2.242725048,"[1.0703500754181907, 12, 2.421515533236876, 505, 534]"
470,2.243282219,"[2.8360425707400845, 16, 1.0831725416865505, 496, 499]"
312,2.24430584,"[1.3986164473851486, 12, 1.6450069213039153, 461, 461]"
83,2.251481048,"[1.4868929321619433, 16, 1.304633069331335, 504, 489]"
278,2.255056954,"[2.325908138920889, 10, 1.2656490385348484, 479, 463]"
141,2.263631953,"[1.1991153700805661, 17, 1.3529906441951394, 544, 507]"
204,2.266864462,"[1.5358651383183588, 10, 1.608941793168011, 493, 450]"
243,2.269884411,"[2.6673318925535883, 16, 2.4731191309344682, 498, 500]"
91,2.272067775,"[1.7562680841315832, 13, 1.3770576130638617, 511, 474]"
340,2.276632909,"[2.732879919933059, 17, 1.6114352322296335, 472, 493]"
444,2.283311184,"[1.1570527159064827, 12, 1.9997796313216865, 500, 467]"
442,2.301439272,"[2.0677255325760076, 19, 1.8867882577862043, 498, 467]"
197,2.301773096,"[2.61445718737255, 17, 1.2585264514157808, 529, 523]"
131,2.302347713,"[2.141102152364633, 11, 1.3429559654995733, 513, 502]"
416,2.302818651,"[2.3154458363646873, 13, 2.5011079382585324, 502, 549]"
297,2.306017017,"[2.579672769211289, 19, 2.2953890785691478, 490, 487]"
298,2.306243566,"[2.2054857599728637, 18, 1.3758476654948302, 530, 471]"
420,2.306570926,"[2.688242266671064, 16, 2.3127105678825823, 531, 477]"
23,2.306921085,"[2.464719997272717, 11, 1.4268712866078284, 525, 461]"
276,2.308980117,"[1.449410549851116, 12, 1.4697574743827242, 470, 498]"
223,2.313091709,"[1.2978891176074852, 14, 1.9345401634421446, 510, 515]"
287,2.317140063,"[2.33919804760621, 14, 1.0144068767570038, 513, 494]"
247,2.324311458,"[1.6822333728002499, 13, 1.9452526834295458, 453, 463]"
33,2.327607105,"[1.6707451197758525, 17, 2.3769914270099504, 450, 464]"
125,2.339467241,"[1.844666660724081, 14, 1.5464640055312389, 538, 520]"
369,2.345796794,"[1.352618802853219, 12, 1.056402919117059, 455, 477]"
81,2.35061242,"[2.2565666929263335, 18, 1.1906583979348133, 542, 523]"
292,2.352045339,"[1.8074774260874853, 17, 1.9404044231621005, 486, 473]"
242,2.368147151,"[2.3375450892607987, 14, 1.9989503174277279, 467, 488]"
1,2.390121398,"[2.048659120688528, 10, 1.6429124932183319, 468, 461]"
156,2.396736605,"[1.4406084564368018, 13, 1.5249156571404923, 534, 550]"
323,2.408387388,"[1.807511944601132, 12, 1.6840499728126286, 511, 512]"
430,2.409475212,"[1.8241683611244408, 12, 2.2745466607349787, 520, 523]"
9,2.416957048,"[1.9407432722775748, 10, 1.9357482449739414, 475, 548]"
435,2.420291891,"[1.252903744122345, 19, 1.4514052875735972, 483, 478]"
272,2.421488733,"[2.4196700936576976, 14, 2.2153284894317267, 505, 509]"
87,2.438190718,"[1.9040436527852072, 12, 1.3287245987196479, 539, 539]"
103,2.439243483,"[2.459207516550909, 18, 1.0400512199084109, 529, 537]"
332,2.450960847,"[2.416753633258641, 19, 2.303179163448852, 503, 527]"
39,2.453297321,"[1.9706277508446213, 13, 1.5306391766674952, 494, 480]"
228,2.453486328,"[2.8311063815731004, 16, 1.0153131224969758, 547, 456]"
452,2.456427068,"[2.359247302762345, 17, 1.5213640986926786, 454, 541]"
65,2.467450412,"[1.7119869195749118, 14, 1.7499857673114119, 472, 544]"
206,2.469424326,"[2.0150362705491314, 12, 1.2266673940059403, 527, 452]"
309,2.470116062,"[2.5073188142542553, 10, 1.6405875317886767, 504, 484]"
434,2.474920727,"[1.9551475504886169, 10, 1.081425582734235, 509, 488]"
203,2.477172579,"[1.7983063620494961, 13, 2.3602542969277325, 495, 529]"
16,2.479469338,"[2.2996575480998875, 15, 1.628426676774981, 497, 478]"
77,2.486664363,"[1.6818083435391888, 13, 2.0045698092313824, 507, 522]"
89,2.489005252,"[1.8132299470072393, 15, 2.3578760521902176, 456, 529]"
441,2.492846941,"[1.8160784249956057, 13, 1.9101005831550568, 455, 484]"
49,2.501254454,"[1.2779075804351196, 19, 1.6128381499133595, 529, 489]"
405,2.503277918,"[1.9660401501597533, 20, 2.3751056587302433, 511, 515]"
215,2.51272126,"[1.0485678939688785, 17, 1.7381274122947201, 468, 468]"
306,2.532497134,"[2.948650385289482, 15, 1.0922614858615216, 456, 537]"
343,2.534759026,"[1.9627736914360934, 16, 1.365221270195806, 504, 472]"
109,2.535175231,"[1.4339352168057942, 15, 1.3114574581341905, 452, 520]"
412,2.535915182,"[1.9356994721091028, 17, 1.7812273976804915, 468, 547]"
439,2.538160197,"[2.4370082441591467, 19, 2.0702289937022655, 502, 533]"
362,2.539396627,"[2.290215444955634, 15, 2.669716366555212, 512, 465]"
302,2.544019156,"[1.7150226753130529, 20, 1.6757768273042704, 487, 470]"
198,2.551284761,"[2.3292372161055206, 12, 2.3925656642303186, 500, 490]"
134,2.554820978,"[1.4804396706954956, 17, 1.18189009632142, 458, 514]"
178,2.559616145,"[1.6521493358111687, 13, 1.8052525825384744, 538, 533]"
336,2.578896702,"[1.841400302125499, 16, 1.5006422404535833, 542, 525]"
194,2.584197349,"[2.402750263808419, 14, 1.2802514645348548, 530, 472]"
38,2.591102162,"[2.126663180525191, 16, 1.228121032853925, 524, 528]"
144,2.593631541,"[1.8302934295215054, 17, 1.0313797411171877, 466, 476]"
455,2.594451568,"[2.0392514417055434, 10, 1.0621158060497127, 511, 452]"
179,2.608721479,"[1.3314589373526124, 12, 1.4111893491568726, 478, 459]"
398,2.619552652,"[1.8235512078741773, 14, 2.4427345229054187, 528, 490]"
267,2.627888078,"[2.9608598660587946, 10, 2.5746416067199793, 474, 521]"
491,2.638537577,"[1.9525950730836394, 16, 2.7848904528736362, 540, 531]"
71,2.641548775,"[2.81868222196108, 13, 2.28583993010287, 456, 465]"
10,2.641936467,"[2.1359683562276173, 14, 2.506502262720523, 470, 458]"
157,2.646153601,"[1.2427860723691497, 17, 1.6612189899515362, 486, 514]"
165,2.650636111,"[2.6345042371507645, 18, 1.637895402134348, 453, 507]"
219,2.685699641,"[1.9801771843252352, 10, 1.1040575538247477, 498, 483]"
414,2.693286947,"[2.7633652966140074, 15, 1.9008539934551552, 460, 519]"
100,2.697592469,"[1.8241534135013944, 11, 1.06351812666321, 502, 541]"
47,2.698936607,"[2.502568790556932, 19, 1.8116536068339288, 454, 524]"
162,2.700592049,"[2.833405420244291, 18, 1.5457909725581391, 466, 487]"
484,2.710574114,"[1.6897781386399409, 12, 1.5575984711641464, 513, 488]"
246,2.71126747,"[1.7645546882446108, 15, 1.2872858975043737, 456, 549]"
110,2.712971399,"[2.1745728193896015, 10, 1.7682000775357063, 527, 470]"
345,2.715184838,"[1.4323965493966004, 11, 1.5296639513537968, 541, 465]"
28,2.730800045,"[1.5063789646826455, 17, 1.3270628202146106, 475, 528]"
466,2.731166764,"[1.100538107644931, 16, 2.1436513653069142, 494, 481]"
136,2.744667004,"[1.8144684066210586, 12, 1.1620533088548957, 525, 482]"
27,2.75245648,"[1.1264345311955344, 14, 2.365097027078706, 490, 480]"
208,2.766739257,"[2.291356171391961, 10, 2.7718076367575786, 477, 476]"
273,2.788845605,"[1.816986490141875, 19, 1.349059770338703, 485, 550]"
99,2.794895822,"[2.0253748416707564, 12, 1.7429396316844827, 532, 455]"
53,2.795107507,"[2.4469159722109786, 19, 1.7298359759670472, 465, 504]"
181,2.799834841,"[2.1417154268802885, 17, 1.35549620776705, 526, 464]"
107,2.805845614,"[1.8651380860365134, 18, 1.609059998278315, 486, 471]"
284,2.807141445,"[1.8633748158951557, 12, 1.1306715126263698, 453, 536]"
126,2.809285415,"[1.5239156356842165, 16, 1.010635694644633, 475, 506]"
353,2.814493245,"[1.7675606144109648, 20, 1.0160683118757194, 491, 542]"
229,2.814694209,"[2.1212785969540313, 12, 1.1423630290845834, 533, 537]"
367,2.824595875,"[1.898809443927999, 14, 1.281810690866694, 491, 506]"
188,2.828460408,"[1.390685288512917, 16, 1.0080043029883277, 485, 547]"
497,2.830415883,"[1.8368909240620623, 14, 2.2411521561896075, 454, 455]"
283,2.830909214,"[1.3999020213420166, 12, 1.2015678365406022, 547, 546]"
132,2.833481812,"[1.0295343590207264, 17, 1.2211347103786105, 517, 489]"
346,2.867636332,"[1.7961287584274768, 16, 2.593929278419342, 533, 464]"
380,2.868387255,"[1.0077843330958502, 15, 1.7355922777735269, 505, 460]"
304,2.870684867,"[2.664621985106397, 17, 1.4906394995824002, 474, 494]"
102,2.8795145,"[1.30607676169117, 16, 1.6803953954045352, 549, 474]"
357,2.881176161,"[1.3371573945137405, 12, 1.5796457728281732, 463, 532]"
225,2.884215658,"[1.8378845387740976, 11, 2.855939316217637, 455, 541]"
115,2.892131532,"[1.8044804831284993, 15, 1.3666405566643565, 466, 480]"
160,2.897548147,"[2.1893112294055914, 10, 1.0753477717921138, 506, 494]"
311,2.901512783,"[2.1829808866518223, 15, 2.2555729378238434, 509, 475]"
285,2.903117918,"[2.497757102695199, 12, 1.0328505555523255, 486, 538]"
325,2.910852274,"[1.6303742117252549, 12, 1.142219315165729, 477, 512]"
358,2.930862039,"[2.52854919714692, 11, 2.693692142028155, 465, 460]"
424,2.939315601,"[1.9648137119192972, 20, 2.104139298433572, 495, 522]"
142,2.939625832,"[2.101593767045466, 10, 2.5706143931219527, 510, 460]"
93,2.958202163,"[1.9163014381073238, 17, 1.4092315227314374, 536, 469]"
330,2.962955543,"[2.9367485789366894, 11, 2.5980303529838276, 522, 459]"
45,2.968656385,"[2.940602709200996, 15, 1.1486186925360233, 497, 495]"
175,2.972539277,"[2.695933502403376, 12, 2.8422428726484044, 467, 492]"
301,2.973329967,"[2.3622731610032988, 15, 2.659943603631544, 492, 541]"
492,2.980988642,"[1.4103973355277657, 10, 1.6958600295564072, 511, 481]"
199,2.986590588,"[1.0621188093422267, 20, 1.0799472671874066, 530, 549]"
222,3.000384107,"[2.5104174239975685, 10, 2.596609031514003, 548, 497]"
303,3.000661659,"[2.778595587532341, 15, 1.0345567401938678, 471, 465]"
5,3.001703848,"[2.7235514166037653, 12, 2.451118114314453, 539, 519]"
338,3.011749366,"[1.5916024820901793, 17, 1.409261203519018, 507, 486]"
117,3.012931121,"[1.63231054341535, 13, 2.4089354152089872, 506, 468]"
14,3.012965161,"[1.0179606006298678, 11, 1.4308221982042357, 472, 532]"
443,3.036530529,"[1.7428796526617423, 11, 2.1850167812450043, 459, 469]"
372,3.041980234,"[1.1764665639211498, 18, 1.375014740196462, 524, 533]"
352,3.044657993,"[1.6629045574501493, 13, 2.8573599850679523, 490, 479]"
72,3.049539267,"[1.4345840968449326, 16, 1.0767583673708938, 473, 487]"
310,3.057244438,"[2.929570456714877, 11, 1.9536105992901096, 475, 505]"
166,3.059237613,"[2.437049499319662, 19, 1.0100213899733466, 538, 528]"
499,3.064808263,"[2.922342209647021, 18, 1.1249074140555821, 531, 509]"
489,3.06914012,"[2.0271300712831835, 12, 2.5441268516282265, 526, 511]"
410,3.077911849,"[2.9216978385984307, 16, 1.615592964832064, 526, 530]"
221,3.083918533,"[2.8693865468286255, 18, 1.5645849154799292, 525, 480]"
97,3.09164529,"[1.16072512510121, 14, 1.490129478753595, 523, 536]"
17,3.103652402,"[1.2215196505170987, 13, 1.5313384472878382, 479, 455]"
190,3.117432135,"[2.4799650021927286, 15, 1.9667280524797701, 512, 498]"
90,3.123267922,"[2.5074515068556105, 17, 2.8356530044084653, 485, 460]"
211,3.133190394,"[2.652079738841502, 17, 1.7615027878796659, 504, 500]"
169,3.133510294,"[2.0555367386183985, 18, 2.0896611066329074, 515, 533]"
150,3.142281361,"[2.8030293066422445, 11, 1.1313870775391577, 499, 470]"
163,3.146951199,"[2.790790379007456, 12, 2.404423874309453, 520, 491]"
240,3.151257362,"[1.0909318974707551, 19, 1.2072372496911141, 456, 527]"
168,3.163368172,"[1.4782253663539549, 13, 1.1941961999670834, 523, 490]"
293,3.166794941,"[2.338356651360079, 16, 1.0536228196308677, 451, 527]"
446,3.169300388,"[1.3747547128919413, 17, 1.9898113135997935, 461, 525]"
409,3.18037667,"[2.0476749234230165, 11, 1.1942634524348428, 526, 535]"
413,3.194605539,"[2.2726313897463113, 10, 1.2387628326493105, 469, 548]"
146,3.202416256,"[1.7049491869334759, 11, 1.9866408091328647, 465, 479]"
32,3.203479825,"[1.5440915097015946, 15, 1.8033066216825262, 511, 477]"
436,3.214831591,"[2.3047399903002193, 11, 1.7140386739824875, 531, 533]"
209,3.220873834,"[2.3210302658716433, 16, 2.5606214640981353, 467, 527]"
445,3.224168618,"[1.473381011061146, 11, 1.2874994161497098, 462, 487]"
370,3.240975914,"[1.6916909449362705, 11, 1.0860816427831703, 522, 535]"
375,3.269201606,"[1.3015059437219805, 10, 1.3281162980792227, 480, 539]"
300,3.280888976,"[1.2453809404724054, 11, 2.3746020340659357, 465, 457]"
192,3.302873219,"[1.014489952312169, 19, 1.2667137095252077, 481, 467]"
193,3.308810171,"[1.481300218471882, 19, 1.3044764559059496, 456, 507]"
308,3.321487009,"[1.2290952359912792, 14, 2.533932029251228, 540, 532]"
282,3.324137796,"[1.1998916821093497, 13, 1.7696690432252433, 496, 494]"
37,3.325296156,"[1.555268291898599, 11, 1.393643426992973, 524, 476]"
30,3.346930468,"[1.535006581703923, 12, 2.4069821521640593, 456, 461]"
432,3.351930374,"[1.0565031208476767, 19, 1.0512807992695972, 491, 497]"
113,3.380321291,"[2.1632291372263825, 13, 2.4931572709615093, 530, 538]"
236,3.381163498,"[2.3167738548411654, 19, 2.528574378102709, 547, 461]"
256,3.383950791,"[1.1423200523401276, 15, 2.2187961303657877, 494, 477]"
373,3.385507986,"[2.1798764308951997, 14, 2.113013434183496, 533, 484]"
448,3.387906989,"[2.7636589381207117, 15, 2.423518995357356, 534, 533]"
417,3.388328611,"[1.6133422855357002, 19, 1.645614535706652, 547, 489]"
473,3.397112308,"[1.8318249830495705, 12, 2.398981497882655, 477, 527]"
88,3.409588241,"[1.0002023545316927, 18, 1.5878229505758155, 543, 531]"
75,3.42037721,"[1.9764170637718101, 15, 2.421678488755795, 500, 481]"
396,3.430865458,"[1.1608843407807439, 11, 2.584573805525163, 535, 517]"
450,3.436530034,"[2.257667055774431, 13, 1.8465669320297875, 523, 534]"
120,3.475977532,"[2.8169676126335004, 20, 1.867493133959093, 546, 521]"
123,3.477053443,"[2.6402800000026545, 19, 1.7140230685594333, 470, 533]"
43,3.477756321,"[1.2960690918773126, 20, 1.636916787040005, 494, 455]"
154,3.480787268,"[1.3792962475687265, 14, 1.2084174270949852, 535, 470]"
173,3.490318228,"[2.519139663797194, 16, 2.970690321542232, 519, 528]"
387,3.498092824,"[2.257238222672819, 12, 2.4290560560369143, 452, 459]"
321,3.551237817,"[1.0217838237399832, 19, 1.5814535867060129, 536, 525]"
469,3.552606107,"[1.8469820061560975, 11, 2.3584720641096637, 512, 453]"
62,3.553564854,"[2.085466801520832, 14, 2.3225872778696353, 511, 451]"
145,3.553603163,"[2.1033515983429343, 19, 1.4236501818349003, 519, 511]"
463,3.558551509,"[1.2539809121928576, 11, 1.6940632434506, 545, 504]"
407,3.593458636,"[2.6939573821100966, 16, 2.2943029144430875, 516, 522]"
191,3.627977111,"[1.016240691935832, 10, 2.7989204381125097, 511, 467]"
368,3.639996809,"[1.665790473111827, 11, 2.645014453154419, 544, 528]"
468,3.641089681,"[2.084389928560111, 16, 2.365285124980273, 479, 530]"
186,3.649263765,"[1.3985446633223182, 15, 2.1622484544602507, 478, 501]"
335,3.65233864,"[2.421170455211554, 17, 2.2909454362436192, 511, 535]"
98,3.667017611,"[2.173630600516585, 13, 1.096720746915344, 486, 494]"
333,3.725698873,"[1.5078137273276275, 12, 1.0535662800042473, 452, 520]"
241,3.736905072,"[1.421428407604581, 11, 1.4365017449916264, 533, 523]"
