,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
426,6.50239425,"[0.8208042418499284, 5, 0.5191256914153386, 12.075414172463503]"
662,6.51414425,"[0.20610600227061504, 4, 1.337148602451159, 46.97903517968211]"
27,6.532863,"[0.9604833122073647, 3, 2.5115130710969655, 37.28662226198467]"
666,6.534238,"[0.822600975711947, 3, 0.8980709557569035, 34.38167713620327]"
511,6.54364425,"[0.3003825053802206, 4, 0.6326660160622848, 36.81021090235065]"
319,6.54601925,"[0.45470119082574906, 3, 1.5669484503870352, 8.407494471750555]"
17,6.56658175,"[0.5366872302659307, 2, 2.7044276342774034, 13.296831029850118]"
705,6.56758175,"[0.7894176255196605, 5, 3.498711411206153, 20.474004080196778]"
766,6.5875505,"[0.2685857703211641, 5, 2.212524504241164, 43.98042272288312]"
441,6.60333175,"[0.957383303570968, 5, -0.39736054490557704, 23.21124978259443]"
747,6.61064425,"[0.4814285243811678, 5, 2.470762755044017, 30.63360992259004]"
122,6.6168005,"[0.6803981355796765, 4, 4.405943126072094, 20.253902784087234]"
26,6.627988,"[0.5032394833608985, 4, 1.6288864795689575, 26.221107596605904]"
35,6.63658175,"[0.1348063382423069, 5, 0.4632224434858119, 46.21111051719006]"
131,6.6398005,"[0.44850309668774774, 6, 3.3630030581189003, 25.350839330165932]"
234,6.6630505,"[0.23785480483557908, 4, 1.468258264235676, 45.58073524171654]"
757,6.67589425,"[0.31915492097697573, 4, 0.8790553772060654, 44.79485234949585]"
47,6.68533175,"[0.44476991239733144, 4, 2.399233090520767, 13.444227844327541]"
781,6.70558175,"[0.9097340985916548, 2, 0.5780985805224337, 45.33731828139088]"
971,6.721363,"[0.8147287284786706, 6, 3.362788754666435, 32.46679112243627]"
435,6.74014425,"[0.8174240545229037, 5, 4.10029507611282, 0.6577125298097455]"
342,6.75126925,"[0.5354516287280873, 3, 1.5570868664512703, 21.491384492080773]"
274,6.7669255,"[0.7619168038815557, 3, 1.2927499544767072, 4.715722170491583]"
663,6.774738,"[0.7626190831475667, 3, 1.9973983138121896, 40.33790118707407]"
811,6.80051925,"[0.8390283468275378, 6, 3.0324265238281063, 9.546905453049806]"
498,6.8101755,"[0.5150374991357305, 3, 2.2322729772021708, 11.667465430562393]"
521,6.81733175,"[0.5479271575174548, 2, 4.326321210672279, 20.11737936282929]"
344,6.8208005,"[0.976710584186299, 5, 3.377126982112909, 38.893936136109666]"
485,6.82395675,"[0.8455802251175948, 4, 4.217568850080496, 48.91569023727168]"
99,6.87801925,"[0.619487067788225, 4, 4.113339964738304, 6.835517135738935]"
365,6.880488,"[0.5975723836932002, 3, 1.7276680759132468, 31.66501374522755]"
854,6.882863,"[0.9721833217571497, 3, 3.858042699894207, 43.76241652662689]"
935,6.88758175,"[0.7659260154715161, 3, 3.5448513565802404, 0.868363987394233]"
278,6.89014425,"[0.5797987816089132, 3, 4.960640420945983, 46.14804728547547]"
213,6.89764425,"[0.16573231440880576, 5, 2.65099353508027, 15.756758844311733]"
605,6.910238,"[0.5786231755978292, 4, 2.724066907702996, 6.973782220994935]"
566,6.932363,"[0.4867655376897256, 3, 1.4421993044329335, 43.08503897442954]"
838,6.934238,"[0.8642508887090682, 3, 3.0758133704948696, 33.40476271350735]"
94,6.93495675,"[0.6282731220341151, 5, 4.035587066518782, 45.7167017325482]"
112,6.93689425,"[0.9369682997741482, 2, 0.5817901700958976, 7.290417896881653]"
908,6.9378005,"[0.3025700046350768, 4, 1.5115934803911948, 18.1172832295148]"
704,6.938363,"[0.6400358021758834, 6, 2.9210220355923915, 11.710327927034756]"
265,6.9399255,"[0.4546160872153675, 5, 3.208603442229285, 21.069931960865723]"
714,6.94570675,"[0.6931572149287994, 6, 3.9358110517207923, 1.674493344963907]"
873,6.94870675,"[0.9523930576510753, 3, 3.6179215674696943, 30.716419271426016]"
645,6.948738,"[0.9971214760659899, 2, 0.8046073647426046, 43.943722732128755]"
243,6.958613,"[0.9868955315062738, 3, 3.1294172513908807, 10.153261598514666]"
467,6.969238,"[0.42514545963301165, 3, 4.414820602184686, 30.730804629361845]"
547,6.96951925,"[0.6570876615644935, 5, 4.4345146977545316, 32.53832959264892]"
240,6.9698005,"[0.5962533506492352, 5, 0.43804341597731533, 31.763054038137682]"
427,7.01095675,"[0.9163407175362847, 3, 1.1329171191328269, 4.555446306306649]"
304,7.02070675,"[0.5215165097166782, 4, 3.7751469390546983, 2.4254374058707793]"
373,7.02989425,"[0.7474667829813876, 2, 2.3547714026571414, 17.669635580671393]"
294,7.0346755,"[0.11573279662097476, 6, 3.8356493102523714, 12.77563177791294]"
457,7.035738,"[0.8142284493702142, 3, 0.8097001212525059, 30.821705877038635]"
202,7.06683175,"[0.6026182905319963, 6, 3.573597713003564, 33.05775500925025]"
55,7.072738,"[0.09698033809535332, 5, 1.941049866232813, 46.63343354513672]"
474,7.10339425,"[0.36557133886008236, 2, 2.5912584251095407, 9.08727585941433]"
875,7.12220675,"[0.7321949302818774, 3, 2.0528023557525668, 47.44553819771358]"
276,7.125238,"[0.6226729969744828, 4, 4.968194291605579, 11.733368625473664]"
210,7.1280505,"[0.7933999692258621, 4, 4.608917418485436, 11.404503009845287]"
222,7.1304255,"[0.816831459803009, 2, 3.1964979136540568, 23.995437547185787]"
348,7.133238,"[0.6449391920891042, 5, 3.402186730173162, 32.595859995871415]"
362,7.15495675,"[0.7419952577317868, 4, 3.6111851270488984, 7.746578167846437]"
241,7.1573005,"[0.6806916161521523, 3, 2.016660851195503, 49.07353419480271]"
454,7.16989425,"[0.4692016374077063, 6, 4.119185682174349, 32.28116838573504]"
488,7.170363,"[0.729992258614996, 5, 2.588572219619605, 6.008274223822564]"
759,7.170988,"[0.40280011443261554, 5, 3.2354211037735046, 10.69935244177714]"
949,7.17126925,"[0.21366025943968694, 5, 0.7535595469310368, 23.149114874511607]"
876,7.2009255,"[0.9527846010362276, 3, -0.3646678146008009, 43.712396742383945]"
343,7.20920675,"[0.8141780111305464, 5, 4.5420539879382975, 37.823253475289555]"
550,7.2255505,"[0.475833533044426, 6, 3.6226571887578274, 12.072693744040944]"
33,7.245113,"[0.5749205567610584, 3, -0.45750613674887447, 8.700717439317092]"
782,7.2474255,"[0.16508480492291763, 4, 0.5519058363160356, 29.496454590142918]"
687,7.255863,"[0.8551422177784562, 3, 4.046365660502289, 41.004240536542696]"
810,7.2810505,"[0.310465544319369, 4, 1.955544047366582, 38.83635692102388]"
941,7.283113,"[0.6175307428679679, 5, 2.111487603091463, 47.76381358497858]"
361,7.28326925,"[0.32939993051171995, 3, 2.7362943310057406, 18.305784221484863]"
748,7.290738,"[0.3715628719095224, 3, 1.0979616263808094, 31.440966624191724]"
70,7.29839425,"[0.7217121863572761, 2, 2.9110160587138836, 20.82788490994691]"
552,7.30826925,"[0.6956938782645091, 3, 3.259766197120602, 15.829180476228125]"
713,7.31870675,"[0.9345701042243917, 3, 0.46964425224336903, 45.84494323614494]"
194,7.32908175,"[0.6823332030922792, 5, 3.888653666710291, 43.07678465620409]"
248,7.3405505,"[0.4784878422873207, 3, 4.562677067014827, 32.8523891877137]"
725,7.34726925,"[0.6799365534511355, 3, 2.375583392870076, 47.87123701640097]"
152,7.35176925,"[0.22348799382408396, 5, 3.8329379898055054, 29.813711003397703]"
254,7.351863,"[0.9033190305372318, 6, 4.231136450159133, 28.207441242026448]"
872,7.35939425,"[0.49967715612291647, 3, 1.314000883479451, 32.7561223537618]"
374,7.3750505,"[0.9757794317493906, 3, -0.29188819886787964, 18.465911777591423]"
831,7.3750505,"[0.22065510607741284, 5, 1.490316592179486, 21.545031470469457]"
588,7.37826925,"[0.5226034355074602, 2, 3.137208639159492, 16.63306277818176]"
172,7.438113,"[0.21221497488768779, 4, 2.3428397182564162, 22.548506042636784]"
177,7.43889425,"[0.3884862996942888, 6, 0.8796281415960541, 33.97032515281393]"
702,7.452238,"[0.6608595223443946, 3, -0.4046374468347978, 36.896719243124394]"
31,7.4576755,"[0.8936736923663644, 5, 4.774019644221697, 18.34396272596745]"
452,7.45833175,"[0.7509824622734144, 3, 0.5511663518372039, 21.651216220589493]"
672,7.4608005,"[0.6424395698355869, 3, 3.5753524074180882, 37.76724243376635]"
133,7.4763005,"[0.6611865751872825, 4, 3.978405972190611, 6.3657197417684515]"
166,7.48201925,"[0.42480793128969535, 4, 4.5453081794945085, 6.153758409229333]"
349,7.51358175,"[0.17922480757190884, 3, 0.9989492516888911, 6.5055583558310826]"
635,7.51364425,"[0.8331989179724164, 3, 0.6451055532673726, 34.5125645537996]"
287,7.5140505,"[0.4497791864086493, 5, 0.8063991544006466, 20.444673418772403]"
526,7.5303005,"[0.1954024153170023, 3, 0.7860321373529056, 23.11723386311485]"
952,7.535488,"[0.7900843320363903, 5, 4.381411618938095, 17.492912467516568]"
317,7.53676925,"[0.20082182686729397, 5, 2.556145811183566, 47.322098638743135]"
674,7.5405505,"[0.16222261265943044, 6, 1.688197216370594, 2.9410253370480706]"
279,7.55745675,"[0.511644675940655, 3, 3.1215239676261524, 42.01190710984491]"
124,7.55870675,"[0.6692044176634839, 3, 3.247395809196583, 12.457698704665136]"
49,7.56226925,"[0.5987356826267995, 4, 2.530065807602766, 8.550329981359596]"
643,7.567613,"[0.13780304516190917, 3, 2.1705253454369378, 24.919812315432498]"
617,7.568863,"[0.9860095952304879, 4, 4.945202863344103, 10.11695602099352]"
484,7.5866755,"[0.6237837548674251, 2, 4.958518909458206, 14.903167202004756]"
264,7.59570675,"[0.21666233280275388, 3, 1.1637630200690814, 40.49439704961801]"
918,7.60908175,"[0.9208382295808281, 5, 3.512727744705643, 48.56236471414847]"
589,7.62276925,"[0.5863802464829111, 4, 3.5526794571377334, 20.31522494778969]"
928,7.62708175,"[0.6895344001696713, 4, 3.7151821354994192, 34.36437981706569]"
956,7.636613,"[0.6933861245719521, 3, 1.1929711599200699, 28.5022600042644]"
119,7.6459255,"[0.2846061289783132, 2, 4.048401369069517, 16.484086997058704]"
120,7.652113,"[0.7826689934898328, 6, 4.2638380412027335, 14.43393242442598]"
564,7.6555505,"[0.5162413476907346, 3, 0.6047275750498646, 40.49111623214375]"
865,7.6633005,"[0.3796549128900391, 4, 0.8842079298488323, 48.53239313532267]"
827,7.6714255,"[0.2998301676288187, 6, 3.1634624947563954, 30.45956436994515]"
440,7.68158175,"[0.6664793539684737, 4, 4.769604405239246, 2.856989647433745]"
402,7.685488,"[0.3690535898396656, 6, 0.7404391553926044, 2.328942677054985]"
758,7.70214425,"[0.24437616536967774, 3, 3.0122204034887177, 49.06979127919324]"
318,7.70439425,"[0.7850396960129984, 5, 3.5633106887964328, 24.325104067826835]"
791,7.70451925,"[0.5995762642502073, 3, 3.688978654409528, 22.082580156626268]"
165,7.71701925,"[0.9778347299577669, 3, 0.5697945663856874, 19.81454459694311]"
895,7.73401925,"[0.47579129174831786, 3, 2.1323349190299634, 15.44269099959236]"
137,7.78164425,"[0.9585768899850383, 2, 1.5251769099142547, 10.239501675449372]"
53,7.79233175,"[0.4009418189133898, 4, 1.822766189885542, 31.27762908374824]"
570,7.7995505,"[0.7887473293355931, 6, 3.211793842959589, 10.179558637192235]"
77,7.803113,"[0.8541073520111481, 2, 0.5845105352763529, 2.0232493767081197]"
412,7.8048005,"[0.3453119915427232, 2, 3.494314688348534, 29.38647838169836]"
572,7.80520675,"[0.22307849620226985, 4, 0.9196684376960707, 45.2005245377887]"
904,7.8085505,"[0.9884068279854493, 4, 3.934448604573264, 3.596522023957361]"
613,7.82533175,"[0.5568818110841386, 3, 3.456103315571098, 30.92317354946516]"
592,7.83395675,"[0.47358441582614713, 5, 3.176227417357612, 11.158806901107424]"
642,7.855488,"[0.6461523953783321, 4, 0.6137960092434056, 5.968073948371528]"
255,7.85933175,"[0.35561170211251586, 4, 2.1111992149952656, 2.739799538520794]"
576,7.863488,"[0.6122869127943394, 4, 4.009805640756893, 6.66671562807314]"
930,7.869863,"[0.406100030487878, 4, 3.2010387134922036, 9.395567188530226]"
947,7.87039425,"[0.19812400967537283, 3, 0.3344002074160818, 9.005644699695493]"
856,7.8716755,"[0.2694415282592977, 3, 4.728496251012207, 15.09588903759433]"
539,7.8733005,"[0.630371673774736, 3, 1.0345970263955238, 24.155577781024736]"
378,7.87658175,"[0.8872278890847183, 3, 0.440413594479265, 14.753506690500487]"
768,7.87764425,"[0.09338786956357305, 6, 0.5105558482671053, 18.879220581057858]"
712,7.90151925,"[0.7445226424399699, 2, 0.7730556786594975, 21.32515934253034]"
861,7.92083175,"[0.24769480567409163, 3, 2.3953678610260067, 30.020431296695577]"
606,7.9338005,"[0.09880361912461036, 2, 1.842231276818565, 22.669036757922058]"
776,7.95633175,"[0.31177500439777633, 3, 2.436115872175188, 34.25318831494956]"
785,7.975363,"[0.4973879011317902, 6, -0.3451416058485586, 20.786663787159327]"
257,7.97676925,"[0.6882791329716882, 5, 0.45732194011884175, 3.272454985353674]"
533,7.9984255,"[0.23131508179396573, 5, 2.012013217470005, 48.35456342813431]"
825,8.01958175,"[0.30502433635796977, 3, 2.89721629947382, 3.762524928669898]"
959,8.04651925,"[0.6309379780794294, 4, 2.7283499450524684, 9.989903544963195]"
664,8.09008175,"[0.14313817013455915, 6, -0.4072446874225531, 33.1976566773397]"
487,8.12276925,"[0.38732894167523374, 2, 1.0856516295492504, 46.55491445107936]"
91,8.14051925,"[0.4554171443782097, 5, 2.942496153037496, 19.881389216043654]"
543,8.15289425,"[0.9678247384685524, 6, 3.3319496604143812, 10.57925861787913]"
21,8.1661755,"[0.41911205874266305, 3, 2.428631320553972, 21.80684232621376]"
64,8.1836755,"[0.7985402174209966, 2, 3.1540075185783576, 45.01372709930694]"
339,8.202238,"[0.6415389129200126, 2, 4.486652640180199, 20.821486658391468]"
740,8.20320675,"[0.2887101168884989, 5, 3.976553909678164, 29.846657165379835]"
534,8.211863,"[0.9829528313598657, 5, 3.5885301819074424, 12.93985996730456]"
459,8.22201925,"[0.08390107891385311, 5, -0.2598999316425328, 46.56070385365304]"
221,8.2485505,"[0.311250098184475, 4, 3.977650239043875, 9.305984945035485]"
36,8.24926925,"[0.914164996128301, 5, 0.2948418053166496, 43.6075517583158]"
367,8.2534255,"[0.11579831083062919, 3, 0.9312488828585759, 16.682084246428044]"
4,8.2548005,"[0.9353190416617253, 2, 2.646589331970577, 25.39895339080185]"
558,8.26720675,"[0.06271809577769619, 4, 0.8997027635408277, 21.570637485643324]"
986,8.270738,"[0.7759211099507993, 5, 4.005833772153708, 18.73858081858197]"
73,8.280488,"[0.7015797494420032, 2, 2.221884913100355, 38.990107711016655]"
671,8.28258175,"[0.5471368608017204, 5, -0.3878438009120777, 3.2299517695324527]"
813,8.28383175,"[0.8691286628118338, 3, 4.1986505063352775, 11.240140780340477]"
71,8.2910505,"[0.28678379431716855, 3, 3.6434634704443942, 32.828963395233586]"
7,8.296363,"[0.9540030097344047, 2, 3.687505929061908, 48.34183870506863]"
312,8.31195675,"[0.11201384475778592, 2, 1.8139819830264479, 21.7194068662469]"
193,8.3238005,"[0.20427643987937533, 6, 3.0282415058126935, 20.31984932850554]"
653,8.324363,"[0.6364946775028462, 5, 2.6952884162636126, 22.474136976214805]"
720,8.32695675,"[0.9187834605184659, 5, 4.055912029489465, 11.086774345555986]"
251,8.333738,"[0.30655373209178316, 3, 0.708437513729103, 42.416234150062316]"
310,8.33720675,"[0.5811904980477364, 5, 0.5360637921375413, 37.57630784041409]"
816,8.387238,"[0.9897673736001367, 4, 0.21452573660281338, 8.524327710485887]"
275,8.3955505,"[0.5396104479066972, 2, 3.3818132118635194, 19.301839801549846]"
673,8.395738,"[0.2505284472905723, 3, 0.6378851581234233, 22.936210836960047]"
187,8.39664425,"[0.14097162465439136, 4, 2.028405918134269, 36.90855181066078]"
102,8.4011755,"[0.3116820938072093, 2, 4.528317107896685, 15.978677209005928]"
931,8.406363,"[0.8915275559151608, 5, 3.345139444226281, 22.203564908041773]"
523,8.40789425,"[0.5298996673978669, 4, -0.364373556808425, 17.669967874621157]"
148,8.4451755,"[0.3841879998349879, 4, 0.3879275870843256, 38.411164551275014]"
746,8.45601925,"[0.29156904091131836, 2, 0.6641670276010614, 9.685539777193815]"
837,8.466363,"[0.9207775150620886, 4, 2.9048912720987503, 45.62633730314683]"
620,8.47095675,"[0.7659624316628283, 3, 3.020916090197475, 46.63333698886323]"
453,8.5001755,"[0.6732845432415645, 4, 0.9571850182911783, 6.035337780333118]"
795,8.508863,"[0.9675926794688459, 3, 4.638666741144912, 21.772051713605972]"
212,8.5151755,"[0.8047181119811596, 4, 0.7124205002875077, 31.19737967490112]"
456,8.52789425,"[0.08524875543337825, 4, -0.47630465376168846, 28.625642536361696]"
229,8.53626925,"[0.5184823884482634, 4, 2.4278852216738085, 44.38867081662692]"
404,8.5389255,"[0.5496024004413088, 4, 0.7377460016321153, 21.719214857822287]"
113,8.54308175,"[0.786104817449853, 4, 2.4627823613326645, 21.124778706267698]"
258,8.54926925,"[0.29050115733392484, 2, 3.233747137999519, 48.37382379202093]"
584,8.5629255,"[0.49511376770707916, 2, 3.6946373037925415, 27.36749098560804]"
767,8.5985505,"[0.29384579709248315, 6, 4.7794136369939295, 1.0091899985728905]"
179,8.6118005,"[0.31452254349446185, 5, 4.228742772881987, 46.57594855104952]"
391,8.6126755,"[0.1515241428410812, 6, 1.8596998021863635, 27.439542968548565]"
830,8.63420675,"[0.6713227150588735, 4, 2.992725507415595, 19.92477303953636]"
500,8.6521755,"[0.6006327761646842, 5, -0.25862818733912496, 45.770030418702966]"
553,8.65239425,"[0.8916693608804742, 4, 0.26812467890233704, 35.35423946702812]"
505,8.66064425,"[0.31321641526027566, 3, 0.8418631700005499, 25.827135685562062]"
993,8.67858175,"[0.1393274117490787, 3, 3.1311031973184704, 41.13185825550069]"
819,8.67870675,"[0.9972880343524119, 4, -0.23048182827086927, 29.053035744122607]"
644,8.68320675,"[0.42122757976490316, 6, -0.4034850475631375, 48.797838431153465]"
590,8.68501925,"[0.05766255173513348, 5, 0.9259933834896159, 32.1302970596217]"
151,8.6891755,"[0.2834758705142653, 4, 0.4948845612187023, 2.4153327384344676]"
227,8.6913005,"[0.6136309448506361, 5, 2.6918709256035847, 13.328282483995821]"
326,8.6923005,"[0.907574489798245, 5, -0.2884857616780828, 19.4033587365136]"
821,8.714613,"[0.5537629687303732, 4, 3.208427586769935, 32.406411992326426]"
728,8.722238,"[0.8842539775694225, 5, -0.3424209305741245, 21.50862299381162]"
116,8.7289255,"[0.15839478418268269, 2, 1.2361339109940437, 8.936527828376684]"
581,8.7370505,"[0.12831501377237847, 6, 0.418012613526631, 48.73985029441962]"
471,8.74514425,"[0.8853021437445314, 4, 4.662532888690372, 7.918687576457607]"
352,8.75070675,"[0.5766564930559476, 6, 3.6868328588895203, 34.268785258528986]"
580,8.7528005,"[0.9941018446071967, 4, 0.5051250047959599, 22.60694912976457]"
641,8.7543005,"[0.5912694432078763, 3, 0.4944069605532383, 32.43627007013627]"
575,8.77133175,"[0.9550921195733547, 3, 4.976901570796839, 39.06222472189687]"
988,8.77845675,"[0.07848999213074519, 3, 1.4941911069172702, 40.76452547535182]"
779,8.80126925,"[0.04050274475573064, 2, 0.2625921255199688, 48.766552812946955]"
387,8.813488,"[0.5093601120267229, 4, 0.4767123854370361, 34.82676514734995]"
239,8.83751925,"[0.7982965833293105, 4, 0.3722620031158036, 14.014261060873864]"
383,8.85045675,"[0.8840209421913303, 3, 2.5087843071788276, 30.48612076180493]"
727,8.86733175,"[0.9435181960259583, 5, 3.686962905147533, 15.403916423464867]"
89,8.87951925,"[0.2761642092539911, 3, 2.3216018286518723, 18.813373407998668]"
283,8.88114425,"[0.4080563741907213, 5, 3.5216057371882794, 11.976256184425752]"
775,8.9070505,"[0.458915725759042, 3, 3.453234097093738, 15.722831382826671]"
623,8.92126925,"[0.6816086963188581, 6, 3.9758892929692715, 6.772918670072338]"
961,8.92339425,"[0.6082457221792493, 6, 0.40468434250321994, 24.07722895897415]"
8,8.92701925,"[0.4265335560105381, 5, 4.953242994691088, 36.44068059957542]"
761,8.9289255,"[0.6668889811964137, 5, 4.557433420509434, 16.35036736144816]"
871,8.929863,"[0.7418040337255458, 3, 4.125890177741982, 14.83720103626803]"
75,8.9328005,"[0.795119311478652, 4, 3.5471969008693174, 7.322981504742655]"
969,8.93808175,"[0.08970526063555626, 4, 4.396323808471442, 47.22994931967751]"
472,8.94826925,"[0.41179968888625806, 5, 1.5654019523166958, 29.467795926212908]"
990,8.95051925,"[0.6495010992857985, 4, 3.9279018049140983, 37.596690156389144]"
340,8.958238,"[0.6088563651168329, 5, 2.970468635034651, 3.1888194640495477]"
563,8.96839425,"[0.22217442547749613, 5, 2.5113056861199583, 10.698774660430175]"
228,8.9913005,"[0.7085668957803213, 3, 0.2753938838441927, 37.46824215216557]"
802,8.994988,"[0.3742217740887707, 4, 4.051708314360375, 28.905119406570545]"
140,8.99595675,"[0.8387572909907922, 3, -0.3865748284864004, 21.496586357854586]"
78,9.00258175,"[0.7346515957406042, 4, 4.320918404625666, 41.34363405830273]"
95,9.01314425,"[0.257881145933866, 4, 3.431982210467798, 44.479975728008746]"
394,9.0341755,"[0.7030459946328019, 5, 2.8985301371936396, 46.77369615945474]"
109,9.04826925,"[0.8705473650641127, 2, -0.45415471409292874, 39.96107483171754]"
24,9.05033175,"[0.518356242945045, 4, 4.069559206476783, 23.101706601809234]"
497,9.077863,"[0.9560489513503321, 2, -0.389346845294711, 4.389899407990334]"
16,9.078113,"[0.2900506959773002, 4, 3.0049943064312297, 46.06474366028947]"
980,9.0789255,"[0.9100739124510878, 2, 0.19627657917048924, 3.6592817101783535]"
130,9.09070675,"[0.9076600483219921, 2, 0.35772470054826777, 45.830177690381944]"
337,9.10483175,"[0.5625882487847552, 4, -0.36143424652354494, 27.67196871439462]"
652,9.1050505,"[0.26227204410605354, 4, 1.5602017835065873, 20.886163671467116]"
253,9.11114425,"[0.25716441979063204, 3, 1.4016967531796611, 49.0860133006422]"
970,9.128613,"[0.36511306896590534, 5, 3.9031059061684674, 39.42674891964097]"
377,9.13501925,"[0.3997760151746388, 3, 2.7737723523476303, 0.39763964044154954]"
522,9.141988,"[0.9995861763444357, 6, 0.1705246383802309, 48.34844232773036]"
432,9.19483175,"[0.3383045128339738, 4, 4.619375850120635, 15.994082652473793]"
400,9.24064425,"[0.812336732283042, 4, 4.657318762384268, 11.463958724210002]"
341,9.25270675,"[0.39316813576984966, 6, 3.3104680410675256, 45.52445956595573]"
291,9.26151925,"[0.6467632254623642, 3, 0.5186348413841584, 6.179115201120862]"
989,9.29839425,"[0.21095019125637005, 5, 0.6815565033821152, 30.006044965354857]"
610,9.2999255,"[0.8502056166571553, 4, -0.3716731937957637, 24.403774076425535]"
385,9.31139425,"[0.6034985627711831, 2, 2.3733353127905574, 22.11559817823281]"
437,9.3156755,"[0.26863729394479496, 5, 3.1820470953062294, 30.822868742203507]"
587,9.3221755,"[0.9336744957894724, 5, 4.376108365394487, 32.735816722459326]"
515,9.34239425,"[0.5014699280534591, 6, 2.8645682897999745, 16.039078347685923]"
685,9.343238,"[0.02324545212007125, 4, 0.1781398567805711, 37.4672979794129]"
3,9.36051925,"[0.36371940232880823, 3, -0.38960276241230024, 24.016863347391265]"
299,9.36726925,"[0.3628207186601353, 3, 3.3738150388150547, 0.5205523521994716]"
542,9.38826925,"[0.3144783214547385, 5, 0.5289197073960701, 48.63668985945097]"
197,9.4090505,"[0.17838740342634607, 4, 1.2125942911904655, 31.015361295487974]"
848,9.41014425,"[0.4854420787272691, 5, 1.134624549366759, 44.21803784910229]"
260,9.4110505,"[0.7616486601619391, 3, 3.4260930080964336, 8.438292163238687]"
834,9.42445675,"[0.17545575142334688, 5, -0.2685968997769289, 34.096663301663824]"
201,9.461363,"[0.39745890273546897, 4, 3.872988564796498, 45.53949250112783]"
549,9.4745505,"[0.19111346504010912, 4, 2.5260641041656773, 20.56206825928168]"
745,9.49058175,"[0.6316893594171356, 5, 3.197348314556448, 27.71024443113838]"
309,9.4955505,"[0.8932420118957769, 5, 0.15986032251815585, 44.76644277408663]"
917,9.5203005,"[0.748431626825253, 4, 4.261220907703431, 48.05492929682455]"
336,9.527613,"[0.2945233554234995, 2, 1.7293224211575748, 0.8042296493216419]"
927,9.535488,"[0.832381370937961, 2, 2.9265119879161356, 1.1285170729639196]"
290,9.53883175,"[0.4791082341759815, 5, -0.2972772286409563, 38.45168441663058]"
868,9.5499255,"[0.0383520395840315, 4, 0.17411043588555042, 34.02083205519759]"
414,9.55683175,"[0.1461126753253163, 3, 1.864228862614064, 7.770360053234361]"
328,9.57251925,"[0.36575624831910863, 3, 2.9921889775513772, 46.70832791579649]"
899,9.57333175,"[0.9341142256432668, 5, 4.839689858073167, 49.98652708650801]"
473,9.57851925,"[0.6179321147924953, 3, 4.438887473223646, 0.13589211727871867]"
724,9.58164425,"[0.22351745836912137, 3, 0.8365283044937837, 37.48906957761536]"
12,9.59858175,"[0.7037416360681178, 2, 1.5196513998155114, 40.844493374819685]"
894,9.5990505,"[0.45399961184429494, 3, 0.5179420051610089, 35.2139797116098]"
974,9.62495675,"[0.20521347688526903, 3, -0.46789669497327474, 37.05838004139271]"
443,9.6371755,"[0.34770684066297763, 3, 2.9971471812047406, 7.623679769335958]"
818,9.649238,"[0.8260998140015585, 3, 4.472127408474566, 0.9491771189201694]"
874,9.65501925,"[0.713032661994975, 4, 3.560254704565449, 29.712251343568596]"
514,9.669488,"[0.9773918736171054, 4, -0.18540088556438933, 28.92777178859386]"
494,9.67714425,"[0.4183923850437303, 3, 3.7236655000939445, 49.61606318441112]"
464,9.68989425,"[0.7018503708653865, 5, 4.549997436525636, 10.850775416985217]"
307,9.69595675,"[0.039838865224671054, 2, -0.13804746318356054, 16.72047967987151]"
316,9.705238,"[0.9134323405242308, 3, 4.199013294656221, 41.30165857806991]"
372,9.729488,"[0.38407419820303457, 4, 4.045496259229231, 3.5409139351214267]"
733,9.729738,"[0.29851199506000003, 2, 2.166308154141918, 36.585220089409844]"
807,9.73120675,"[0.8398166295568505, 4, -0.33939760499355687, 6.523904019965316]"
833,9.74614425,"[0.5652791479833694, 2, 0.4134449539863896, 10.82125923033828]"
269,9.74883175,"[0.7352443531750954, 3, -0.4271193755950645, 24.785010836439923]"
679,9.783613,"[0.9048170205481533, 2, -0.47825814016598506, 32.987492112285224]"
62,9.79076925,"[0.19853869860302392, 5, 0.5379110064231625, 10.340984996785938]"
900,9.79289425,"[0.15505467303401838, 3, 2.336799441991641, 21.262128383303704]"
506,9.7981755,"[0.3096582730747621, 3, 0.31110422110239877, 20.722514191504125]"
631,9.8100505,"[0.8965055197411842, 2, -0.49487478498529014, 6.51728654247083]"
379,9.8156755,"[0.6547166599879799, 3, -0.15188265945369755, 22.460186568248464]"
946,9.86214425,"[0.8730955858741688, 6, 3.3307065069761435, 17.762229656836222]"
5,9.8728005,"[0.21532777107488146, 5, -0.41721219562731987, 31.361809407068215]"
760,9.878863,"[0.21839990344892754, 5, 0.38228079294158246, 25.394733914337568]"
32,9.88251925,"[0.23363922912297252, 5, 4.273285936783983, 17.06684354453636]"
686,9.92176925,"[0.23754549997620525, 5, 4.6309406607029056, 21.83052303746582]"
902,9.93301925,"[0.48503630339045956, 5, 4.572118829712213, 29.269070206129218]"
836,9.95239425,"[0.20948133503330102, 3, -0.4537515340289564, 44.06598458426453]"
419,9.95758175,"[0.15194162721262117, 5, 2.6219604167710644, 0.201070220196864]"
469,9.97426925,"[0.09540842113953027, 5, 1.5401326901010508, 46.44743712992378]"
688,9.98858175,"[0.143098126132122, 3, 0.7819890339825211, 37.86389592529019]"
306,9.997988,"[0.07314558869822527, 3, 1.8033784908821762, 1.7437012558015446]"
