Unnamed: 0,error,learn_rate,num_hidden_nodes,weight_range,beta,c
794,6.76506567,2.578851516,12,3.781373064,159,427
1,6.791761682,0.338403806,13,1.76854425,37,105
737,6.807997494,3.502941072,18,4.74810316,186,115
645,6.815478721,4.006931371,6,4.453147133,190,204
0,6.873210492,4.793732299,16,2.837443228,85,323
565,6.873323896,4.85525302,15,2.073723491,458,309
72,6.882864581,0.626764003,4,0.503842923,70,87
692,6.885035514,4.312862263,5,4.193577349,264,137
334,6.891336269,2.03820023,17,3.303845584,484,13
332,6.895782285,0.517143012,13,5.368454999,232,236
682,6.896738638,3.086481339,23,1.609126313,443,162
445,6.927547538,1.698141446,12,4.589482161,335,236
132,6.928371638,0.895925756,2,0.606248639,500,222
14,6.932093523,1.15717816,24,2.65716372,388,189
279,6.932532545,4.738025892,17,1.877512147,221,358
609,6.939673294,4.209715166,18,3.867788237,227,217
485,6.942730256,3.456814233,11,3.922770677,391,481
398,7.018837169,2.26886219,5,4.39607627,432,380
382,7.043606199,0.531340062,11,2.840833176,335,449
597,7.060918894,4.273694916,16,2.612662576,48,231
592,7.079590333,2.806333166,22,4.622325,108,369
782,7.084866353,3.689186083,8,5.191924336,88,438
469,7.09703544,1.771607929,23,3.175249774,452,180
69,7.131727544,4.921499955,5,5.207828465,345,350
755,7.132769631,0.721152433,2,1.806698129,206,395
413,7.135428175,1.429531228,24,2.560125188,90,254
723,7.157578614,0.256644491,1,2.285273358,101,97
258,7.191246914,4.620351879,8,5.373292486,17,274
595,7.196788854,1.71497925,11,3.993026148,272,15
867,7.20316497,2.101809877,9,3.899790972,377,152
848,7.228058492,4.836413645,9,3.843729598,492,175
403,7.229322464,1.947995707,11,3.822748683,188,225
921,7.229801566,4.698085893,23,1.838557299,290,100
972,7.234049671,0.843957943,2,3.927938945,475,225
316,7.234771925,0.433803096,11,1.652588434,454,280
389,7.256215646,4.663197292,19,2.792662079,91,371
718,7.263243011,0.975876777,13,4.975783017,58,470
637,7.263943839,0.509655694,24,0.868558013,155,97
11,7.265762909,0.308505126,10,1.858744124,100,257
868,7.278476675,0.967601661,19,3.616615567,197,439
263,7.29202536,1.050586933,3,0.584382544,294,69
175,7.295403232,1.187874533,22,3.598315651,468,410
404,7.299726098,0.681566697,5,4.495344174,150,448
89,7.305607831,1.518492127,23,5.265437649,294,129
372,7.308939444,2.870138653,13,2.878502907,196,242
954,7.310534578,0.962590949,17,3.63724058,326,155
330,7.351863499,3.631609564,5,4.508997322,377,255
907,7.355317861,2.749723675,25,2.708976724,113,246
328,7.355333356,2.920386949,14,3.842001575,495,141
214,7.377321535,2.061578518,5,4.583920234,342,133
903,7.439925938,3.44529605,14,3.938732943,327,37
626,7.45838392,4.944114992,20,2.929376911,114,363
486,7.466212032,2.580591348,23,2.08002264,153,191
227,7.473254807,0.445271771,9,2.460609014,211,141
91,7.480900847,1.553810124,6,3.811874908,386,8
888,7.499998268,3.97369122,19,2.683458697,157,69
677,7.505196956,0.871555802,18,4.289331706,393,168
577,7.506803344,1.572804944,14,2.97410653,10,455
771,7.530171459,0.442801248,2,2.131851502,258,429
475,7.565722348,0.496564383,16,3.59082859,249,406
792,7.57609308,0.47085239,20,2.230397554,82,309
307,7.586947709,4.49567463,20,1.780861924,30,313
267,7.591987387,2.575138742,14,3.456256951,472,201
714,7.602241206,0.811070293,19,3.365645427,386,464
320,7.6629497,4.734560125,21,3.971112021,498,209
471,7.66714288,1.870213545,16,2.980377571,94,43
563,7.668270354,1.497136452,16,3.6855483,407,171
538,7.688920901,3.163571924,13,4.40869002,303,474
266,7.692891259,3.392826918,18,2.966573546,403,31
672,7.693215784,4.734760015,16,4.647984661,479,388
447,7.704321417,1.656739825,19,3.077800741,440,160
751,7.705776264,3.21261577,17,4.462972064,13,243
765,7.728665651,1.720328522,7,4.413783683,322,390
158,7.735888935,3.144183572,24,2.410669118,116,80
899,7.748031436,2.912928496,3,4.697285047,403,323
970,7.778431067,0.618457782,8,0.768020495,151,240
963,7.792237601,2.621657466,21,3.196392994,342,134
476,7.837471991,0.902036956,8,3.184427823,294,372
255,7.841325494,2.051451357,24,5.114553721,34,161
273,7.84770616,4.606670189,24,2.23565984,261,187
439,7.855156656,2.085930159,2,4.780506159,243,333
411,7.862872658,1.51701448,15,4.089132018,67,318
442,7.866903247,1.69573802,1,1.666370342,226,453
685,7.868560376,1.128057783,8,4.054909287,138,125
667,7.877742257,1.623165161,16,4.30212352,439,325
425,7.879725107,0.432039204,2,2.285331964,182,457
923,7.882764717,3.419045626,20,5.264262415,192,382
481,7.906062565,3.548676328,19,4.403068409,192,245
405,7.929597317,3.297471233,8,4.825011161,26,19
638,7.945606812,0.796977734,2,1.970850256,464,449
879,7.968135045,1.14247456,22,3.792126059,265,462
991,7.976120332,0.323826997,11,2.778913752,131,355
242,7.984993441,4.426725931,22,3.381750041,243,314
142,8.044810955,2.721364756,16,3.02239403,411,127
338,8.04715764,2.945291013,15,4.104159852,353,101
238,8.056442417,4.223268204,6,4.751549842,45,23
496,8.063620168,3.179108641,21,3.672850263,440,499
422,8.077184879,3.103289401,8,4.416941712,20,5
35,8.086255463,3.088712646,7,5.235769277,300,135
61,8.09391109,0.895605465,13,3.061790097,465,302
284,8.096855722,1.079541522,8,4.377052288,296,128
744,8.148745591,1.182813507,21,4.064936757,139,34
760,8.159605353,1.451249849,16,5.368633206,239,96
102,8.163426727,4.330998862,12,5.135181076,467,471
837,8.198655235,0.782228239,5,1.916823087,386,456
81,8.203357318,4.55640304,24,1.979090081,342,390
632,8.206073307,4.184833994,22,2.46217589,268,294
801,8.220141058,1.159180981,6,2.862038656,67,58
898,8.230867065,4.688004578,21,1.041985062,17,40
644,8.231525081,4.055812769,19,5.271029132,365,176
244,8.235443754,3.277828859,20,3.324794422,1,231
245,8.311743542,2.346329331,11,5.442611052,500,491
497,8.312736651,0.615638685,2,0.89558892,419,96
30,8.326420182,1.757464324,8,3.62162649,278,448
367,8.344897173,4.114161039,9,5.071082406,376,185
562,8.353311827,2.465172003,16,4.02191769,181,302
658,8.382630672,0.431775128,19,4.192372154,55,411
278,8.38789444,0.625654975,19,2.480288503,117,85
766,8.395705717,4.264417331,20,4.389495356,291,199
419,8.398173857,1.909463356,21,2.68678802,486,318
174,8.403457871,0.340216437,6,1.830100476,283,242
706,8.406594456,1.319375376,3,4.892236458,76,386
261,8.409176374,4.2481082,12,5.052452366,415,360
250,8.433264775,2.158643936,17,4.684702122,57,177
746,8.443229946,2.329897519,11,4.389889928,388,291
209,8.447345586,4.883173633,2,4.581183465,35,21
8,8.476744074,4.119724082,21,3.942883198,318,473
349,8.486891511,1.804685813,23,4.496436331,460,143
736,8.487603445,3.985305866,17,4.29078559,210,90
514,8.492541865,4.912102208,24,1.745463057,309,134
883,8.506133838,0.504198106,16,3.154920927,205,263
619,8.542598748,4.088955384,11,3.661596843,171,110
881,8.56467573,0.708397787,2,1.988680657,482,299
451,8.572544027,0.821017191,22,2.859071053,335,22
197,8.584502552,4.609493889,10,3.194550302,398,7
618,8.599870792,0.723450735,12,5.382880142,351,200
570,8.614798845,4.877433814,22,1.976185535,81,172
249,8.636256676,4.660037733,5,4.608511951,262,385
546,8.649572322,3.301584937,22,3.168849594,457,415
871,8.652938401,1.081771564,3,2.532816047,236,131
908,8.668504406,4.279243033,24,4.242115041,206,57
434,8.685858143,4.259437613,12,4.154757984,275,96
134,8.686324171,1.849700571,9,5.374779421,74,54
186,8.71544002,0.833448542,20,3.618695389,174,61
700,8.725861488,3.704523563,20,2.921444085,27,102
248,8.734338945,0.434992673,3,0.514595885,377,66
253,8.736850528,2.478480393,3,2.503001113,432,7
241,8.746478153,2.156053014,10,5.488805407,201,304
462,8.758285949,3.323136646,15,4.014847634,263,67
84,8.773348751,0.612468532,7,5.389773559,77,100
890,8.774415337,1.881677495,9,4.472947445,202,76
44,8.779381508,3.402491504,7,4.862203566,27,434
517,8.793496284,2.716344665,6,4.631597629,464,5
753,8.793621692,1.110846167,4,3.260012577,490,304
555,8.811696921,0.787371524,9,4.631523921,426,184
173,8.812974544,3.596562518,17,4.637815358,319,467
65,8.840185909,0.87999168,11,3.076206058,313,29
506,8.841880568,0.992535686,20,4.406861929,231,9
16,8.848936386,4.817464411,10,3.940990974,333,60
484,8.851677397,4.49312,23,2.026160289,489,167
98,8.864950292,1.840820195,18,3.4244851,205,27
973,8.885081436,2.358745904,16,3.479721052,0,162
763,8.892920068,2.367248662,4,4.961372328,203,414
9,8.894092999,0.667056729,11,2.356655573,34,482
508,8.900316637,3.078035254,14,2.869867787,300,446
869,8.902667017,1.855421531,23,3.20836427,295,409
27,8.906793477,4.680218548,20,1.287454975,270,57
141,8.93949299,1.15575649,24,2.9762532,52,414
21,8.941973229,1.563211139,19,5.342446065,283,285
305,8.945508104,2.487740382,24,5.289511987,33,471
220,8.950189434,3.593757679,22,3.009616447,168,327
839,8.953583281,0.766195534,7,5.46665432,163,388
819,8.954320659,0.129392031,13,2.486117074,115,372
110,8.962632136,4.716707308,8,5.326962632,396,166
380,8.964709147,2.782076704,4,4.206679758,142,466
854,8.985757568,4.340418489,18,3.167159745,300,360
274,9.025436808,0.588784654,5,4.150978306,457,346
615,9.02813621,1.291915993,8,3.791871581,385,91
3,9.029173288,2.468999448,1,4.255000449,107,396
383,9.059797537,4.052695559,16,4.399633518,193,468
60,9.06144975,4.370661761,17,4.484718619,322,246
385,9.062065509,4.83372499,23,4.302778373,278,249
119,9.076384204,1.061753958,23,3.829023316,424,150
430,9.078400552,0.385067668,7,4.235741685,259,170
887,9.085257199,3.047182683,23,2.075444215,377,166
421,9.126013522,2.863173876,13,4.60609752,56,413
924,9.134978983,0.118786722,4,2.505144487,465,390
805,9.159258197,0.710102824,3,3.417126443,435,21
355,9.191905282,2.192440655,12,3.033021751,15,454
268,9.194554618,4.907317436,18,4.103473432,399,30
541,9.233681057,4.76092889,24,0.933124707,177,56
243,9.260733387,4.895244006,9,3.782292162,120,467
639,9.316420809,0.485131096,1,1.314755387,487,110
204,9.322316467,0.495909218,11,4.192920893,83,291
531,9.323575722,4.711577833,9,4.685320666,206,302
710,9.333405029,4.907654987,15,3.710156083,107,436
395,9.352859871,0.715625237,12,2.274319273,27,408
806,9.361850412,2.742805413,12,3.299976483,5,399
749,9.388091036,2.215566012,10,3.830375654,439,313
590,9.411803755,2.417297071,13,5.239959928,304,208
257,9.424880973,3.29030108,22,4.205385288,261,150
399,9.440241169,3.746061261,22,2.216550975,337,305
958,9.444382504,1.197206236,25,4.910712329,345,80
946,9.481857532,0.499773271,10,3.927607601,249,346
212,9.483176468,1.448531346,5,4.919900631,81,49
195,9.490728015,4.463335031,23,2.116259628,90,22
308,9.496886782,2.597277922,5,4.629172823,53,26
276,9.500205537,0.11066343,11,2.141630681,407,99
798,9.506658093,1.582836966,2,4.181198961,165,230
75,9.513526585,4.72478561,24,4.580576113,277,462
58,9.518950458,0.997691476,4,5.441160902,98,411
799,9.538953431,0.720981547,24,3.861081084,450,296
83,9.568740165,4.777795444,20,3.208665457,275,106
534,9.574072718,1.863953168,2,4.604357676,469,72
82,9.585487171,2.02201147,25,4.419899891,196,412
170,9.594946614,0.719594545,10,4.608166937,4,30
779,9.603724057,4.08365873,15,4.956437676,190,162
125,9.626532578,0.484255766,7,0.618527096,111,471
180,9.635330708,1.862455336,18,4.783642897,158,14
937,9.645711327,1.573931222,10,5.473494824,198,160
374,9.659945689,1.494654015,10,5.086606022,416,261
459,9.67814733,3.343721848,17,3.664647618,278,177
178,9.699471915,1.719628188,25,2.770183007,472,420
630,9.730345014,4.604479382,10,4.039162317,98,264
373,9.740866215,3.250504489,19,3.763957683,149,472
368,9.770390387,1.156770815,2,3.27058571,179,61
568,9.780382874,3.33526978,22,4.49792866,454,306
150,9.782651527,3.950892925,23,4.925482892,351,171
894,9.805512144,1.005150545,17,5.182030929,321,342
726,9.809245504,0.334892106,4,0.623224893,93,281
229,9.814786549,0.900627927,12,5.116646443,59,66
495,9.821814616,0.998613925,2,3.778975206,155,289
634,9.842867969,3.317473917,17,4.841568969,125,352
532,9.84999469,3.564507194,14,4.511869549,140,125
234,9.872003407,0.31323702,19,3.056521372,17,234
636,9.910093595,1.355244943,23,4.294075865,168,328
791,9.912936921,2.027379971,7,4.113849568,394,366
222,9.929218438,4.048460823,22,5.25292609,203,145
709,9.96012261,0.341458467,4,0.553760364,464,231
310,9.960245628,0.958815733,15,3.624499002,337,417
728,9.974204438,1.891576786,16,3.682723169,38,167
962,9.978321967,2.162636453,3,4.59434049,479,7
46,9.98934713,4.982009881,13,3.611455648,446,141
500,9.993714935,0.898790959,20,5.418385091,258,128
105,9.99920888,2.621085431,25,5.163757995,21,332
847,10.00722601,0.226519051,6,1.877858545,45,13
62,10.06459987,3.433114459,20,3.569892378,463,124
20,10.07498913,1.075166806,18,3.1772131,237,335
574,10.08247401,1.212963433,23,5.024800549,294,18
90,10.0907768,3.536117938,22,2.865073076,70,371
12,10.11693796,4.989446044,18,2.96990515,255,30
270,10.12239959,4.747133174,12,3.499427284,266,31
523,10.13571319,2.163719341,11,5.050592509,254,157
511,10.17791669,0.17472887,18,3.611576804,71,92
942,10.18347975,0.130324915,4,1.760512456,43,283
911,10.2060642,3.038740508,24,3.817412767,422,271
149,10.25507747,3.618064361,22,3.150855521,238,294
530,10.25623801,1.416105144,14,4.464770468,92,378
513,10.25730466,3.901852844,10,4.25159238,262,131
900,10.27342539,0.391686226,21,3.077767579,387,416
96,10.28897099,2.13255451,20,3.815421629,54,153
821,10.30208103,1.960438196,18,3.133667997,420,128
427,10.35125803,2.26108029,12,4.110012587,78,49
400,10.35662459,3.527082005,1,5.394786759,384,89
341,10.36128227,3.656016389,22,4.034871985,138,406
460,10.37287668,0.144617593,20,4.037832236,180,311
414,10.42371801,3.869526149,20,4.610374856,174,448
97,10.43416505,4.480849219,22,2.788953718,117,179
22,10.46007957,0.511783256,14,3.613492187,234,79
549,10.50816267,2.834599888,17,3.674021125,367,432
754,10.56393965,1.629506441,24,4.991076442,341,45
342,10.57323344,0.479554447,23,5.390683878,137,111
42,10.61567684,4.873920793,24,2.647143475,243,446
135,10.63121747,0.450683984,12,2.067886038,385,6
641,10.63344053,2.813628053,15,5.123162431,237,350
164,10.66052916,2.505093456,18,4.138658603,256,310
695,10.66890381,4.959762294,16,4.672981782,256,128
32,10.67604592,1.462035153,12,2.668193678,42,172
362,10.68539465,1.825658432,11,4.523539154,373,127
524,10.71786338,4.016198214,12,5.394042364,25,117
776,10.72168641,4.315985034,5,5.126360667,300,361
418,10.72413598,3.037780295,12,4.379601287,408,444
578,10.72971213,4.685614482,16,2.274392341,20,416
236,10.74216177,1.858526395,23,5.039583279,235,297
528,10.75062971,4.020329149,20,4.218763454,392,120
910,10.7533062,3.307558881,13,4.818097033,407,416
246,10.75852404,2.107094911,8,5.103453832,134,19
493,10.77021756,2.984382915,17,4.676874349,356,393
957,10.77707045,4.769051167,18,5.05253789,333,70
844,10.79056537,2.196134711,8,4.493985291,329,478
964,10.79092655,3.591998535,24,2.435544602,478,270
515,10.81238182,0.828676355,1,2.843826476,280,292
375,10.8128022,4.751111818,15,4.084668049,350,436
28,10.83789289,0.268446521,4,3.049766749,476,43
884,10.8906141,0.486173683,6,2.728320837,436,407
987,10.89288894,3.14817151,19,3.05936972,407,379
858,10.9152653,0.641967069,3,4.929578563,280,62
927,10.91538837,2.538481463,16,3.182045833,378,482
423,10.93293871,3.424820381,19,4.865848032,460,401
432,10.96117028,2.833024252,15,5.320470436,180,473
775,10.99748544,0.169553975,8,2.230902879,120,311
169,10.9978754,0.165050669,22,4.66109948,230,485
542,11.01083039,3.636649153,16,3.906816543,150,299
564,11.01093815,1.175538228,24,3.877120422,174,146
820,11.05094071,1.996355544,10,5.061598785,226,16
210,11.05645913,4.248344923,21,3.078678904,241,59
194,11.09215599,0.403660679,5,4.073596375,110,341
640,11.10783122,4.469552529,19,3.931034896,470,256
152,11.17451837,1.698642534,21,3.796821671,492,434
502,11.18618548,1.240826963,19,4.999256571,36,391
277,11.2290264,2.487690478,13,5.239082413,243,48
851,11.24132727,3.55009778,23,4.618537198,14,437
671,11.27020201,4.98054523,14,3.586753056,135,180
635,11.27438563,4.858360174,21,5.223619102,175,429
376,11.33263505,0.459657559,15,4.654460614,206,22
133,11.34275116,2.751379581,22,5.492300985,297,155
350,11.35011756,4.261637986,22,5.391188819,428,318
870,11.35770468,4.021838996,19,4.2072516,26,85
420,11.38852317,0.103049278,16,2.642190948,231,331
758,11.47375928,1.918721493,25,5.142498872,460,83
112,11.50907548,2.802417886,2,5.470402569,129,204
992,11.54545231,0.57726879,21,3.33728076,66,202
933,11.56533586,3.098377509,23,4.504653272,361,499
2,11.57816211,1.728179694,14,4.744934665,377,232
828,11.58347717,1.347961769,23,3.030200543,466,347
85,11.60040462,1.96580407,11,4.328301055,310,58
786,11.60072323,4.808627795,25,1.920033381,121,105
732,11.6272438,3.643592144,7,5.454960953,140,492
727,11.63885238,4.999767239,23,3.000641475,64,143
840,11.65067135,2.565763862,21,3.461106643,436,5
686,11.65353206,3.640132294,22,5.285773687,75,409
29,11.67612038,2.00071877,3,4.772707401,208,481
344,11.67933702,1.072100327,1,5.109383373,218,377
807,11.68911328,0.776388456,24,4.078668163,55,429
10,11.73529838,1.040648678,17,5.42880368,482,112
455,11.73967318,0.406732383,19,2.512552669,134,336
88,11.74552602,4.54196125,21,2.684436069,146,127
239,11.75504819,1.125145278,16,3.486448131,253,210
37,11.78993611,4.705965052,21,4.749639054,289,420
207,11.82351652,0.491815899,19,4.999960908,313,293
941,11.85707894,0.838307047,12,4.159479165,71,292
977,11.88106408,3.567416721,3,5.083906134,220,436
215,12.0192057,1.854424719,11,4.525462327,472,26
271,12.03018725,4.298034866,14,5.324061054,439,96
440,12.05648021,0.110335182,13,4.055681026,5,454
296,12.08585388,0.731779909,16,5.34157536,351,343
351,12.09096473,0.214628929,2,2.42144759,155,52
810,12.10718924,4.080731034,18,4.25161518,423,112
822,12.10955609,0.709605859,13,3.409446063,80,272
681,12.13164276,3.403716069,23,3.869921971,115,44
19,12.15553996,3.681302666,12,5.249369107,106,408
468,12.20809315,4.713917734,25,3.746490191,151,444
663,12.26222453,3.342428543,20,4.56386359,240,232
855,12.28789805,1.889299316,23,4.897981622,422,314
240,12.34292808,3.808666785,22,2.921837012,451,175
882,12.37102353,3.155568917,19,4.696651286,12,346
675,12.42140649,4.46524786,18,3.844219088,33,147
369,12.42562887,3.783081339,22,4.955699008,208,80
690,12.45286895,0.782121858,10,4.13738798,91,8
202,12.46168767,3.51287167,22,5.24155315,325,184
507,12.52492079,3.931658596,15,3.807748385,175,171
139,12.53420138,3.099154489,25,3.347195444,354,428
70,12.552643,4.201805115,16,3.934243735,90,148
982,12.56582127,1.335060797,13,4.312622989,135,260
652,12.57182971,2.126834424,2,4.24669125,481,55
205,12.65059859,4.510364014,22,4.501949742,8,42
480,12.7067764,0.83934313,15,4.244464557,147,258
456,12.71374722,3.512119701,18,4.688351663,46,454
38,12.78324976,4.499902181,18,5.445628416,360,202
735,12.81108389,4.174649559,20,2.83394012,433,302
919,12.83309056,2.872119366,4,5.373524115,345,249
505,12.83818215,4.199541488,21,5.126504852,434,98
694,12.91599834,0.35334145,15,3.867113056,308,397
711,12.94196653,3.793777511,5,5.0822906,16,198
416,12.95960858,1.97085551,24,5.352539807,330,157
221,13.01901667,0.117885903,22,4.76997704,380,471
159,13.04017931,0.188309647,1,4.003727145,176,229
87,13.08084264,1.604073111,17,3.667292874,498,223
770,13.08252254,3.070699172,24,1.054977504,44,3
494,13.09924087,0.771206928,22,4.583188373,56,133
315,13.10133361,0.708549808,19,3.7936567,151,70
935,13.10667508,4.094780382,20,2.346550726,47,289
631,13.1301928,4.560966281,18,5.23843152,172,472
830,13.16948998,4.588182736,25,5.030097969,115,21
381,13.20703102,3.276068966,19,4.987282384,331,424
585,13.21413283,0.379328278,21,2.747857219,53,17
323,13.21969482,0.681572772,19,4.494888536,361,329
286,13.22642628,4.208727646,19,5.154455018,38,93
461,13.23450927,1.716980972,23,4.835977159,147,338
225,13.273359,3.782112579,23,3.793899681,378,474
647,13.30781382,4.403104335,22,5.071733694,238,473
347,13.37796299,0.211644049,3,4.805810688,447,250
482,13.40785772,0.654195509,13,5.37070406,259,389
126,13.5044898,3.097818115,1,4.800698956,164,4
47,13.5344147,1.789000791,24,4.97147948,445,230
491,13.55772963,2.655823857,16,4.361506212,372,1
759,13.62663747,4.748509426,25,2.966985668,377,499
40,13.62745435,0.335690409,22,2.964450742,223,413
965,13.74275854,1.204140322,25,4.616466536,365,128
841,13.77721037,3.661390054,15,3.606493624,39,5
650,13.78465926,0.960111569,16,5.161005578,467,97
952,13.8067733,4.444430965,19,4.319806672,444,249
831,13.80811864,1.556316391,3,4.707067591,385,315
880,13.80910824,2.683778522,22,4.712858422,332,381
366,13.81597604,0.555728339,4,5.208032718,442,228
558,13.86828323,3.882555097,19,4.698611953,222,251
26,13.87379778,0.439489554,15,5.004163994,435,153
769,13.87642711,1.863365928,7,4.637292594,325,265
287,14.0161704,3.150388549,20,3.188424091,337,298
295,14.06334286,1.628161956,16,4.054279922,290,3
707,14.06341309,2.385662673,14,5.481163704,191,391
649,14.07548204,1.119814567,23,5.285890189,150,24
326,14.10923244,0.190656221,9,4.760013599,426,49
297,14.10945329,0.72932667,9,5.281984313,73,412
817,14.11073968,0.272650855,24,4.578716107,67,472
288,14.15902995,0.686616663,23,3.808247179,208,187
387,14.19238196,4.750365735,23,5.286873369,50,305
275,14.2405412,4.958315822,22,4.318525267,160,162
157,14.25680086,1.543695625,3,3.545983553,414,2
617,14.36711041,0.612522505,24,4.281928381,27,233
934,14.37131791,2.923465198,17,4.550811757,216,389
93,14.43811051,1.217393045,8,4.964595185,88,308
768,14.52853636,1.781164448,9,4.885972981,306,292
63,14.55957125,4.462450339,16,3.118905553,352,3
785,14.58621734,2.773508936,21,4.359390564,315,296
557,14.5862793,1.912324067,22,4.532658197,125,422
303,14.59094427,3.468017076,23,4.46812077,37,76
932,14.60474201,3.620765121,24,4.271002797,474,438
936,14.62405628,1.221404635,8,4.559148423,173,123
464,14.67261716,0.406313711,20,4.526682714,368,327
345,14.75422717,2.474624103,20,4.895747507,377,212
293,14.7714595,1.937498098,22,5.141966081,419,37
452,14.82770496,3.486236084,19,3.967823701,202,300
200,15.05406672,4.416592789,20,5.251669268,374,110
356,15.11368464,3.731792418,14,5.393468641,392,301
437,15.11560505,2.85196874,2,5.489390944,317,473
79,15.16768307,0.155521801,2,2.928933748,476,263
814,15.22780906,4.497302758,22,5.469570218,211,351
897,15.24598424,3.191610346,16,1.946383293,14,1
211,15.50901073,0.1007001,3,2.236324589,420,446
41,15.55692798,4.183430614,21,3.565429605,277,1
893,15.55784759,3.422557122,11,5.112279671,462,228
492,15.61023747,0.271708928,20,3.619534626,54,479
313,15.63251207,4.478470991,21,2.905994718,463,342
642,15.68353889,3.457780239,12,4.626864695,205,247
559,15.71005754,0.705944972,22,5.267835581,471,405
930,15.73679637,2.415643623,24,3.661110904,327,96
283,15.81502143,0.419379858,14,3.483502187,372,445
999,15.88904812,4.190986728,4,5.434608568,418,35
697,16.20758847,2.376081595,17,4.344412128,251,286
512,16.98402109,2.610054931,21,4.84139116,35,230
745,17.01973261,3.761100127,21,3.701067652,22,325
5,17.183363,2.81521486,12,3.208327712,408,0
608,17.183363,1.627462819,24,1.93361396,97,0
812,17.183363,3.58100728,6,0.777430118,202,0
905,17.183363,1.249077205,15,4.063089638,6,0
361,17.21530317,0.345794315,13,5.114356738,120,437
984,17.31017848,3.478107965,24,4.639679813,212,49
944,17.40158428,1.728908044,23,4.955420885,367,15
536,17.49031652,0.184505209,10,5.130219552,101,82
861,17.72575173,2.817757889,22,5.143164048,439,468
582,17.93658407,0.677172126,2,3.56094677,326,133
896,18.58474101,0.399229644,6,3.733671486,255,42
406,19.85433268,0.620674859,16,5.101564233,238,292
648,19.86052441,4.756355899,17,4.269672489,366,469
185,20.69558937,0.244360375,12,4.992715253,433,360
742,21.98746951,0.280188829,10,4.281375673,312,188
572,22.83950425,0.224672176,6,5.285696042,436,492
