Unnamed: 0,error,learn_rate,num_hidden_nodes,weight_range,beta,c
379,4.836559304,0.922568715,21,0.611877269,299,83
74,4.837896506,1.120586295,6,1.546124402,199,115
603,4.848723838,3.701095533,6,3.637909818,64,224
931,4.856553208,4.67998867,2,0.655031275,330,431
708,4.864883752,4.187165598,2,2.689193708,155,12
604,4.88448654,0.729030371,5,1.126437544,151,56
625,4.890181124,2.562551091,6,0.529291598,328,221
252,4.909125666,2.200392099,8,2.92984458,143,374
874,4.911603685,0.755246102,9,1.194610618,247,360
526,4.923562612,2.626071227,9,3.527677871,246,135
589,4.928809804,1.112733408,25,0.557886181,262,465
616,4.936301356,3.078682064,5,4.18507351,413,20
725,4.960560549,3.642889704,10,2.912710596,437,455
424,4.962822062,1.999928734,4,4.898276514,129,384
537,4.965403129,1.783788226,6,2.960497462,135,92
877,4.970153593,1.712687449,14,2.942459618,271,97
183,4.981057594,4.24410485,11,2.244026015,12,59
913,4.98192393,3.73206682,3,3.495230795,78,161
659,5.020266455,0.830153473,7,2.476418787,65,469
790,5.022582321,1.492752657,3,3.700072687,462,192
704,5.027278829,1.175579774,11,3.948248606,397,219
997,5.02864094,3.727939172,1,2.155227069,458,217
230,5.029966811,4.59329123,25,0.847775414,193,399
251,5.052576581,2.519116877,4,0.757362607,145,421
50,5.05579582,0.72129729,10,1.093715281,212,117
611,5.075303931,2.316681896,2,1.281244282,73,235
289,5.08479229,4.104870539,2,0.653053912,153,355
600,5.157431194,0.899480451,17,0.884357195,226,186
602,5.165767687,2.77252826,11,3.204241288,236,52
989,5.17265335,4.567074474,19,1.817579261,218,434
917,5.178616038,2.920859848,10,5.065824735,117,440
717,5.1855842,1.416090476,16,0.580283281,460,217
633,5.194737805,3.463292781,13,2.990618031,194,120
527,5.21387506,0.948998456,13,0.749749952,383,189
978,5.223660552,1.201613376,18,3.570674077,211,314
587,5.225251365,4.345002028,25,0.839693441,393,172
833,5.233230087,3.786608103,10,3.758846185,94,340
846,5.270832688,3.031641731,23,1.684411577,407,49
761,5.276267222,4.425054274,5,5.049231706,337,118
797,5.284305346,3.26374933,3,1.1655746,132,50
160,5.326257851,1.079857953,9,3.622743504,256,444
168,5.32795502,0.62146627,16,1.113405952,44,216
664,5.331547674,1.284559928,2,2.699130774,28,370
889,5.335860982,0.77691525,10,1.570154501,469,14
191,5.353628381,2.667327748,6,3.588218213,144,92
827,5.363901034,2.263331962,2,2.56114057,274,310
787,5.396993369,4.657729016,23,1.608954853,373,315
693,5.413670026,4.405054238,18,0.733076605,346,450
190,5.413680623,2.355388991,1,3.219797849,197,108
111,5.415654894,2.729015006,14,3.045351071,410,309
302,5.425289803,4.072019514,25,0.781952293,476,101
778,5.436156418,4.388098728,23,1.171883935,72,207
688,5.438977035,3.118211027,2,0.625744368,204,193
657,5.440372731,0.812769147,20,2.709520746,220,61
166,5.45707649,2.01025233,17,0.847250993,382,16
680,5.492843824,4.254387918,1,3.311420714,232,302
148,5.498037655,1.525198818,4,3.187160075,404,476
335,5.499308132,2.733884335,12,5.057899296,231,156
363,5.528679283,3.323129073,9,3.851676916,168,409
610,5.55727514,1.296413268,3,1.150084046,110,189
402,5.565265084,3.810679748,1,1.284718159,111,466
653,5.570267636,1.795238248,25,1.83027553,368,49
842,5.587841935,1.903417538,22,3.317601903,335,310
161,5.599643961,1.92889477,13,4.131614836,446,408
181,5.609906091,2.909732115,25,3.476734369,464,309
129,5.611175461,3.306846538,3,0.623372102,126,466
815,5.614360118,1.876207094,17,5.210823464,499,355
993,5.62720644,3.313001536,23,2.234472441,126,273
873,5.681361829,2.921412057,2,2.034805947,59,70
319,5.682104145,3.555284582,19,2.23366752,164,259
130,5.703498389,0.286577141,22,2.162117868,263,438
795,5.732635192,1.192563696,14,0.67019609,48,386
388,5.733235655,3.208451675,2,1.349700419,217,77
448,5.7519857,1.739888186,12,2.404356453,306,72
943,5.789778635,4.344060998,20,0.559864159,194,90
613,5.799245856,4.48678098,24,1.595647614,29,436
764,5.803253547,2.845591165,3,2.756565234,464,447
454,5.836512113,3.225264417,18,3.191884443,458,47
838,5.839498316,0.734902933,14,0.880071432,375,312
689,5.865559019,1.882809816,2,4.234757056,180,460
415,5.884067239,1.445093606,17,2.998263509,105,301
803,5.884515006,2.737566851,7,3.181405675,102,264
823,5.90142515,0.854445729,21,0.556225409,98,169
426,5.909554095,3.054672777,22,3.139166798,234,66
661,5.911503517,0.818571908,4,1.782141933,344,434
901,5.921739049,4.479263442,20,2.255135818,90,276
443,5.925263292,0.897058344,18,0.677267685,245,344
529,5.940984905,2.306627203,16,2.640091355,454,145
7,5.948356712,3.635257892,20,2.719448892,54,135
392,5.951914144,4.768174927,6,4.460248247,235,387
331,5.9646194,3.694176174,20,2.687376174,289,126
216,5.978566615,4.788117282,23,1.920070008,244,66
23,6.007042945,2.552155717,19,2.385228528,461,32
832,6.014288043,2.81603976,21,2.30309344,443,445
739,6.017948933,3.732271795,3,4.178114858,286,14
601,6.023645132,2.163954982,3,0.54332695,173,400
895,6.058855446,1.555424014,1,1.771498119,241,368
176,6.078783762,4.365056062,9,3.095822522,286,43
612,6.080550634,4.557407681,21,1.769439565,129,121
741,6.085793549,2.459342585,2,4.449553761,75,437
504,6.107939478,1.148135792,12,0.550370545,466,232
116,6.108440024,3.964452606,7,3.562121011,155,247
756,6.121245845,4.537712866,12,3.042299089,349,421
850,6.176483372,3.613376999,12,5.229682267,497,370
52,6.184044849,0.883374665,12,1.925981939,80,142
939,6.191701349,0.331041346,16,1.926490189,473,386
247,6.195527173,3.000817339,17,2.692801021,129,62
960,6.221704816,0.665114246,7,1.666126788,420,333
918,6.235531435,3.783452322,19,2.133332306,439,77
985,6.23820812,0.581774437,8,0.962630278,375,235
417,6.245215079,4.515389661,21,2.444051087,189,465
571,6.248239737,3.598544083,20,2.169715946,280,331
53,6.253582011,1.3135844,13,2.769891426,230,127
64,6.267755145,0.286748667,18,1.356414868,1,65
656,6.27266058,4.151310617,15,3.184090002,85,40
835,6.278263063,0.976555371,16,3.804441549,91,143
177,6.278795883,1.928257482,2,4.036171729,97,458
223,6.305298864,3.746726624,20,1.596741664,186,96
940,6.312641931,2.690655511,1,2.10121245,400,138
407,6.321743888,1.48441425,22,5.072353665,48,213
547,6.325220063,0.146736285,21,1.531103302,347,48
441,6.345020347,3.739631305,20,1.88944215,173,77
18,6.35883713,2.756073432,2,4.317113016,404,217
865,6.359811105,4.015721341,20,3.587078383,300,429
594,6.361158069,4.648606929,2,5.284735149,265,195
478,6.366783146,0.843182843,13,2.492864149,17,427
864,6.368566339,1.919363442,17,3.721923081,274,342
99,6.384605785,1.483390986,11,5.298793646,388,65
980,6.387150141,4.256478371,20,2.180732967,476,481
280,6.394684738,0.888902775,5,1.318657915,478,257
346,6.396111761,0.505139089,23,0.795214024,168,436
311,6.396547605,1.213616478,14,4.645342625,185,460
196,6.407565663,0.278973301,20,0.832721917,280,97
114,6.410474972,4.555343217,12,3.949317232,351,137
666,6.427886107,3.561948195,23,2.055337044,365,287
878,6.440393375,1.05955583,2,4.253240398,30,290
849,6.444793605,0.74437617,14,0.705700895,357,463
145,6.450044524,0.348287675,21,0.898393534,167,53
67,6.473401641,1.165094323,21,3.082746001,460,315
699,6.475099019,4.083329778,7,2.745457978,201,49
605,6.479251295,4.451930189,24,1.355370541,39,17
444,6.48259163,3.312519123,1,0.777486466,291,111
551,6.487537087,3.908103448,17,3.984902003,195,397
945,6.489500905,4.542401778,21,1.387594299,102,271
384,6.4901897,3.255546211,15,4.186572169,32,17
720,6.518503432,3.84187011,4,5.216215381,24,191
470,6.528708625,4.345212227,6,3.295774277,161,486
498,6.533369958,3.898982344,24,1.840841732,205,471
108,6.560049107,4.801604089,24,0.76703818,65,307
189,6.569265972,2.358964677,21,2.371282107,102,158
784,6.570120027,3.37024077,1,2.513077544,52,187
863,6.621591903,1.244720123,2,3.821285597,462,131
668,6.626980567,1.051345754,3,1.70339907,17,222
662,6.670799265,1.284125288,2,2.854996914,449,174
68,6.678223468,2.673622928,3,5.324458546,424,351
156,6.687003363,3.705398506,15,3.909804247,256,245
453,6.696696897,4.010310402,10,3.999412019,435,53
983,6.708494595,1.064145257,8,0.811617669,313,500
325,6.713245284,4.514382119,22,0.862681024,310,18
818,6.720677137,2.593648025,21,5.105250434,480,106
949,6.751553471,0.366241226,7,1.085792363,385,219
