,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
69,0.01626875,"[1.3833135049840581, 14, 2.552457532521429, 444]"
56,0.017095313,"[1.1627742118854698, 10, 2.9552177756090363, 419]"
46,0.017140625,"[0.7893873903011004, 12, 2.6847038211543897, 427]"
4,0.017189063,"[1.245144086443325, 11, 2.6158461914501756, 493]"
68,0.017426563,"[0.5818096176059131, 11, 2.5231934706611194, 431]"
48,0.01776875,"[1.2653992639591825, 12, 2.964561808458087, 443]"
30,0.017851563,"[0.6882131756330392, 10, 2.2906144048250843, 433]"
33,0.017979688,"[0.565206455623916, 12, 2.0275317500782726, 425]"
16,0.0183875,"[0.8255661875225493, 12, 2.9107769974554136, 448]"
60,0.018540625,"[1.0779901274472468, 12, 2.609475736450524, 442]"
55,0.01889375,"[1.336060084583154, 14, 2.8807160801902825, 495]"
64,0.019082812,"[0.9681473683924428, 12, 2.4187843384045777, 403]"
44,0.019321875,"[1.436464779529346, 12, 2.9800550417927254, 403]"
26,0.019395313,"[0.5804068572422956, 12, 2.6855592717467287, 403]"
73,0.020432813,"[1.173232685122146, 12, 2.6348180992913623, 439]"
21,0.020453125,"[0.6743287750012967, 13, 2.3619480109717284, 425]"
99,0.020459375,"[0.8955498141614595, 12, 2.255563610755215, 482]"
38,0.020475,"[0.6219014852719972, 15, 2.134696972258765, 444]"
70,0.021535938,"[1.448513509962225, 11, 2.821970195213687, 483]"
8,0.021903125,"[0.5193473675600411, 12, 2.3366502923236325, 439]"
95,0.022096875,"[1.013874917090975, 12, 2.842455020296399, 417]"
15,0.02226875,"[1.1206767195659144, 10, 2.2945771406928976, 437]"
79,0.022739063,"[0.9470343081599918, 10, 2.6311396433414362, 494]"
76,0.023010937,"[0.6975418051472178, 15, 2.671896995278239, 406]"
77,0.0230375,"[1.4679547278604725, 12, 2.855211719202178, 410]"
91,0.023414063,"[0.9157983847066034, 13, 2.2466099657981595, 437]"
10,0.02353125,"[0.5130965642108283, 14, 2.3792414862245908, 418]"
75,0.023814062,"[0.650528078600253, 13, 2.3802540973720325, 407]"
86,0.02400625,"[0.9561113397053358, 14, 2.2312814738296773, 462]"
87,0.024132813,"[0.9557492874455984, 11, 2.1820909483709707, 472]"
45,0.024354688,"[0.6672856194188614, 11, 2.4888301216683364, 450]"
18,0.025526563,"[0.685071709466617, 14, 2.37058109994841, 410]"
50,0.025825,"[1.376593651298578, 10, 2.7414127796498757, 422]"
19,0.02583125,"[1.1230258225377876, 11, 2.7910341100610516, 480]"
47,0.026596875,"[0.6052981902105233, 11, 2.5014317177786936, 407]"
35,0.026665625,"[0.8149713511311387, 14, 2.906410555775788, 457]"
11,0.02759375,"[0.8983210333164525, 15, 2.0479970273603887, 421]"
67,0.027621875,"[1.2445347748910216, 14, 2.362182735045428, 470]"
84,0.028340625,"[1.2011842799199257, 12, 2.3680958777958963, 476]"
82,0.028342188,"[1.480477686472951, 13, 2.5428823438761547, 414]"
92,0.028835938,"[0.8092246906238136, 10, 2.132185819931044, 457]"
58,0.02980625,"[0.5174719940647959, 15, 2.447522123632708, 447]"
53,0.030220313,"[1.437520690556302, 15, 2.4584969833251673, 427]"
43,0.0302375,"[0.847686912085172, 12, 2.091190829225122, 437]"
13,0.030751563,"[0.639135656524548, 14, 2.739847315612626, 468]"
22,0.033995313,"[0.6140475286147167, 14, 2.5832337529117915, 433]"
72,0.035440625,"[1.443807735936418, 12, 2.4785363279914527, 418]"
9,0.038745313,"[1.3192722671777122, 13, 2.2998364744926993, 468]"
17,0.038932813,"[1.0520762215780444, 12, 2.1334183623098113, 481]"
63,0.039321875,"[0.6649729240813373, 11, 2.959352839431857, 454]"
37,0.0399875,"[1.3208540852537225, 12, 2.5891196882614587, 444]"
98,0.042820312,"[0.5924356207148842, 13, 2.8154985962270187, 437]"
20,0.043653125,"[1.292298088674598, 10, 2.415166449105965, 462]"
7,0.045696875,"[1.3086177784485649, 10, 2.4401518464510397, 459]"
80,0.045926563,"[1.2629403455503465, 15, 2.1980466373130185, 442]"
27,0.046284375,"[0.6732851220348341, 14, 2.8471517061755676, 436]"
49,0.050873437,"[1.4103937640369013, 13, 2.370607813951972, 431]"
14,0.051529688,"[1.2979154993583806, 13, 2.321181619454007, 463]"
12,0.05471875,"[1.1179128711591693, 14, 2.1040185730017202, 424]"
96,0.054917187,"[0.5451345108414615, 14, 2.7785651990479288, 427]"
3,0.055926562,"[0.715979065773616, 13, 3.0205443478488294, 416]"
62,0.057828125,"[1.2444854812198303, 12, 2.127193737562585, 458]"
88,0.0579875,"[1.157557106973615, 11, 2.0798546142183785, 427]"
24,0.063698437,"[0.7656953324586333, 12, 2.871070564535416, 444]"
32,0.065617187,"[0.6662584178187105, 14, 2.9825779995299984, 494]"
78,0.067820313,"[0.5366436770343768, 11, 2.4712343278925517, 406]"
0,0.071167187,"[0.5327776560491414, 11, 2.8402719657053814, 499]"
65,0.075246875,"[1.0160135440525466, 10, 2.0060878400791258, 418]"
66,0.078846875,"[0.5685027925586278, 14, 2.9952282636753016, 451]"
97,0.091753125,"[0.5100350313585195, 11, 2.767863855782813, 454]"
90,0.098759375,"[1.3799278884629778, 10, 2.1388802912673213, 410]"
