,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
97,0.023464535,"[1.02601171381525, 13, 3.035114835983291, 286]"
39,0.023953203,"[1.4621886295883444, 12, 2.5940885931787334, 190]"
62,0.026255301,"[0.6028787950424068, 12, 2.548984792453936, 299]"
13,0.02676482,"[1.4093501924706753, 11, 3.419744836448794, 289]"
3,0.027299283,"[1.2193877190592533, 13, 3.3988190342328832, 200]"
10,0.027373522,"[0.7935302860055493, 13, 2.629325742571255, 213]"
56,0.027462322,"[1.0074720188031292, 12, 3.216459793408482, 247]"
84,0.02746833,"[1.1989607458998819, 10, 3.3447389289946647, 167]"
88,0.027652779,"[0.9039170211839287, 9, 2.844100490333404, 200]"
91,0.028048915,"[0.8535817824250949, 10, 2.9386653797451165, 166]"
44,0.031038406,"[0.9833846839760704, 13, 3.3977643845742986, 213]"
51,0.03132465,"[1.43587884571811, 12, 2.530666964303373, 207]"
87,0.033711763,"[0.8435564708876151, 12, 3.2401838417550826, 163]"
86,0.033784964,"[1.2242445797880837, 14, 3.3487621377684347, 187]"
18,0.036361039,"[1.3429976364222833, 11, 3.4641805336198592, 208]"
52,0.037788104,"[0.8747777042478739, 11, 3.1637933744700164, 212]"
6,0.039077369,"[0.8324896241843482, 14, 3.339141892978083, 163]"
82,0.042065997,"[0.832402485021152, 10, 3.084718979864198, 259]"
85,0.042482676,"[1.0811535166470385, 11, 3.235913830140888, 250]"
15,0.047643448,"[0.630267878800491, 9, 2.607518202989574, 187]"
49,0.050771646,"[0.9501050301556034, 11, 3.40952448701508, 207]"
5,0.050940977,"[0.7436994742943093, 11, 3.3608832776269244, 168]"
29,0.051289249,"[0.8020272759970462, 13, 3.1543033151008264, 243]"
65,0.052649229,"[0.7734312193371125, 12, 3.3285630286902417, 171]"
20,0.053441826,"[0.8681873680290388, 12, 3.394958020414343, 156]"
31,0.054251806,"[0.9227033627651, 11, 3.4150333804755406, 170]"
81,0.054851768,"[0.6391119949721388, 11, 2.995298858927658, 248]"
22,0.055100773,"[0.8136718642635461, 9, 3.270359675599321, 248]"
75,0.056969474,"[0.7010831394585448, 12, 3.269210211421816, 269]"
30,0.058189879,"[0.5219668273929321, 10, 2.514225197695985, 267]"
12,0.059868171,"[0.7997117995621403, 13, 3.318939116116843, 180]"
43,0.06158154,"[0.5964755273109308, 10, 3.0180072871262453, 197]"
37,0.062138056,"[0.9746920310669794, 12, 3.253559079187899, 272]"
93,0.063515599,"[0.5643264469261251, 11, 2.8378097833730456, 168]"
95,0.063704116,"[0.541160121228674, 12, 2.746761576650269, 232]"
77,0.068296648,"[0.6077333447891734, 13, 2.976874006501304, 200]"
14,0.06845592,"[0.6658327566588667, 9, 2.9066620963332546, 176]"
34,0.07014642,"[0.9793918799063174, 12, 3.361573803390787, 252]"
35,0.072479856,"[0.6424008116437433, 9, 3.3058464292358183, 187]"
72,0.072625234,"[0.5516192962190749, 12, 3.028867699638555, 175]"
8,0.074771755,"[0.6428147752155737, 11, 3.093290853615568, 276]"
47,0.074776265,"[0.9578454546143566, 10, 3.304399103274184, 249]"
96,0.077529928,"[0.7169087296188308, 10, 3.189401622914998, 267]"
7,0.078035393,"[0.7447941260021536, 12, 3.0529087435260642, 272]"
61,0.082539067,"[0.5156008151055386, 13, 2.955436268497538, 266]"
42,0.085951644,"[0.65113533654438, 10, 3.2140104451092064, 172]"
68,0.095390598,"[0.6374607751608256, 12, 3.3212028401984566, 266]"
67,0.098234881,"[0.5938064577682948, 11, 3.351816698144816, 227]"
27,0.098621681,"[0.9169728920151151, 9, 3.3461949724371434, 160]"
0,0.108994382,"[0.5799079885239604, 12, 3.4801101090718705, 241]"
63,0.109872794,"[0.6524938908230349, 12, 3.313417730304089, 164]"
74,0.119706647,"[0.6338225254232513, 13, 3.268958420373181, 285]"
45,0.138360472,"[0.6503607058921528, 12, 3.3799415640783974, 236]"
26,0.149449265,"[0.5692108053290871, 10, 3.385555394579276, 216]"
73,0.156062721,"[0.5024563722964953, 11, 3.314135318647215, 267]"
