,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
92,0.019752282,"[1.142545084248791, 14, 3.1746504054534865, 165]"
31,0.020244866,"[1.3296415629648821, 10, 3.0595088485979725, 167]"
65,0.020495117,"[1.1747851641637874, 11, 3.445120810943615, 191]"
88,0.020528681,"[1.3363992786258887, 13, 3.17727400336896, 180]"
3,0.020607719,"[1.3911365895871315, 13, 3.23494180290976, 165]"
51,0.020903878,"[1.2992110792511404, 10, 3.368735547323386, 171]"
4,0.021255439,"[1.1667278600196327, 10, 3.475769881212348, 195]"
84,0.021593942,"[1.032715524199607, 11, 3.0678351006412874, 163]"
58,0.022120753,"[1.0831209999561864, 9, 3.3366503807388117, 170]"
52,0.022216521,"[1.344084246886359, 14, 3.1474753111966085, 174]"
39,0.022615355,"[1.3861366807494482, 12, 3.286212021574505, 159]"
41,0.023148547,"[1.2241362171386236, 14, 3.206225731844642, 191]"
22,0.023586367,"[1.018107945611426, 12, 3.3173124353938728, 150]"
42,0.023912627,"[1.4836472602802149, 12, 3.2215428054855746, 170]"
91,0.023965576,"[1.0691158287498548, 12, 3.31509831985824, 185]"
21,0.024008219,"[1.447977309439928, 13, 3.2806946182064154, 168]"
63,0.024308455,"[1.4884498909740123, 12, 3.1228981067425527, 197]"
0,0.024542875,"[1.318074550830947, 9, 3.21346514075376, 158]"
5,0.024608607,"[1.0828326490852538, 13, 3.17288554835037, 180]"
40,0.024737325,"[1.0316482232000677, 13, 3.02492886686615, 198]"
54,0.024971104,"[1.170861131242421, 13, 3.1744612834599746, 192]"
82,0.025071506,"[1.0610373348726474, 10, 3.154330083075439, 196]"
24,0.025193292,"[1.0404680892294333, 13, 3.1133935163501114, 177]"
35,0.025283782,"[1.2859735421701652, 11, 3.3219297601674787, 166]"
55,0.025474074,"[1.153505819893716, 12, 3.2644920019384633, 197]"
19,0.025563863,"[1.2748665417718317, 13, 3.1616927518624247, 191]"
72,0.025594309,"[1.204870768580717, 11, 3.349025931458224, 162]"
6,0.026083957,"[1.4413547330671928, 9, 3.4279762074529954, 150]"
71,0.026086164,"[1.0827645712807277, 13, 3.137053766297722, 174]"
60,0.026432954,"[1.0666198094420507, 9, 3.255139375836403, 169]"
75,0.026734317,"[1.2160261287604948, 11, 3.1003251242199883, 179]"
77,0.02701118,"[1.0714587851472293, 12, 3.0578977772362954, 167]"
87,0.027710735,"[1.1378202637945618, 14, 3.34090069524669, 162]"
66,0.028139636,"[1.2836513454989469, 9, 3.0704121707576832, 194]"
64,0.028496047,"[1.002627348562073, 14, 3.3610958229976764, 194]"
50,0.028501797,"[1.3815711599288203, 9, 3.2797296006519323, 199]"
13,0.029358194,"[1.2467242189935526, 11, 3.4825504373484186, 188]"
49,0.029585521,"[1.097346830250296, 11, 3.360883064740149, 162]"
32,0.029770065,"[1.1784220068202553, 9, 3.423296864368274, 174]"
68,0.0305574,"[1.1513624114836065, 13, 3.3552709758705554, 194]"
99,0.031828244,"[1.0722180349574992, 12, 3.4242185064389408, 158]"
53,0.032010041,"[1.082193703980924, 13, 3.271954793882614, 189]"
74,0.032545279,"[1.1408267628995419, 10, 3.495251199073004, 155]"
15,0.032792721,"[1.4252177480584354, 10, 3.4582200334131317, 181]"
97,0.033066524,"[1.0680062371581, 12, 3.408704771345718, 184]"
78,0.03479655,"[1.3084673053684464, 12, 3.4250545265139234, 178]"
98,0.036418,"[1.048567090935322, 14, 3.4572492404728963, 185]"
85,0.036706227,"[1.0381182803298221, 13, 3.450406802378315, 152]"
20,0.038018612,"[1.252102147631201, 13, 3.379466108822158, 171]"
44,0.038408013,"[1.0605547110929987, 12, 3.39297112035437, 186]"
62,0.03919012,"[1.0094186004480437, 9, 3.2120407051244455, 176]"
9,0.040696328,"[1.0703035869090824, 9, 3.320714070945067, 163]"
94,0.043389504,"[1.1023645116825045, 12, 3.400937780610175, 160]"
27,0.047923085,"[1.0819256215505593, 11, 3.3438561130971136, 160]"
86,0.050915526,"[1.0854048133618035, 11, 3.472844060773618, 155]"
