,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
0,0.2947765625,"[2.217714844318339, 7, 1.1741017210135285, 410]"
1,0.0871125,"[1.242151809585413, 6, 1.901644553767267, 107]"
2,0.02868281249999999,"[2.1634008517713026, 4, 3.3462079228349655, 178]"
3,0.250946875,"[2.223029843585522, 14, 1.4922382703186663, 131]"
4,0.3303359375,"[3.321916949412015, 13, 0.8482728622903153, 136]"
5,0.215434375,"[1.0542218483097323, 10, 1.1456165402112812, 13]"
6,0.34566718750000003,"[2.315210328671557, 13, 0.8745289965029975, 396]"
7,0.32700937500000005,"[2.2986504338700695, 11, 0.5965363942138546, 450]"
8,0.08232500000000001,"[3.187837229705528, 11, 2.4467113939625618, 487]"
9,0.0610046875,"[0.7621953865996414, 12, 3.4056448659754626, 66]"
10,0.09243124999999996,"[0.6803330813800232, 4, 3.4824476319240247, 176]"
11,0.30665156250000003,"[2.4671202778461403, 2, 0.5680802422086871, 33]"
12,0.29213750000000005,"[1.7036793736802802, 11, 1.0074278436422412, 461]"
13,0.024157812499999994,"[0.635613239107956, 9, 2.4392737324432767, 173]"
14,0.2939328125,"[1.9660363346626828, 12, 0.5849543114296326, 203]"
15,0.06055937500000001,"[2.5227860181401494, 15, 2.327576352203841, 92]"
16,0.28778593750000003,"[1.6174593034661158, 10, 0.8459920255811814, 201]"
17,0.1285,"[1.160402762806422, 15, 1.7852277233071794, 412]"
18,0.21492656250000003,"[2.5019682789273103, 7, 1.7157352663177319, 449]"
19,0.32274062500000006,"[2.5472521492889846, 8, 0.8251338512040325, 30]"
20,0.12588281250000005,"[3.2864178628783547, 15, 1.8631480104649587, 494]"
21,0.013960937500000005,"[1.8448803753115002, 6, 3.2893619362759665, 242]"
22,0.08090468750000002,"[1.7589833998025224, 9, 2.3668311229142467, 254]"
23,0.02990625000000001,"[1.1913190567834568, 11, 2.289388868121405, 247]"
24,0.2528734375,"[1.6385365971357926, 12, 1.573090072381215, 374]"
25,0.018075000000000018,"[2.2237426965465557, 4, 3.297797887710649, 94]"
26,0.014665625000000009,"[1.3478035840882543, 6, 2.8461160608922844, 186]"
27,0.2693015625,"[1.3380497918782244, 10, 0.6806154568750911, 92]"
28,0.2555671875,"[1.2723710841381501, 8, 0.8252218745973031, 258]"
29,0.13065000000000004,"[2.1231202624283334, 14, 1.9182193240022747, 23]"
30,0.011246875,"[1.8132758340879915, 14, 3.283868427110786, 279]"
31,0.1820203125,"[1.697105647343906, 10, 1.8300647340041725, 12]"
32,0.3143703125,"[3.075260457482633, 10, 0.5132167207906843, 355]"
33,0.2010218750000001,"[1.345435543468728, 7, 1.333755454132234, 96]"
34,0.30252187500000005,"[1.38224541877825, 8, 0.598100253338998, 334]"
35,0.16481406250000008,"[2.3129689796816537, 9, 2.1002461855648673, 306]"
36,0.2790125,"[2.491328771254133, 3, 0.7171686170305713, 172]"
37,0.288090625,"[1.5535504368994886, 9, 0.8723133582576941, 68]"
38,0.061306249999999986,"[1.642272736225074, 5, 2.391620443865435, 18]"
39,0.23850625000000006,"[2.802127220543923, 4, 1.5105646739617338, 158]"
40,0.005053124999999996,"[0.9200938214156636, 14, 2.6154675542982138, 431]"
41,0.21304062500000004,"[2.5996997358450695, 7, 2.009486894191461, 279]"
42,0.10235468750000004,"[0.8579596245502867, 7, 1.5092917945692437, 246]"
43,0.01448906250000001,"[1.5320530911768488, 13, 3.338459879546705, 253]"
44,0.018171875000000007,"[1.0216831604288161, 14, 2.4934407914935943, 276]"
45,0.1145171875,"[2.988157276334938, 8, 2.5075883207006635, 17]"
46,0.18487031249999997,"[2.0197041628583206, 7, 1.865269044239385, 180]"
47,0.21420781250000007,"[1.0120567413295856, 14, 1.1691232486924716, 479]"
48,0.030965625000000004,"[1.3712987448045528, 12, 2.7511752919222445, 460]"
49,0.03012812499999999,"[0.6028983444275149, 7, 2.0318478055402105, 230]"
50,0.03430312499999999,"[2.176787488954505, 8, 2.9404201169166564, 124]"
51,0.09828749999999997,"[0.5044520298607017, 3, 1.7888890225556993, 464]"
52,0.019942187500000007,"[1.4694025813449145, 12, 2.86617421500676, 324]"
53,0.2316671875,"[3.393448852952853, 11, 1.6837474357477156, 410]"
54,0.040346875000000004,"[1.4192392286555677, 13, 2.4194265362152967, 377]"
55,0.035926562500000016,"[1.0489640198098413, 4, 2.229499198084905, 334]"
56,0.22100156250000008,"[1.1028567794152273, 11, 0.8272912635190557, 185]"
57,0.11036875000000002,"[2.2775474368690967, 7, 2.3895820923777116, 219]"
58,0.030775000000000007,"[2.660481960287987, 9, 3.184317599062156, 167]"
59,0.09958593750000004,"[0.5322509902806296, 9, 2.629211869957847, 94]"
60,0.03512968750000002,"[1.6728901349101122, 4, 3.336681048862232, 391]"
61,0.140246875,"[0.9911875488230945, 8, 1.6630158609021062, 116]"
62,0.18018281250000004,"[1.6128713913029717, 3, 1.2041019888767022, 386]"
63,0.0537578125,"[0.8804339527745684, 11, 3.3724102422904485, 235]"
64,0.10403593750000004,"[2.6987424916908394, 13, 2.2706186228018286, 41]"
65,0.26698750000000004,"[1.377627634046789, 6, 0.7000755400273926, 404]"
66,0.33590937499999995,"[2.928185631879035, 10, 1.3645902588488874, 486]"
67,0.025092187500000022,"[3.328022048272788, 12, 2.8183514003690577, 235]"
68,0.15868281250000002,"[0.7637372046538637, 15, 1.2098811990216758, 381]"
69,0.14298125,"[3.0450651353195277, 4, 2.3804662010515343, 327]"
