,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
0,0.2716006513078762,"[3.3678736310788766, 4, 0.7538633310287999, 444, 496]"
1,0.04281188781118435,"[1.3188573469586171, 14, 2.316280199729828, 420, 176]"
2,0.2766518338763454,"[3.0815168439213156, 4, 0.8853050575608817, 43, 226]"
3,0.12444938043932202,"[0.5482466276755597, 11, 3.475213354896271, 293, 493]"
4,0.2728834339684873,"[2.2696090806931535, 5, 0.8341824760737612, 141, 293]"
5,0.2874524534375967,"[2.9471916081717846, 4, 0.767673587789246, 140, 277]"
6,0.10034094429517468,"[0.5449474049113614, 4, 2.1143860099930447, 278, 181]"
7,0.30855339302963103,"[1.372235337191923, 8, 0.5433543888712237, 372, 240]"
8,0.042418163305640404,"[1.4273779103089304, 2, 2.252607985250828, 234, 171]"
9,0.32185047797723354,"[2.1861854433842716, 9, 0.9957113037528675, 238, 457]"
10,0.008666488789523839,"[0.886431106820913, 5, 2.5708071295025077, 243, 384]"
11,0.2772691633282122,"[2.093199924887406, 6, 1.0583935629788566, 60, 230]"
12,0.173620716303879,"[2.619890767090231, 2, 1.3637592620331525, 425, 190]"
13,0.23595658407882464,"[3.104674580949247, 6, 1.9074517134560605, 373, 168]"
14,0.04089917842004475,"[2.659434294121298, 14, 2.5872248410876133, 427, 314]"
15,0.16921319180640043,"[2.009281331562728, 12, 1.8410014630736218, 279, 92]"
16,0.011752687948106796,"[2.3715167878715375, 10, 3.2945104240815533, 78, 181]"
17,0.07267080731251932,"[1.5574759395217947, 3, 2.017206438429574, 18, 65]"
18,0.033709731533499945,"[3.322170797698049, 4, 3.3855278411207292, 256, 93]"
19,0.02706790795114822,"[2.879718123726289, 8, 3.4407481039193097, 226, 60]"
20,0.2179408168725146,"[2.132338691170693, 4, 1.5880860165538666, 106, 350]"
21,0.20078301884532862,"[2.210843576684015, 3, 1.1486760355483903, 444, 496]"
22,0.06312186709212622,"[0.6607143627058849, 8, 1.384985021057387, 7, 276]"
23,0.03304619744983731,"[0.8302802720366921, 7, 2.8018975906496397, 143, 95]"
24,0.11996347808948689,"[0.6421278651937805, 6, 2.9370039913446, 319, 240]"
25,0.020403448367987763,"[1.0961668916102494, 9, 2.9629740827614666, 443, 30]"
26,0.22418705112970108,"[2.3683222269163804, 14, 1.4998178762036003, 363, 116]"
27,0.11670790542107641,"[0.6525551313915285, 7, 3.379792470903352, 225, 199]"
28,0.07469922663506784,"[2.136300509735546, 9, 2.437928286539813, 106, 45]"
29,0.07137439774534443,"[1.667919416243087, 10, 2.4608115955267698, 401, 208]"
