,error,"[learn_rate, num_hidden_nodes, weight_range, beta]"
345,1.949153518,"[2.7786794051537127, 13, 1.9736916568270932, 496, 493]"
579,1.950548954,"[2.6910831031450355, 11, 2.410974207437648, 493, 493]"
416,1.952462784,"[2.5792696796187986, 14, 2.351303531446907, 487, 460]"
330,1.956488737,"[2.0900345991627405, 14, 1.9432005347808436, 492, 464]"
111,1.967499501,"[2.4295337482752735, 12, 1.8107466849189953, 486, 481]"
588,1.970673412,"[2.291963535940983, 10, 2.0312087406415698, 491, 452]"
182,1.971259374,"[2.5808843748539854, 13, 2.289730682781944, 477, 470]"
114,1.971765367,"[2.6449950949398136, 14, 1.6118537629698186, 453, 467]"
276,1.98751009,"[2.495088993810821, 12, 1.7713722665193252, 499, 490]"
184,1.989249065,"[2.6450504437399323, 15, 2.138901533985779, 472, 484]"
673,1.993080971,"[2.692703194661403, 13, 1.793313094645615, 487, 458]"
707,1.993089463,"[2.860090052582157, 11, 2.1308351180260625, 470, 493]"
33,1.993941177,"[2.616561516096851, 15, 1.9192171672741543, 463, 453]"
464,1.996458469,"[2.5133488172348346, 13, 1.5883912655200185, 457, 498]"
226,1.998052317,"[2.739006078654554, 12, 1.6213860016976473, 494, 459]"
251,2.007116998,"[2.4186541886768564, 15, 1.7808763395922185, 458, 473]"
681,2.007230999,"[2.375592104320944, 10, 2.395187605145459, 494, 470]"
176,2.008507342,"[2.299439534714726, 14, 1.947483589173057, 457, 469]"
512,2.015693528,"[2.5915704654471394, 14, 1.7349115439383724, 463, 452]"
758,2.015716807,"[2.565828215074232, 13, 1.8393983581862299, 459, 459]"
25,2.018878445,"[2.8627737590791664, 10, 1.7412545926608611, 454, 455]"
65,2.019765198,"[2.399361551097595, 11, 1.939099140731324, 496, 467]"
644,2.019889973,"[2.581700029407213, 11, 2.1321631419157407, 484, 453]"
199,2.020905474,"[2.1296986489489482, 14, 1.9934801353504499, 466, 491]"
584,2.023231309,"[2.5754612412337496, 10, 1.576609929202759, 475, 480]"
8,2.024789018,"[2.5591908850862413, 14, 1.7766052562393455, 466, 484]"
435,2.027619034,"[2.890430205744014, 13, 2.302398840304443, 489, 477]"
760,2.030844149,"[2.048837271855062, 11, 1.8488548517662924, 487, 465]"
600,2.034587179,"[2.9061984274365615, 15, 1.6498376386382607, 488, 491]"
76,2.035734158,"[2.411378125048766, 11, 1.6150405234994334, 469, 463]"
756,2.036849127,"[2.409919940931087, 13, 2.3747472440116484, 455, 488]"
555,2.03824161,"[2.7987395351007422, 15, 1.611844518265653, 493, 489]"
428,2.038242209,"[2.3991661885870834, 13, 1.8468098776917736, 500, 497]"
14,2.042490782,"[2.6632334899910917, 13, 2.3057662748929135, 478, 470]"
462,2.043818244,"[2.79682756055288, 11, 1.9314913108019658, 495, 477]"
601,2.046382474,"[2.430031933202472, 11, 1.8237159684835258, 462, 454]"
568,2.048618918,"[2.6847732211575717, 11, 2.110107220623341, 459, 483]"
38,2.051664836,"[2.9043532507212566, 11, 2.0850322328398287, 481, 471]"
689,2.068341469,"[2.8185708138736922, 11, 1.6855233651510675, 464, 451]"
361,2.07367162,"[2.2113394206764303, 12, 1.967372726935563, 471, 475]"
192,2.07446955,"[2.699321779880162, 11, 1.7523647193803065, 489, 462]"
517,2.07604588,"[2.6069176029042898, 14, 1.815907463080812, 485, 471]"
558,2.076382933,"[2.077357826311866, 14, 1.8689295135967878, 467, 468]"
113,2.078489366,"[2.5859793288210806, 13, 1.940228547041543, 472, 494]"
297,2.079005207,"[2.5936876425878603, 13, 1.6816961992870834, 459, 491]"
670,2.079901418,"[2.065386035938318, 15, 1.91328501066603, 456, 485]"
164,2.080735528,"[2.6706560077137977, 11, 1.79040481460174, 470, 453]"
277,2.081478916,"[2.6768080381950936, 12, 1.7318172212397054, 451, 472]"
693,2.081513432,"[2.5046877620426846, 11, 2.070417635605752, 484, 471]"
48,2.08219966,"[2.670147982340615, 14, 1.6903422780903319, 453, 461]"
547,2.085544961,"[2.0758168562439137, 10, 2.020556831731357, 483, 486]"
129,2.089476631,"[2.7500376070690935, 12, 2.0564984246613003, 480, 485]"
470,2.092411334,"[2.0953420666563676, 10, 2.0531138595189535, 476, 491]"
699,2.092640757,"[2.5972995376522245, 15, 2.262725746321032, 498, 464]"
139,2.093013378,"[2.962693018879965, 12, 1.504059968632228, 492, 455]"
616,2.094659618,"[2.2071848316003093, 13, 1.7828914513143035, 489, 498]"
511,2.094802851,"[2.934821340127837, 14, 1.5126750658945427, 499, 464]"
422,2.098344053,"[2.2844634439295626, 12, 2.0094267290853987, 489, 452]"
569,2.098383562,"[2.298796469221331, 15, 1.577499223975721, 455, 460]"
510,2.098672608,"[2.238369047295084, 12, 2.10923354463561, 468, 471]"
85,2.102258732,"[2.924430194162751, 11, 1.6228597389654305, 466, 470]"
581,2.103637732,"[2.175135355714026, 13, 1.52413658399658, 477, 472]"
457,2.105127912,"[2.83675327185566, 11, 2.45793868137432, 483, 485]"
282,2.105355912,"[2.934121337396547, 14, 1.7165683774573721, 466, 492]"
166,2.108182102,"[2.3368404783602665, 13, 2.0731913267068127, 494, 484]"
583,2.111997887,"[2.953059183022636, 12, 1.5002901832694235, 467, 493]"
790,2.112256539,"[2.4643413711883193, 10, 1.7498734767830388, 467, 453]"
64,2.11462791,"[2.3442015773276257, 15, 2.0269753685531735, 476, 498]"
626,2.115408914,"[2.794734572559546, 11, 2.2965860337728095, 492, 473]"
52,2.11561505,"[2.9740905724299993, 13, 2.0930279281198994, 456, 472]"
118,2.116220668,"[2.4703409049788947, 13, 2.166672190928761, 472, 482]"
320,2.119711925,"[2.3500692147736615, 13, 1.542846004890715, 493, 487]"
123,2.120388391,"[2.614309387010241, 12, 1.9338807354042324, 493, 459]"
0,2.129487593,"[2.2325000694739328, 12, 1.8217895102044517, 457, 464]"
703,2.130717477,"[2.2365743476888116, 15, 2.0559893107421243, 473, 455]"
509,2.132108092,"[2.504789007123245, 12, 2.006177876938479, 450, 456]"
36,2.132754876,"[2.5397770719230244, 12, 1.7214744480119673, 460, 465]"
289,2.13372973,"[2.424783368210383, 14, 2.359401212415057, 483, 484]"
340,2.134738301,"[2.0314909744427974, 14, 1.7665082827355056, 465, 499]"
169,2.135845576,"[2.531309320459242, 15, 1.5817829273144979, 480, 466]"
572,2.137712687,"[2.415739490467507, 14, 2.075443464517649, 488, 497]"
553,2.140466,"[2.081163832380669, 13, 1.7548466314796771, 478, 483]"
75,2.141803158,"[2.561378214755587, 13, 1.8256391926503035, 451, 488]"
108,2.145136449,"[2.0118697362409144, 14, 1.8081916222205225, 499, 460]"
272,2.167963789,"[2.8504618556694785, 10, 1.9781684485559925, 478, 456]"
795,2.176467966,"[2.0913422505182475, 11, 2.15577529012936, 489, 466]"
738,2.176916996,"[2.6088447918632394, 12, 1.6740463753533683, 481, 458]"
13,2.179430145,"[2.4208714495446007, 14, 2.0875498892453628, 477, 495]"
102,2.179458912,"[2.51919458235795, 11, 1.8676187873427723, 500, 494]"
328,2.182234224,"[2.3195264641778026, 13, 2.379017774219364, 471, 482]"
570,2.187761247,"[2.332750681638723, 14, 1.6122993695596808, 499, 457]"
217,2.188918182,"[2.090598433325144, 12, 2.3079782755879483, 452, 482]"
691,2.192267267,"[2.6752794759190106, 14, 1.7870176455933509, 474, 480]"
59,2.194801862,"[2.9536775834919506, 14, 1.9009808657962162, 497, 458]"
520,2.196585582,"[2.3092041307815943, 15, 1.6436821074907981, 460, 491]"
643,2.202484492,"[2.4632941835347593, 14, 1.5548238967376409, 481, 498]"
392,2.206702588,"[2.7618308444129496, 14, 1.6205443071297756, 481, 458]"
281,2.207784961,"[2.6931928517793744, 14, 1.6776837489644625, 479, 464]"
710,2.21052663,"[2.1837215040944935, 13, 2.260056546650347, 452, 490]"
288,2.212364649,"[2.628286909700991, 12, 2.1442961495559576, 450, 476]"
83,2.212406834,"[2.330857615237552, 14, 1.9112625478928036, 483, 468]"
489,2.214094726,"[2.8006446828774605, 12, 2.060691027179577, 469, 495]"
442,2.216215195,"[2.831459478098921, 11, 2.0546482781849074, 486, 485]"
382,2.22023023,"[2.6341611254810973, 13, 2.026096012400833, 457, 463]"
759,2.221691467,"[2.1436735203999118, 14, 1.6041112832180753, 490, 463]"
186,2.224613188,"[2.5608984763829605, 12, 1.5928001731055115, 481, 456]"
645,2.22623335,"[2.501560245409758, 15, 2.208628839639482, 457, 491]"
516,2.230022334,"[2.487317316507443, 13, 2.3670843832812882, 460, 465]"
521,2.232040068,"[2.3160046689998253, 14, 2.416228046640394, 490, 475]"
640,2.232424682,"[2.3951822222337986, 13, 1.9205687652511827, 496, 459]"
782,2.234745098,"[2.480136053364877, 13, 1.5475218614569903, 482, 473]"
6,2.239126482,"[2.714819239321444, 12, 1.572633801202909, 467, 485]"
17,2.240244063,"[2.9100009845700985, 14, 1.6812558040797887, 471, 476]"
238,2.241207963,"[2.2179502695954496, 14, 2.2718907202037295, 491, 475]"
35,2.241707141,"[2.899224256087135, 10, 2.171842838113439, 454, 459]"
483,2.241780202,"[2.6956707576362517, 14, 1.890246590292863, 461, 474]"
187,2.242974581,"[2.8246681963725373, 11, 1.999738043077972, 455, 485]"
207,2.247306378,"[2.8062099003219507, 14, 2.3008734955468695, 451, 460]"
334,2.255259707,"[2.0754684548015154, 15, 2.1577163924719223, 471, 489]"
582,2.261132035,"[2.2986399637755794, 15, 2.4037809443462947, 496, 474]"
675,2.262014813,"[2.1028462009900113, 11, 1.8034985519309772, 484, 483]"
180,2.264342606,"[2.49587630151701, 11, 2.1139164988887185, 464, 493]"
136,2.264553108,"[2.880246464696785, 11, 2.4235531560342864, 487, 480]"
128,2.271019563,"[2.28833404238929, 14, 2.1717868574184847, 500, 468]"
181,2.272835597,"[2.1864106113619752, 12, 1.788451095180667, 452, 480]"
574,2.275969472,"[2.3383221243073993, 11, 2.304981687259931, 462, 461]"
412,2.280691952,"[2.7091271718044774, 13, 1.7498209978066004, 474, 456]"
179,2.280697979,"[2.896746027150674, 12, 1.9850336770342363, 462, 469]"
663,2.2832187,"[2.0045584148000812, 11, 1.958020046832453, 491, 452]"
42,2.283594971,"[2.006181359914013, 15, 2.464171944649225, 492, 473]"
280,2.287683497,"[2.186074448966268, 15, 1.6123320679447444, 491, 479]"
311,2.293076252,"[2.346007475058851, 14, 1.8971325144936166, 473, 463]"
224,2.301225575,"[2.5115157017237664, 12, 2.2299919650839337, 472, 480]"
137,2.301738557,"[2.605895536372423, 13, 1.548516232008886, 454, 471]"
313,2.30217763,"[2.32672086587589, 11, 2.300358127397179, 489, 466]"
115,2.305534132,"[2.5726085992517858, 15, 1.5820122108580306, 493, 476]"
679,2.305791813,"[2.552144385546219, 12, 1.5493064968849761, 476, 460]"
617,2.307906803,"[2.2636174013213437, 11, 2.052180720053822, 458, 487]"
208,2.308351057,"[2.3750503964016128, 15, 1.6735069203512059, 469, 472]"
302,2.313325867,"[2.6994402491759137, 13, 1.9100227379703043, 496, 472]"
71,2.313484272,"[2.0711790235632352, 11, 2.318976626133175, 473, 480]"
769,2.329999371,"[2.0255952251854987, 14, 1.5573734997905293, 465, 450]"
293,2.331622093,"[2.7166353925961877, 15, 1.8606004320166254, 478, 482]"
454,2.341712178,"[2.4397267973676433, 14, 1.6340152267845884, 490, 486]"
211,2.344235538,"[2.1899746115356438, 10, 2.099261470357943, 457, 453]"
562,2.345097444,"[2.8709772582143738, 11, 1.7139073658618926, 457, 485]"
408,2.346411262,"[2.3710277260614454, 14, 1.945673002223762, 471, 488]"
105,2.354856163,"[2.5317761885851295, 11, 2.1926841651816056, 488, 478]"
753,2.361273935,"[2.659214614114308, 11, 2.249150922065381, 479, 488]"
318,2.363934395,"[2.236625347377983, 12, 1.7650550824124371, 490, 474]"
417,2.366320161,"[2.747945952701424, 14, 2.4014407104733615, 458, 451]"
200,2.371462013,"[2.0642836913504667, 12, 2.2869791047853214, 453, 455]"
397,2.373504203,"[2.371755152170003, 13, 1.824477987780102, 465, 473]"
486,2.374295149,"[2.1471988696800834, 14, 2.051779731517775, 473, 461]"
415,2.37675282,"[2.7823157256807365, 14, 1.8365877600425882, 481, 497]"
476,2.386030431,"[2.875121457379298, 13, 1.5343616405709704, 463, 451]"
212,2.38641562,"[2.698384855571972, 13, 1.8845076172431312, 468, 466]"
193,2.388583792,"[2.4654833320667846, 12, 2.274565489196734, 460, 456]"
717,2.391944015,"[2.716145645918713, 13, 2.1298060001786667, 459, 466]"
414,2.39246395,"[2.9537537887477225, 12, 1.9913197141457468, 489, 485]"
651,2.393715923,"[2.0131555723666184, 11, 2.188568064956093, 453, 463]"
308,2.394017645,"[2.9887597695968813, 11, 1.516502974131197, 498, 463]"
441,2.395758684,"[2.34334135837332, 14, 1.6317521235618424, 477, 489]"
365,2.396076228,"[2.8489924100742305, 12, 2.2607226769079696, 461, 481]"
674,2.401809666,"[2.2296525597855448, 14, 2.2968277724998836, 483, 467]"
120,2.406610121,"[2.2856048545799195, 15, 2.351913897626195, 486, 465]"
624,2.415431462,"[2.6061907319152584, 13, 2.0652381829632294, 457, 494]"
653,2.420569094,"[2.727906472874619, 14, 2.1204098926711685, 462, 472]"
567,2.42318297,"[2.030082947535212, 14, 2.4928667064655037, 467, 453]"
197,2.424241676,"[2.427125201400579, 11, 2.4311631397659452, 457, 468]"
125,2.424857257,"[2.101833872171028, 12, 1.9637509815719558, 470, 455]"
398,2.436178122,"[2.2583891243419214, 14, 2.4665227539455614, 460, 490]"
364,2.441568142,"[2.413713488285519, 13, 1.6584669786715913, 493, 476]"
746,2.44518934,"[2.9357214282530113, 12, 1.6780620817456962, 485, 456]"
545,2.446615065,"[2.960447138226912, 13, 1.679617084878015, 460, 489]"
132,2.449158411,"[2.094500690592573, 14, 2.4995990771297505, 480, 494]"
775,2.452360943,"[2.059524665131993, 12, 1.8063892898897387, 471, 455]"
405,2.453799514,"[2.666423708117355, 11, 1.9533390468041154, 463, 493]"
532,2.455591891,"[2.657263561040707, 13, 2.4292225387441047, 463, 465]"
411,2.458438635,"[2.4379531666338563, 11, 2.390839504197534, 474, 458]"
498,2.471308358,"[2.90134063578458, 13, 2.0579262043441364, 455, 466]"
300,2.473074099,"[2.003433263298074, 14, 2.4993820273011025, 461, 476]"
480,2.478051095,"[2.184237429951992, 14, 1.676931632216552, 453, 455]"
82,2.484478051,"[2.21575293475258, 11, 1.7165939279747082, 489, 497]"
503,2.487538894,"[2.0474199276498073, 12, 1.5237357306634427, 452, 460]"
628,2.489847327,"[2.9371591742321823, 11, 2.3044846728358834, 480, 484]"
657,2.49237328,"[2.7960388092626003, 11, 2.477120422628091, 465, 469]"
146,2.492857355,"[2.4502052775003387, 11, 2.0467308070050585, 455, 496]"
209,2.494075158,"[2.338521733737953, 13, 1.874757387413264, 474, 476]"
69,2.495123766,"[2.4217356284470757, 12, 2.3239997990403753, 478, 482]"
540,2.495656223,"[2.2714241418540753, 12, 2.400847147679741, 468, 493]"
537,2.504041717,"[2.085715931619932, 13, 2.040325534318129, 490, 479]"
575,2.505012909,"[2.0666043051223193, 11, 2.3019134527444898, 484, 457]"
106,2.513421351,"[2.9655725457203177, 13, 2.3121504138818203, 458, 498]"
322,2.51463082,"[2.900333646170803, 15, 1.887041062055646, 474, 487]"
610,2.514724379,"[2.160405083352773, 13, 2.2608768059305384, 456, 452]"
656,2.518334972,"[2.937380053653237, 15, 2.103399125588051, 465, 459]"
357,2.523958024,"[2.3717845344358848, 11, 2.4544012350609243, 451, 486]"
74,2.526979339,"[2.8908843451748356, 14, 2.132390511476196, 494, 488]"
450,2.528023556,"[2.13488808733274, 12, 1.9212254317541697, 454, 495]"
646,2.528134521,"[2.473838422286942, 15, 2.2495975150263092, 473, 496]"
39,2.528150101,"[2.0324167750261735, 11, 1.8279646422537714, 463, 480]"
515,2.530767429,"[2.6390749963504128, 10, 2.4179300594591124, 461, 496]"
316,2.532263804,"[2.1695919871255147, 12, 1.5354474855983697, 493, 455]"
502,2.53370981,"[2.491130920889942, 12, 1.7273995381847784, 469, 485]"
348,2.537239537,"[2.0275278589960264, 13, 1.7452857447239023, 482, 454]"
527,2.539212708,"[2.33314302217645, 10, 1.9243453612188643, 492, 457]"
751,2.540260182,"[2.3001789555534757, 12, 2.1300339251393536, 487, 481]"
641,2.54055888,"[2.774887985417872, 12, 2.310760401040691, 477, 492]"
210,2.544868447,"[2.780961409341035, 11, 1.9260868022611444, 478, 476]"
158,2.548357892,"[2.339000440223089, 11, 1.9566948514262061, 466, 461]"
421,2.548737385,"[2.7676881577837595, 13, 1.6339863363196203, 488, 469]"
440,2.55151486,"[2.568562265610126, 11, 1.6827144819374458, 468, 485]"
98,2.553524243,"[2.1518605077272763, 13, 1.6511602082254162, 455, 465]"
374,2.553659488,"[2.5021444510141677, 14, 1.6564871016285414, 452, 482]"
620,2.554146098,"[2.0261034857473224, 11, 1.8747646746078852, 467, 476]"
469,2.557432603,"[2.5151833593377453, 13, 2.2349562966505845, 485, 491]"
700,2.55806176,"[2.7672972413932015, 13, 2.223439778131501, 477, 455]"
121,2.570915393,"[2.1647129322120127, 14, 1.8509364295223982, 493, 466]"
37,2.577677355,"[2.9714509406860357, 12, 1.8547282341180535, 491, 477]"
530,2.581262613,"[2.7907805932473435, 13, 2.2820407298735734, 483, 484]"
264,2.581571312,"[2.4108659467035203, 14, 2.4626206667651904, 469, 494]"
353,2.587719269,"[2.9647013998219895, 14, 2.062300062600789, 464, 492]"
368,2.589373959,"[2.751893699638911, 10, 2.3675828755820794, 466, 461]"
672,2.589619018,"[2.257959024212688, 11, 2.4945106861907793, 471, 470]"
566,2.602063969,"[2.833994578888131, 14, 2.002458198788347, 453, 471]"
694,2.608038516,"[2.4581001683421064, 15, 2.437569315228051, 480, 489]"
677,2.611705851,"[2.1948599156479838, 11, 2.232018885113978, 488, 484]"
90,2.620818911,"[2.5478950982338735, 10, 1.7503523193461, 487, 465]"
631,2.621113649,"[2.585714160369905, 13, 1.6573200019567427, 493, 490]"
96,2.623199097,"[2.0417409340207255, 12, 1.77003007389247, 497, 493]"
468,2.627978701,"[2.082276523305485, 10, 2.382479604093739, 461, 478]"
491,2.628123767,"[2.2230195655746723, 12, 1.7290829937124783, 473, 456]"
228,2.634815197,"[2.1458220407999957, 15, 2.1668040534480624, 492, 461]"
780,2.647174703,"[2.962621288508354, 13, 1.693863142653075, 496, 475]"
395,2.648318169,"[2.9160455632283306, 13, 1.6409906673468482, 462, 456]"
110,2.651205516,"[2.5511146865503713, 14, 2.32035211075822, 469, 464]"
275,2.651209084,"[2.5223309640653238, 12, 2.33734696972032, 495, 477]"
78,2.65163256,"[2.5518667361677436, 11, 2.1267159330061776, 491, 475]"
237,2.65715012,"[2.635726767309066, 12, 1.914314319718363, 473, 477]"
528,2.658387941,"[2.974369869451107, 14, 1.913479183371599, 489, 464]"
690,2.666952054,"[2.95777544588261, 12, 1.8523489154494446, 469, 499]"
580,2.674370199,"[2.8928430002733103, 13, 1.93724914982411, 495, 497]"
11,2.678225702,"[2.4434367255775395, 14, 2.414025323767624, 468, 455]"
335,2.681470337,"[2.104345274001898, 11, 1.7202909461049125, 469, 468]"
458,2.689908476,"[2.959179111257883, 11, 2.063685127514896, 473, 496]"
244,2.69875678,"[2.7372147126795965, 10, 2.039072323561868, 487, 484]"
44,2.701878772,"[2.746008820569609, 10, 1.657636560587617, 494, 492]"
171,2.705765323,"[2.6018539912712435, 10, 2.1330407674496885, 493, 477]"
89,2.710254999,"[2.8230179794358747, 12, 1.516783434541256, 485, 475]"
253,2.714478298,"[2.2081466731550257, 12, 2.426762359229033, 496, 465]"
112,2.722646538,"[2.373101805422465, 12, 2.450895246769182, 478, 464]"
536,2.7227192,"[2.8097609492510056, 13, 1.8366925473653108, 451, 491]"
303,2.723776861,"[2.361082422258552, 11, 2.4955246325884355, 456, 472]"
387,2.726407498,"[2.9039023738497782, 13, 2.0455461436639317, 500, 471]"
231,2.728958364,"[2.4424737437558037, 13, 1.6717739725186682, 489, 498]"
369,2.730185314,"[2.5209056663945484, 13, 2.2359337451601617, 478, 458]"
219,2.734777255,"[2.841609932660355, 14, 1.7536748881339719, 463, 465]"
183,2.739269798,"[2.740216700913259, 14, 1.6601261629765174, 450, 455]"
259,2.741299126,"[2.0691285724944515, 15, 2.2888679285480604, 488, 476]"
709,2.745672251,"[2.62334546395322, 11, 1.792081922491903, 491, 481]"
783,2.750571336,"[2.8326039882504586, 14, 2.294649505823532, 474, 485]"
505,2.753569266,"[2.308462882401119, 13, 2.345614604752181, 462, 467]"
296,2.759939266,"[2.339041620320328, 14, 1.6921738729651943, 500, 480]"
291,2.761568144,"[2.1756399186142623, 10, 2.4968091765876723, 478, 488]"
754,2.772351658,"[2.1901815476377062, 11, 1.9822903409244124, 456, 479]"
58,2.77867231,"[2.997967989729803, 11, 2.1375773218120435, 463, 476]"
344,2.787915091,"[2.8127011331159055, 15, 1.594192962594455, 488, 452]"
366,2.788486974,"[2.528401733407064, 15, 2.440761964403373, 481, 489]"
573,2.799018371,"[2.4062540038657145, 12, 2.0756538230993455, 490, 478]"
424,2.800437918,"[2.3878285179145236, 13, 2.1944410067855133, 483, 463]"
791,2.800884081,"[2.9304194377800874, 12, 2.2057675909845984, 473, 466]"
206,2.802495752,"[2.9720213726354365, 12, 1.606706566945812, 485, 493]"
739,2.807273788,"[2.943238483714448, 15, 2.1060308260881766, 460, 481]"
683,2.808725977,"[2.3121769512594867, 11, 2.137624605786855, 470, 471]"
371,2.817434698,"[2.6655881854084957, 12, 1.5928926653012778, 469, 498]"
349,2.81777107,"[2.539018433867302, 13, 2.1310649421124803, 478, 499]"
346,2.823867374,"[2.7228377967932804, 11, 2.359919335626568, 465, 471]"
658,2.831292803,"[2.1427608818286314, 15, 2.0239406464683642, 453, 486]"
119,2.834876557,"[2.4442030159706154, 14, 2.1069512982466554, 476, 478]"
145,2.845203648,"[2.0668534702235637, 11, 2.3989138035742616, 489, 494]"
605,2.845911379,"[2.102350073934753, 12, 2.054968295677144, 463, 490]"
666,2.846214525,"[2.0250882415744145, 12, 2.0074363390810808, 464, 500]"
701,2.847184037,"[2.27288362046657, 14, 2.184059918630443, 456, 487]"
494,2.849648627,"[2.4319291091752753, 12, 2.361771427266068, 464, 475]"
20,2.864164666,"[2.678770817429458, 13, 2.183983524885928, 464, 473]"
379,2.866509784,"[2.5783585921741494, 10, 2.3995441248992617, 471, 487]"
499,2.876788857,"[2.3368850375343757, 11, 1.6061478309704227, 482, 492]"
518,2.87827107,"[2.70395606812375, 14, 2.0430935124919882, 490, 491]"
506,2.881167842,"[2.1951382421195773, 11, 2.4999437790999344, 480, 458]"
315,2.914378144,"[2.8499572179249206, 10, 1.736882154004022, 464, 478]"
431,2.920495749,"[2.1363148400154217, 14, 1.864911818096742, 493, 467]"
590,2.922919947,"[2.8473860365812387, 10, 1.5293384355267434, 499, 481]"
551,2.93044345,"[2.2355378548400004, 10, 1.6944459946060264, 491, 472]"
232,2.945020489,"[2.0483612300569494, 15, 2.2314401430553175, 488, 458]"
354,2.946970619,"[2.9672261862035523, 14, 2.3948033676210434, 469, 481]"
243,2.957302613,"[2.519880131237019, 12, 1.546211560954959, 461, 459]"
635,2.97679687,"[2.0392260551868873, 11, 2.3870868102526313, 468, 479]"
727,2.978923908,"[2.9055268466799413, 15, 1.5528965371962888, 453, 470]"
204,2.980257448,"[2.286911281329504, 11, 2.0382893199788716, 469, 457]"
667,2.991758567,"[2.484562596182845, 13, 2.3400925628398737, 484, 498]"
406,3.000800215,"[2.2006423612408303, 11, 2.23406437420795, 458, 463]"
409,3.002672554,"[2.9386239960922427, 15, 1.9273720448905847, 456, 483]"
384,3.013203806,"[2.6684165619736584, 14, 1.597761614633764, 488, 487]"
460,3.017048694,"[2.40034711135743, 12, 2.3424787768714164, 469, 488]"
159,3.021005521,"[2.5813215835871675, 14, 2.341858965719581, 483, 494]"
410,3.031333233,"[2.4979607474032877, 11, 2.432403019443365, 482, 453]"
603,3.035012653,"[2.4430104969163127, 15, 2.4978474308431506, 458, 475]"
388,3.039624835,"[2.482244951969544, 12, 2.2483681399835045, 492, 496]"
774,3.053324571,"[2.292262447359304, 10, 1.6982669901197345, 454, 499]"
249,3.053730351,"[2.7815512850080033, 10, 2.1463689684774216, 468, 495]"
321,3.05653894,"[2.172442514472464, 13, 2.36306191069877, 462, 485]"
104,3.060416143,"[2.5168133289541785, 15, 1.9122758298641, 453, 466]"
466,3.06863981,"[2.223856705689004, 15, 2.062623813563559, 479, 487]"
273,3.068899226,"[2.4434602776253973, 11, 1.8371753769359154, 467, 451]"
698,3.081725426,"[2.3465202699909624, 13, 2.243092293693131, 476, 462]"
447,3.09694812,"[2.3991426391495496, 15, 1.9277419326955676, 485, 476]"
239,3.110675068,"[2.4412602070885274, 13, 1.9222815808276397, 477, 493]"
427,3.122247689,"[2.5766154051477557, 12, 2.482379938627789, 497, 453]"
312,3.12294488,"[2.6602298105775297, 14, 1.7467104944987801, 464, 467]"
682,3.129511308,"[2.404710717254299, 11, 2.107930863773335, 497, 470]"
383,3.135553212,"[2.3756750581829333, 12, 2.1463374654734144, 451, 492]"
661,3.164276689,"[2.9721472078512283, 13, 2.24916002891793, 469, 474]"
290,3.172773086,"[2.264316649924522, 12, 1.5000191382303851, 464, 468]"
448,3.178248175,"[2.6929257197459666, 12, 2.1565319513309578, 481, 480]"
474,3.186863317,"[2.863428110561232, 13, 1.7682454238870158, 489, 466]"
586,3.192844813,"[2.7716902695323506, 13, 1.812620043432198, 467, 469]"
152,3.19753981,"[2.954119114112932, 11, 2.361251895510469, 471, 477]"
748,3.199801576,"[2.7051581508162523, 13, 2.0946520516018907, 475, 490]"
157,3.204249781,"[2.926984481024415, 14, 2.104970858996393, 481, 494]"
70,3.211666126,"[2.286287130374531, 13, 2.156646842635713, 480, 470]"
687,3.213324049,"[2.9323372444627545, 11, 2.310833925218653, 498, 491]"
752,3.21728245,"[2.9963194449735178, 14, 2.086161337210893, 462, 482]"
94,3.230584695,"[2.719492508705978, 13, 2.3192552239216937, 496, 484]"
696,3.277952684,"[2.7394922380251194, 12, 1.9401516295339687, 496, 461]"
389,3.278124699,"[2.913494898554119, 15, 1.9548285681028452, 451, 455]"
594,3.28159671,"[2.7882822825526583, 11, 2.2653715772672647, 452, 459]"
444,3.283025062,"[2.1764365423771075, 15, 2.1297879156214474, 495, 499]"
245,3.293762014,"[2.415289717195629, 15, 2.175829648819234, 497, 489]"
201,3.314882499,"[2.8955310274362835, 13, 1.7206050479228145, 469, 479]"
755,3.3297097,"[2.651707374976182, 11, 2.4308712727024466, 471, 451]"
665,3.360195053,"[2.8338053499164424, 10, 1.8968574148873474, 478, 457]"
84,3.362768397,"[2.7252806360982254, 13, 2.257525210236755, 482, 464]"
285,3.369542636,"[2.960018634403977, 12, 2.197708796851848, 484, 460]"
403,3.393665136,"[2.0562309342902125, 15, 2.4255416538158703, 452, 455]"
18,3.419468969,"[2.6898103893058463, 13, 2.4964527824813274, 496, 497]"
189,3.445678781,"[2.3701153291026644, 11, 2.099150102252751, 491, 464]"
546,3.451349082,"[2.8397332350943394, 13, 2.3928041651182266, 466, 477]"
692,3.455575162,"[2.261429692983001, 14, 1.9486780982367509, 456, 460]"
396,3.473423136,"[2.322235659814427, 15, 2.430065511803921, 499, 454]"
298,3.494339617,"[2.920088385493986, 15, 1.7932988682368542, 474, 491]"
702,3.506935913,"[2.4273613389757647, 14, 2.4432725303358045, 500, 455]"
426,3.509566821,"[2.5400968107421713, 14, 2.2458756461609104, 456, 481]"
419,3.512072078,"[2.8446275886797645, 13, 2.4749580045646575, 490, 482]"
662,3.549624572,"[2.493690591971826, 15, 2.3832008874386204, 450, 462]"
307,3.556203942,"[2.6998174824284775, 13, 2.227018750971414, 494, 464]"
